motion_name,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,output_pkl,video_path,video_error
09_01_unitree_g1_gmr.pkl,23,1.4666666666666666,0.35318181818181843,False,True,0.05897916366949701,0.612332287014058,6.986983376256585,58.676896561449155,0.3100020099486388,0.6788588108100599,0.4050051508409827,1.4036647431711975,23.94444821565885,195.1444743740716,23.94444821565885,195.1444743740716,0.24773091959902746,0.5718490948258781,0.8272351009245099,0.24773091959902746,8082127.378767544,66213037.42786117,0.8933747357031038,,,100.0,3.0,200.0,True,2.0,0,0.8,0.08,0.5,-3168.0227285707783,False,root height below threshold: 0.2477 < 0.25; duration completed ratio too low: 0.3532 < 0.9,outputs/final product/pd_tracking_tuning_quick/trial_pkls/stage3_free_00102_09_01_unitree_g1_gmr/09_01_unitree_g1_gmr_pd_tracking.pkl,,
