method,tracker_name,motion_name,source_motion_pkl,output_pkl,video_path,success,failure_reason,mode,root_mode,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,root_height_min,root_height_mean,root_height_max,min_root_height,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,video_error
pd_tracking,gmr_pd_tracking,08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00371_08_05_unitree_g1_gmr/08_05_unitree_g1_gmr_pd_tracking.pkl,,True,,pd,free,56,2.9531531531531536,1.0,False,False,0.3439762584890639,1.8908022134652032,0.7400787452231166,8.87105494290489,1.0892015666423343,2.3197131539073723,1.2004762598006822,1.6913541484417023,0.9155458479203453,1.0,0.9155458479203453,1.0,191522.04996952144,1751345.4799243477,0.22554703707621826,,,0.25373030804578095,0.3267966249126953,0.8025691508542806,0.25373030804578095,90.0,4.0,150.0,False,1.6,5,0.7,0.1,0.5,1469.2386522046463,
