motion_name,missing_inputs,reference,direct,basic_ik,gmr
smoke_follow_camera,"reference,direct,gmr",,,D:\GMR_WORK\GMR\outputs\final product\pkl Basic IK\smoke_follow_camera_basic_ik_pure.pkl,
