metric,comparison,valid_pair_count,statistic,raw_p_value,corrected_p_value,significant,effect_size,effect_size_interpretation
root_angular_acceleration_rms,Friedman: all methods,9,12.666666666666657,0.0017761035457343876,0.0017761035457343876,True,0.7037037037037032,large
root_angular_acceleration_rms,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
root_angular_acceleration_rms,direct_mapping vs gmr,9,5.0,0.0390625,0.0390625,True,-0.7777777777777778,large
root_angular_acceleration_rms,basic_ik vs gmr,9,2.0,0.01171875,0.0234375,True,0.9111111111111111,large
root_angular_jerk,Friedman: all methods,9,12.666666666666657,0.0017761035457343876,0.0017761035457343876,True,0.7037037037037032,large
root_angular_jerk,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
root_angular_jerk,direct_mapping vs gmr,9,3.0,0.01953125,0.0390625,True,-0.8666666666666667,large
root_angular_jerk,basic_ik vs gmr,9,3.0,0.01953125,0.0390625,True,0.8666666666666667,large
discontinuity_count,Friedman: all methods,9,18.0,0.00012340980408667962,0.00012340980408667962,True,1.0,large
discontinuity_count,direct_mapping vs basic_ik,9,0.0,0.00390625,0.0078125,True,-1.0,large
discontinuity_count,direct_mapping vs gmr,9,,,,False,,insufficient paired motions
discontinuity_count,basic_ik vs gmr,9,0.0,0.00390625,0.0078125,True,1.0,large
maximum_discontinuity,Friedman: all methods,9,14.0,0.0009118819655545164,0.0009118819655545164,True,0.7777777777777778,large
maximum_discontinuity,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
maximum_discontinuity,direct_mapping vs gmr,9,10.0,0.1640625,0.1640625,False,-0.5555555555555556,large
maximum_discontinuity,basic_ik vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
first_discontinuity_frame,Friedman: all methods,9,18.0,0.00012340980408667962,0.00012340980408667962,True,1.0,large
first_discontinuity_frame,direct_mapping vs basic_ik,9,0.0,0.00390625,0.0078125,True,-1.0,large
first_discontinuity_frame,direct_mapping vs gmr,9,,,,False,,insufficient paired motions
first_discontinuity_frame,basic_ik vs gmr,9,0.0,0.00390625,0.0078125,True,1.0,large
worst_discontinuity_frame,Friedman: all methods,9,8.222222222222214,0.016389553790213653,0.016389553790213653,True,0.4567901234567897,medium
worst_discontinuity_frame,direct_mapping vs basic_ik,9,11.0,0.203125,0.40625,False,0.5111111111111111,large
worst_discontinuity_frame,direct_mapping vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
worst_discontinuity_frame,basic_ik vs gmr,9,22.0,1.0,1.0,False,-0.022222222222222223,negligible
left_foot_sliding_distance,Friedman: all methods,9,0.8888888888888857,0.6411803884299555,0.6411803884299555,False,0.04938271604938254,negligible
left_foot_sliding_distance,direct_mapping vs basic_ik,9,16.0,0.49609375,1.0,False,0.28888888888888886,small
left_foot_sliding_distance,direct_mapping vs gmr,9,14.0,0.359375,1.0,False,0.37777777777777777,medium
left_foot_sliding_distance,basic_ik vs gmr,9,20.0,0.8203125,1.0,False,0.1111111111111111,small
right_foot_sliding_distance,Friedman: all methods,9,0.8888888888888857,0.6411803884299555,0.6411803884299555,False,0.04938271604938254,negligible
right_foot_sliding_distance,direct_mapping vs basic_ik,9,14.0,0.359375,0.90234375,False,0.37777777777777777,medium
right_foot_sliding_distance,direct_mapping vs gmr,9,13.0,0.30078125,0.90234375,False,0.4222222222222222,medium
right_foot_sliding_distance,basic_ik vs gmr,9,22.0,1.0,1.0,False,-0.022222222222222223,negligible
mean_contact_sliding_velocity,Friedman: all methods,9,8.666666666666657,0.013123728736941023,0.013123728736941023,True,0.48148148148148096,medium
mean_contact_sliding_velocity,direct_mapping vs basic_ik,9,6.0,0.0546875,0.109375,False,0.7333333333333333,large
mean_contact_sliding_velocity,direct_mapping vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
mean_contact_sliding_velocity,basic_ik vs gmr,9,17.0,0.5703125,0.5703125,False,0.24444444444444444,small
maximum_contact_sliding_velocity,Friedman: all methods,9,2.8888888888888857,0.23587708298570037,0.23587708298570037,False,0.16049382716049365,small
maximum_contact_sliding_velocity,direct_mapping vs basic_ik,9,8.0,0.09765625,0.29296875,False,-0.6444444444444445,large
maximum_contact_sliding_velocity,direct_mapping vs gmr,9,10.0,0.1640625,0.328125,False,-0.5555555555555556,large
maximum_contact_sliding_velocity,basic_ik vs gmr,9,18.0,0.65234375,0.65234375,False,0.2,small
sliding_frame_count,Friedman: all methods,9,4.222222222222214,0.12110333239233023,0.12110333239233023,False,0.23456790123456747,small
sliding_frame_count,direct_mapping vs basic_ik,9,15.0,0.42578125,0.8515625,False,-0.3333333333333333,medium
sliding_frame_count,direct_mapping vs gmr,9,20.0,0.8203125,0.8515625,False,-0.1111111111111111,small
sliding_frame_count,basic_ik vs gmr,9,10.0,0.1640625,0.4921875,False,0.5555555555555556,large
sliding_frame_ratio,Friedman: all methods,9,4.222222222222214,0.12110333239233023,0.12110333239233023,False,0.23456790123456747,small
sliding_frame_ratio,direct_mapping vs basic_ik,9,14.0,0.359375,0.71875,False,-0.37777777777777777,medium
sliding_frame_ratio,direct_mapping vs gmr,9,21.0,0.91015625,0.91015625,False,-0.06666666666666667,negligible
sliding_frame_ratio,basic_ik vs gmr,9,10.0,0.1640625,0.4921875,False,0.5555555555555556,large
left_foot_contact_duration,Friedman: all methods,9,3.352941176470578,0.18703292871671143,0.18703292871671143,False,0.18627450980392102,small
left_foot_contact_duration,direct_mapping vs basic_ik,9,8.0,0.09765625,0.1953125,False,-0.6444444444444445,large
left_foot_contact_duration,direct_mapping vs gmr,9,3.0,0.0390625,0.1171875,False,-0.8333333333333334,large
left_foot_contact_duration,basic_ik vs gmr,9,8.0,0.1953125,0.1953125,False,-0.5555555555555556,large
right_foot_contact_duration,Friedman: all methods,9,10.466666666666656,0.005335709927106039,0.005335709927106039,True,0.5814814814814809,large
right_foot_contact_duration,direct_mapping vs basic_ik,9,1.0,0.03125,0.046875,True,-0.9285714285714286,large
right_foot_contact_duration,direct_mapping vs gmr,9,0.0,0.015625,0.046875,True,-1.0,large
right_foot_contact_duration,basic_ik vs gmr,9,2.0,0.0234375,0.046875,True,-0.8888888888888888,large
minimum_ground_clearance,Friedman: all methods,7,0.2857142857142776,0.8668778997501851,0.8668778997501851,False,0.02040816326530554,negligible
minimum_ground_clearance,direct_mapping vs basic_ik,7,14.0,1.0,1.0,False,0.0,negligible
minimum_ground_clearance,direct_mapping vs gmr,7,11.0,0.6875,1.0,False,0.21428571428571427,small
minimum_ground_clearance,basic_ik vs gmr,8,15.0,0.7421875,1.0,False,0.16666666666666666,small
mean_ground_clearance,Friedman: all methods,7,2.0,0.36787944117144245,0.36787944117144245,False,0.14285714285714285,small
mean_ground_clearance,direct_mapping vs basic_ik,7,7.0,0.296875,0.59375,False,0.5,large
mean_ground_clearance,direct_mapping vs gmr,7,5.0,0.15625,0.46875,False,0.6428571428571429,large
mean_ground_clearance,basic_ik vs gmr,8,15.0,0.7421875,0.7421875,False,0.16666666666666666,small
unexpected_ground_contact_count,Friedman: all methods,9,8.424242424242417,0.014814909418928374,0.014814909418928374,True,0.4680134680134676,medium
unexpected_ground_contact_count,direct_mapping vs basic_ik,9,3.5,0.0234375,0.0703125,False,-0.8444444444444444,large
unexpected_ground_contact_count,direct_mapping vs gmr,9,3.5,0.046875,0.09375,False,-0.8055555555555556,large
unexpected_ground_contact_count,basic_ik vs gmr,9,7.0,0.296875,0.296875,False,0.5,large
penetration_frame_count,Friedman: all methods,9,14.823529411764707,0.0006041036880038349,0.0006041036880038349,True,0.823529411764706,large
penetration_frame_count,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
penetration_frame_count,direct_mapping vs gmr,9,0.0,0.00390625,0.01171875,True,-1.0,large
penetration_frame_count,basic_ik vs gmr,9,5.5,0.171875,0.171875,False,-0.6071428571428571,large
penetration_frame_ratio,Friedman: all methods,9,14.823529411764707,0.0006041036880038349,0.0006041036880038349,True,0.823529411764706,large
penetration_frame_ratio,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
penetration_frame_ratio,direct_mapping vs gmr,9,0.0,0.00390625,0.01171875,True,-1.0,large
penetration_frame_ratio,basic_ik vs gmr,9,6.0,0.21875,0.21875,False,-0.5714285714285714,large
mean_ground_penetration,Friedman: all methods,9,10.666666666666657,0.004827949993831463,0.004827949993831463,True,0.5925925925925921,large
mean_ground_penetration,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
mean_ground_penetration,direct_mapping vs gmr,9,1.0,0.0078125,0.015625,True,-0.9555555555555556,large
mean_ground_penetration,basic_ik vs gmr,9,16.0,0.49609375,0.49609375,False,-0.28888888888888886,small
left_foot_maximum_penetration,Friedman: all methods,9,0.8888888888888857,0.6411803884299555,0.6411803884299555,False,0.04938271604938254,negligible
left_foot_maximum_penetration,direct_mapping vs basic_ik,9,22.0,1.0,1.0,False,-0.022222222222222223,negligible
left_foot_maximum_penetration,direct_mapping vs gmr,9,13.0,0.30078125,0.90234375,False,-0.4222222222222222,medium
left_foot_maximum_penetration,basic_ik vs gmr,9,18.0,0.65234375,1.0,False,-0.2,small
right_foot_maximum_penetration,Friedman: all methods,9,1.555555555555543,0.4594258240359297,0.4594258240359297,False,0.08641975308641905,negligible
right_foot_maximum_penetration,direct_mapping vs basic_ik,9,14.0,0.359375,0.90234375,False,-0.37777777777777777,medium
right_foot_maximum_penetration,direct_mapping vs gmr,9,13.0,0.30078125,0.90234375,False,-0.4222222222222222,medium
right_foot_maximum_penetration,basic_ik vs gmr,9,16.0,0.49609375,0.90234375,False,-0.28888888888888886,small
maximum_penetration_frame_index,Friedman: all methods,9,2.1142857142857014,0.34744709952693764,0.34744709952693764,False,0.11746031746031675,small
maximum_penetration_frame_index,direct_mapping vs basic_ik,9,11.0,0.3828125,0.765625,False,0.3888888888888889,medium
maximum_penetration_frame_index,direct_mapping vs gmr,9,21.0,0.91015625,0.91015625,False,0.06666666666666667,negligible
maximum_penetration_frame_index,basic_ik vs gmr,9,12.0,0.25,0.75,False,-0.4666666666666667,medium
self_collision_frame_count,Friedman: all methods,9,9.3142857142857,0.009493548112590885,0.009493548112590885,True,0.5174603174603167,large
self_collision_frame_count,direct_mapping vs basic_ik,9,6.0,0.0546875,0.109375,False,-0.7333333333333333,large
self_collision_frame_count,direct_mapping vs gmr,9,7.0,0.140625,0.140625,False,0.6111111111111112,large
self_collision_frame_count,basic_ik vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
total_self_contact_count,Friedman: all methods,9,10.457142857142848,0.0053611786613326174,0.0053611786613326174,True,0.5809523809523804,large
total_self_contact_count,direct_mapping vs basic_ik,9,13.0,0.30078125,0.30078125,False,-0.4222222222222222,medium
total_self_contact_count,direct_mapping vs gmr,9,6.0,0.109375,0.21875,False,0.6666666666666666,large
total_self_contact_count,basic_ik vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
maximum_contacts_in_one_frame,Friedman: all methods,9,7.942857142857135,0.01884649033725338,0.01884649033725338,True,0.4412698412698408,medium
maximum_contacts_in_one_frame,direct_mapping vs basic_ik,9,22.0,1.0,1.0,False,-0.022222222222222223,negligible
maximum_contacts_in_one_frame,direct_mapping vs gmr,9,5.0,0.078125,0.15625,False,0.7222222222222222,large
maximum_contacts_in_one_frame,basic_ik vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
first_collision_frame,Friedman: all methods,9,2.1142857142857014,0.34744709952693764,0.34744709952693764,False,0.11746031746031675,small
first_collision_frame,direct_mapping vs basic_ik,9,3.0,0.01953125,0.05859375,False,0.8666666666666667,large
first_collision_frame,direct_mapping vs gmr,9,12.0,0.4609375,0.921875,False,0.3333333333333333,medium
first_collision_frame,basic_ik vs gmr,9,17.0,0.546875,0.921875,False,-0.24444444444444444,small
worst_collision_frame,Friedman: all methods,9,3.352941176470578,0.18703292871671143,0.18703292871671143,False,0.18627450980392102,small
worst_collision_frame,direct_mapping vs basic_ik,9,13.0,0.30078125,0.75,False,-0.4222222222222222,medium
worst_collision_frame,direct_mapping vs gmr,9,11.0,0.3828125,0.75,False,0.3888888888888889,medium
worst_collision_frame,basic_ik vs gmr,9,9.0,0.25,0.75,False,0.5,large
maximum_self_penetration_depth,Friedman: all methods,9,6.342857142857133,0.04194363560399527,0.04194363560399527,True,0.3523809523809518,medium
maximum_self_penetration_depth,direct_mapping vs basic_ik,9,15.0,0.42578125,0.5,False,-0.3333333333333333,medium
maximum_self_penetration_depth,direct_mapping vs gmr,9,9.0,0.25,0.5,False,0.5,large
maximum_self_penetration_depth,basic_ik vs gmr,9,1.0,0.0078125,0.0234375,True,0.9555555555555556,large
joint_limit_violation_frame_count,Friedman: all methods,9,18.0,0.00012340980408667962,0.00012340980408667962,True,1.0,large
joint_limit_violation_frame_count,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
joint_limit_violation_frame_count,direct_mapping vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
joint_limit_violation_frame_count,basic_ik vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
mean_joint_limit_violation,Friedman: all methods,9,18.0,0.00012340980408667962,0.00012340980408667962,True,1.0,large
mean_joint_limit_violation,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
mean_joint_limit_violation,direct_mapping vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
mean_joint_limit_violation,basic_ik vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
maximum_joint_limit_violation,Friedman: all methods,9,18.0,0.00012340980408667962,0.00012340980408667962,True,1.0,large
maximum_joint_limit_violation,direct_mapping vs basic_ik,9,0.0,0.00390625,0.01171875,True,-1.0,large
maximum_joint_limit_violation,direct_mapping vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
maximum_joint_limit_violation,basic_ik vs gmr,9,0.0,0.00390625,0.01171875,True,1.0,large
