method,tracker_name,motion_name,source_motion_pkl,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,mode,root_mode,output_pkl,video_path,video_error
pd_tracking,gmr_pd_tracking,08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,56,2.9531531531531536,1.0,False,False,0.34995909222472626,1.9105608009665052,0.689004604299077,6.682430457344271,0.9938960111080263,2.1679062053931575,0.9803051274051197,1.2733099652794768,0.9010885587113527,1.0,0.9010885587113527,1.0,0.27747160615232397,0.3419388014370046,0.7837108504708872,0.27747160615232397,108149.50862168473,1301736.4473175479,0.18914069058498212,,,90.0,4.0,250.0,False,1.6,3,0.7,0.08,0.7,1470.3046009356538,True,,pd,free,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00452_08_05_unitree_g1_gmr/08_05_unitree_g1_gmr_pd_tracking.pkl,,
