Loss/entropy,Policy/mean_std,Loss/value,Metrics/motion/error_joint_vel,Metrics/motion/error_body_lin_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/action_rate_l2,Loss/learning_rate,Perf/collection_time,Perf/total_fps,Metrics/motion/error_anchor_rot,Metrics/motion/error_anchor_ang_vel,_runtime,Episode_Reward/motion_global_root_pos,_timestamp,Train/mean_episode_length,Episode_Reward/motion_global_root_ori,video,Episode_Termination/ee_body_pos,Perf/learning_time,Episode_Reward/motion_body_pos,Episode_Reward/motion_body_ori,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/sampling_top1_bin,Train/mean_reward,Metrics/motion/error_anchor_pos,_step,Episode_Reward/self_collisions,Episode_Reward/motion_body_ang_vel,Loss/surrogate,Episode_Termination/time_out,Metrics/motion/error_anchor_lin_vel,Episode_Termination/anchor_ori,Metrics/motion/sampling_entropy,Metrics/motion/error_body_ang_vel,Metrics/motion/error_joint_pos,Episode_Termination/anchor_pos,Metrics/motion/sampling_top1_prob,Episode_Reward/joint_limit
15.224145746231079,0.41514623165130615,0.14466297030448913,14.656702995300293,0.8445473909378052,0.007389388978481293,-0.0353529118001461,1e-05,4.143524646759033,20755,0.2509017288684845,2.264158248901367,10.168248902,0.009442802518606186,1784474214.4551167,20.1,0.007400471717119217,,1.875,0.592656135559082,0.0200626403093338,0.008976730518043041,1.9824427366256714,0.32491445541381836,0.3888889253139496,0.189014526437968,0.11787062883377075,999,-0.00428135646507144,0.0016125838737934828,0.05059142098762095,8.041666984558105,0.6646703481674194,0.125,0.9879550337791443,3.7747180461883545,1.056254267692566,0.625,0.15218868851661682,-0.005888793617486954
15.22218918800354,0.4149610698223114,0.06108666304498911,12.999908447265625,0.7585005164146423,0.02746167778968811,-0.08387204259634018,5.062500000000001e-05,2.0058579444885254,42761,0.2184305638074875,1.9741322994232178,14.919038547,0.022354712709784508,1784474216.8516543,42.75,0.023788824677467346,,1.1666667461395264,0.29303717613220215,0.05926363915205002,0.027893051505088806,0.08669116348028183,0.2905159890651703,0.703703761100769,1.079561893567443,0.22644691169261932,1000,-0.004871540702879429,0.007378763519227505,-0.004953437193762511,8.416666984558105,0.6308178305625916,0.0416666679084301,0.9550590515136719,3.27156138420105,0.9975956678390503,0.375,0.19515857100486755,-0.005097159184515476
15.181918811798095,0.4142110049724579,0.06212279014289379,11.638967514038086,0.6654071807861328,0.05027317628264427,-0.13009384274482727,0.00011390625000000003,2.3153738975524902,37373,0.20189574360847473,1.715986967086792,17.337119457,0.029626531526446342,1784474221.6125872,64.52,0.04037173092365265,,0.8333333730697632,0.31493520736694336,0.0977960079908371,0.048491597175598145,0.08466842025518417,0.28197115659713745,0.7777778506278992,1.4550796682201326,0.3143187165260315,1001,-0.003930218517780304,0.013872118666768074,-0.009380012558540329,8.208333969116211,0.5819389224052429,0.0,0.9517928957939148,2.910719871520996,0.8899549841880798,0.3333333432674408,0.20353280007839203,-0.005628540180623531
15.112568187713624,0.4132014214992523,0.050697922334074975,12.44400405883789,0.692663848400116,0.07640080899000168,-0.172223299741745,0.00017085937500000009,2.015872001647949,42590,0.1720081865787506,1.7636594772338867,19.656187281,0.0360335111618042,1784474224.020429,87.8,0.06024438142776489,,0.875,0.2922327518463135,0.13909530639648438,0.07263287156820297,0.08035027980804443,0.2583734393119812,0.7777778506278992,2.446008600518107,0.34976646304130554,1002,-0.007165013812482357,0.022213421761989594,-0.009583339333767071,7.625,0.5768465995788574,0.0,0.9464602470397949,3.1434988975524902,0.8908049464225769,0.125,0.20789556205272675,-0.0060818991623818874
15.056927680969238,0.412579208612442,0.05907528940588236,11.852848052978516,0.6031328439712524,0.10203253477811813,-0.22445857524871826,0.00017085937500000009,1.933586835861206,44270,0.16335326433181763,1.703379511833191,22.260096384,0.04143853858113289,1784474226.3375826,113.63,0.07854244112968445,,0.5,0.28694725036621094,0.18269453942775726,0.09677617251873016,0.07261823862791061,0.24186985194683075,0.7777778506278992,3.2569322216510774,0.4050707519054413,1003,-0.004670454654842615,0.030246399343013763,-0.009669826764729805,8.041666984558105,0.5084991455078125,0.0,0.9395327568054199,2.865340232849121,0.8441157341003418,0.2916666865348816,0.21500560641288757,-0.006855218671262264
15.020307779312134,0.41206789016723633,0.04691398553550243,13.035892486572266,0.768222987651825,0.11560565233230591,-0.25702154636383057,0.0002562890625000001,2.187235116958618,39268,0.2175055593252182,1.9139569997787476,24.67786363,0.03984197601675987,1784474228.9514875,130.17,0.08813419938087463,,1.125,0.316131591796875,0.2067350596189499,0.10877879709005356,0.08891928195953369,0.29123422503471375,0.7777778506278992,3.32514699652791,0.4749142527580261,1004,-0.00524405762553215,0.034862175583839417,-0.008841858734376729,8.666666984558105,0.6660944819450378,0.0416666679084301,0.933362603187561,3.191457748413086,0.9447748064994812,0.5,0.2318582981824875,-0.008830823004245758
14.980015230178832,0.4114994704723358,0.05734627433121205,11.923748016357422,0.6839572787284851,0.14451894164085388,-0.3020108640193939,0.00017085937500000009,2.0187830924987793,42544,0.18088053166866302,1.8351997137069702,27.210587089,0.046065978705883026,1784474231.3666854,155.0,0.10821783542633057,,0.7083333730697632,0.29183220863342285,0.24976792931556702,0.13306966423988342,0.07814791798591614,0.25435107946395874,0.7777778506278992,4.2861227843165395,0.4895703196525574,1005,-0.006010418292135,0.04361792653799057,-0.008882905478822067,8.0,0.5756900310516357,0.0,0.9308721423149109,3.0067648887634277,0.8777560591697693,0.25,0.23750555515289307,-0.007680232636630535
14.936688899993896,0.4108645021915436,0.040662852302193644,12.516135215759277,0.7229949831962585,0.16887089610099792,-0.35978826880455017,0.0002562890625000001,2.119966506958008,40529,0.18383222818374634,1.8308324813842773,29.595098929,0.051223497837781906,1784474233.896929,184.45,0.12963269650936127,,0.875,0.30550265312194824,0.2972489893436432,0.1596716046333313,0.08022663742303848,0.2622116208076477,0.7777778506278992,5.083108986020088,0.5239040851593018,1006,-0.009983168914914131,0.051107652485370636,-0.009729641771991737,8.666666984558105,0.6187964081764221,0.0,0.9225901365280151,3.1318483352661133,0.9059101939201355,0.2916666865348816,0.24338823556900024,-0.010665147565305233
14.893502378463745,0.4104059040546417,0.047808770835399625,11.993446350097656,0.7280225157737732,0.1951102912425995,-0.4065966308116913,0.00011390625000000006,1.980370044708252,43103,0.19768738746643066,1.8662281036376953,32.158312309,0.058061689138412476,1784474236.275948,201.45,0.14687448740005493,,0.5833333730697632,0.3003060817718506,0.33731457591056824,0.18485423922538757,0.08191734552383423,0.26523256301879883,0.7777778506278992,5.679886791408062,0.519393265247345,1007,-0.01103282906115055,0.05863618478178978,-0.009168997212691465,7.125,0.6591027975082397,0.0,0.9180479049682617,2.9822540283203125,0.8865503072738647,0.4166666865348816,0.25235551595687866,-0.011189962737262249
14.85636920928955,0.40984177589416504,0.046988850086927415,12.264446258544922,0.7645789384841919,0.2113543599843979,-0.4465208649635315,0.00017085937500000009,2.1527581214904785,39864,0.2214849889278412,1.9195797443389893,34.553320946,0.054914116859436035,1784474238.8514054,220.02,0.16161523759365082,,1.2916667461395264,0.31321096420288086,0.36855387687683105,0.20130839943885803,0.09191043674945831,0.2922901511192322,0.7777778506278992,5.972502271831035,0.636996865272522,1008,-0.010289054363965988,0.06500258296728134,-0.009178591682575643,7.75,0.668724536895752,0.0,0.9097315669059753,3.1389193534851074,0.91534423828125,0.4583333432674408,0.2689163088798523,-0.01331828348338604
