Episode_Reward/motion_body_ang_vel,Episode_Termination/time_out,Train/mean_reward,Episode_Reward/motion_body_ori,Loss/surrogate,Metrics/motion/error_body_lin_vel,Metrics/motion/error_joint_pos,Episode_Reward/motion_global_root_pos,Episode_Termination/anchor_pos,Train/mean_episode_length,Metrics/motion/sampling_top1_bin,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_anchor_ang_vel,Episode_Termination/anchor_ori,Metrics/motion/error_body_rot,Loss/learning_rate,Episode_Reward/joint_limit,Episode_Reward/action_rate_l2,Perf/collection_time,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_pos,Metrics/motion/sampling_top1_prob,Episode_Reward/self_collisions,Episode_Reward/motion_global_root_ori,Policy/mean_std,Metrics/motion/error_anchor_lin_vel,Loss/entropy,Perf/total_fps,Perf/learning_time,_runtime,Metrics/motion/error_joint_vel,_timestamp,Episode_Reward/motion_body_pos,Episode_Termination/ee_body_pos,Metrics/motion/sampling_entropy,_step,Loss/value,video,Episode_Reward/motion_body_lin_vel
0.013005806133151054,6.7916669845581055,7.116586142778397,0.19433198869228363,-0.00861441101296805,0.7547796964645386,0.910413920879364,0.0358574204146862,0.625,432.1,0.7777778506278992,0.38950514793395996,0.18535351753234863,1.6426286697387695,0.0,0.2746295928955078,0.00011390625000000003,-0.007016058545559645,-0.44990667700767517,2.2005538940429688,2.9050583839416504,0.09464051574468613,0.41092202067375183,-0.020900476723909378,0.27780085802078247,0.24923326075077057,0.6595340967178345,0.10575742796063423,39131,0.3115708827972412,2003.803958621,11.556303977966309,1784486880.914218,0.4297163486480713,1.25,0.6223896741867065,1773,0.022144405357539653,,0.22793154418468475
0.013791038654744625,8.0,7.573795504271984,0.19916729629039764,-0.009387352583871689,0.7247198820114136,0.8986687660217285,0.0340900793671608,0.8333333730697632,460.22,0.7777778506278992,0.35864782333374023,0.1948675513267517,1.7075097560882568,0.0416666679084301,0.27400028705596924,7.593750000000002e-05,-0.006107823923230171,-0.4474848508834839,2.220886468887329,2.8727059364318848,0.09087345004081726,0.4118870496749878,-0.016942037269473076,0.2830171585083008,0.24953661859035492,0.6119867563247681,0.14583848044276237,39053,0.2962527275085449,2006.319785568,11.07887077331543,1784486883.537452,0.4394266605377197,1.4583333730697632,0.6229236721992493,1774,0.020478768926113843,,0.2365339696407318
0.013956112787127495,6.875,7.749209799766541,0.20057588815689087,-0.006620097963605076,0.746209979057312,0.9371538162231445,0.03493725135922432,0.5833333730697632,453.32,0.7777778506278992,0.39238643646240234,0.20184406638145447,1.7884314060211182,0.0833333358168602,0.2889927923679352,7.593750000000002e-05,-0.006102222483605146,-0.445040762424469,2.1328492164611816,2.987070083618164,0.0939684510231018,0.413699746131897,-0.01765298843383789,0.2820528745651245,0.24956387281417847,0.619846761226654,0.16217619702219963,40686,0.28330278396606445,2008.959899278,11.467905044555664,1784486886.0500386,0.43405431509017944,1.2083333730697632,0.6214467287063599,1775,0.0206142658367753,,0.23648667335510254
0.014486720785498619,7.833333492279053,7.912354241460561,0.2058408558368683,-0.008194059754168847,0.699817419052124,0.8488106727600098,0.037458229809999466,0.7083333730697632,453.02,0.7777778506278992,0.40641355514526367,0.1739785075187683,1.6082967519760132,0.0,0.26245322823524475,0.00011390625000000003,-0.005935340188443661,-0.45163172483444214,2.2354373931884766,2.7798023223876953,0.08720224350690842,0.4139370918273926,-0.018171897158026695,0.2896725535392761,0.2494378536939621,0.6142464280128479,0.15534048452973365,38672,0.3065314292907715,2011.449653161,10.919105529785156,1784486888.696736,0.44772815704345703,1.375,0.6223331689834595,1776,0.019282121025025845,,0.24564313888549805
0.014235044829547405,7.25,7.38474855825305,0.20374754071235657,-0.00816609391476959,0.6722914576530457,0.8510657548904419,0.037500105798244476,0.3333333432674408,436.8,0.7777778506278992,0.36487194895744324,0.19130322337150574,1.6222050189971924,0.0416666679084301,0.2605741024017334,0.00011390625000000003,-0.007404649164527655,-0.46140235662460327,2.0934510231018066,2.7820327281951904,0.08360108733177185,0.4139558970928192,-0.014811861328780651,0.286810964345932,0.24929599463939667,0.5535285472869873,0.14033012092113495,41185,0.29343676567077637,2014.069649719,10.875022888183594,1784486891.184184,0.4452313780784607,1.25,0.623016357421875,1777,0.022850658930838107,,0.24127118289470673
0.01383263524621725,7.5,7.863218832463026,0.20433703064918518,-0.007640008311136625,0.6961354613304138,0.8707956671714783,0.03791654109954834,0.75,453.97,0.7777778506278992,0.3592374324798584,0.18921241164207458,1.6947593688964844,0.0,0.2664458751678467,0.00011390625000000003,-0.005179697647690773,-0.45241761207580566,2.2126643657684326,2.842702865600586,0.08751323074102402,0.41391587257385254,-0.015795763581991196,0.2886424660682678,0.24928045272827148,0.5851030349731445,0.1311835415661335,39053,0.30448412895202637,2016.529308653,10.746748924255371,1784486893.8033028,0.4490896165370941,1.2916667461395264,0.6226850748062134,1778,0.021606478933244945,,0.24124109745025635
0.014356977306306362,7.375,7.799993058890104,0.2084418535232544,-0.00902885381365195,0.6226763129234314,0.7757436633110046,0.035620786249637604,0.375,466.27,0.7777778506278992,0.3449069857597351,0.16310614347457886,1.556585669517517,0.0833333358168602,0.2350330650806427,0.00011390625000000003,-0.006074868142604828,-0.46327781677246094,2.061920404434204,2.6332969665527344,0.07743164151906967,0.41412800550460815,-0.017599988728761673,0.2967907786369324,0.24931396543979645,0.5286607146263123,0.13470414876937867,41636,0.2990601062774658,2019.193743768,10.309988021850586,1784486896.2667189,0.4575533866882324,1.0833333730697632,0.6235507130622864,1779,0.02145391246303916,,0.24655675888061523
0.013312898576259613,6.875,6.999919947832823,0.1916322410106659,-0.008725844568107276,0.7870587110519409,0.9627794027328491,0.034595854580402374,0.7916666865348816,423.17,0.7777778506278992,0.3591763973236084,0.23600944876670837,1.8772833347320557,0.0,0.31709784269332886,7.593750000000002e-05,-0.006131324451416731,-0.4303590655326843,2.2497398853302,3.111905097961426,0.10131330788135529,0.4154488444328308,-0.017111515626311302,0.2717703580856323,0.24925482273101807,0.6696398258209229,0.1324868194758892,38409,0.30960726737976074,2021.733602451,11.848854064941406,1784486898.9325817,0.4229011535644531,1.625,0.6238721609115601,1780,0.020593239553272726,,0.22791442275047302
0.013580183498561382,6.958333492279053,8.108085346519948,0.19675008952617645,-0.007684505579527467,0.8055859804153442,0.9711923003196716,0.03679003566503525,0.625,465.7,0.7777778506278992,0.3493477702140808,0.20296673476696014,2.0865907669067383,0.0833333358168602,0.2906387746334076,7.593750000000002e-05,-0.005962406285107136,-0.43568155169487,2.0999932289123535,3.1408448219299316,0.09242938458919525,0.4159162938594818,-0.017060812562704086,0.2779659926891327,0.2492368370294571,0.7016457915306091,0.12878154814243317,40449,0.330322265625,2024.476538541,11.974020004272461,1784486901.4835835,0.4298573434352875,1.2916667461395264,0.624138593673706,1781,0.02220238707959652,,0.23271974921226501
0.013559828512370586,7.2916669845581055,7.160902290940284,0.19568002223968506,-0.008159258426167071,0.7187680602073669,0.8688065409660339,0.03358052298426628,0.7083333730697632,428.8,0.7777778506278992,0.3853801488876343,0.20741108059883118,1.8171679973602295,0.0,0.2796630859375,0.00011390625000000003,-0.00667060911655426,-0.438138484954834,2.3254518508911133,2.874415874481201,0.09147599339485168,0.4147385060787201,-0.018977414816617966,0.27482980489730835,0.24916040897369385,0.6250951290130615,0.12221321240067481,37491,0.29657649993896484,2026.954825023,10.7169828414917,1784486904.214294,0.42478057742118835,1.75,0.6254851818084717,1782,0.01929076062515378,,0.22950220108032227
0.015087267383933067,8.5,7.831345201134682,0.21549707651138306,-0.008917484211269765,0.6979855895042419,0.847258985042572,0.03703401982784271,0.6666666865348816,460.77,0.7777778506278992,0.36128219962120056,0.15678945183753967,1.5854427814483643,0.0,0.25177571177482605,0.00011390625000000003,-0.00648886151611805,-0.4708358645439148,2.079831838607788,2.693650245666504,0.08459663391113281,0.41603541374206543,-0.015525132417678833,0.3011096715927124,0.24909070134162903,0.6038419008255005,0.10808169841766357,41433,0.29276299476623535,2029.592705664,10.708094596862793,1784486906.689657,0.46349388360977173,1.0416667461395264,0.6246018409729004,1783,0.020974296610802412,,0.2532660663127899
0.013633599504828453,6.4166669845581055,7.47364853695035,0.19927583634853363,-0.008051565854111686,0.7476832270622253,0.918062686920166,0.03753477334976196,0.5,443.61,0.7777778506278992,0.3403010368347168,0.2004714459180832,1.859815001487732,0.0,0.28529655933380127,0.00011390625000000003,-0.007078699301928282,-0.44681236147880554,2.225961208343506,3.052185535430908,0.09185916185379028,0.41803765296936035,-0.012759770266711712,0.2810831069946289,0.2491251826286316,0.6309327483177185,0.11313865780830383,38779,0.30899739265441895,2032.110178485,11.822755813598633,1784486909.332807,0.43549954891204834,1.75,0.6231266260147095,1784,0.02054797951132059,,0.23591779172420502
0.013213222846388817,6.75,7.126825251728296,0.19008931517601013,-0.007973882171791047,0.7903969287872314,0.9612975120544434,0.03647306561470032,0.9166666865348816,423.91,0.7777778506278992,0.3736437261104584,0.23288647830486298,1.9294304847717285,0.0,0.3150656819343567,7.593750000000002e-05,-0.006020943634212017,-0.42770013213157654,2.09171724319458,3.178682327270508,0.10181686282157898,0.4163190722465515,-0.01744426041841507,0.2691332995891571,0.24894557893276215,0.660136342048645,0.10105104371905327,40829,0.31595444679260254,2034.696712314,11.769399642944336,1784486911.859855,0.415981262922287,1.5,0.6237620115280151,1785,0.02191052697598934,,0.22372697293758392
0.013453841209411621,7.583333492279053,7.429660502672196,0.197107195854187,-0.006829425587784499,0.803943395614624,0.9030230045318604,0.035830430686473846,0.8333333730697632,436.09,0.7777778506278992,0.3964809775352478,0.22462865710258484,1.8323478698730469,0.0,0.2989686131477356,7.593750000000002e-05,-0.00617870083078742,-0.4401513934135437,2.177208662033081,3.0772817134857178,0.0948791429400444,0.415897935628891,-0.017010711133480072,0.27759671211242676,0.2490515261888504,0.6955771446228027,0.09506910741329193,39879,0.287839412689209,2037.234039579,11.422706604003906,1784486914.4352467,0.4291866719722748,1.5416667461395264,0.6230614185333252,1786,0.019676020462065937,,0.23015451431274414
0.014108533039689064,7.875,7.137492157146335,0.2011267989873886,-0.006970482409815304,0.7243353724479675,0.8550103902816772,0.034551482647657394,0.5416666865348816,420.08,0.7777778506278992,0.39836329221725464,0.1806466281414032,1.64488685131073,0.0,0.2611771821975708,5.062500000000002e-05,-0.005653082858771086,-0.44378912448883057,2.1380600929260254,2.9291300773620605,0.08763846755027771,0.4147312641143799,-0.01872258260846138,0.2805636525154114,0.24915044009685516,0.6228758692741394,0.11486459001898766,40443,0.292569637298584,2039.801861861,11.425559997558594,1784486916.9702811,0.4368536174297333,1.4166667461395264,0.6233983635902405,1787,0.021707340329885482,,0.23826026916503906
0.014446601271629333,7.6666669845581055,7.495930425673723,0.20597955584526062,-0.008114023157395423,0.6555566787719727,0.810556173324585,0.035916589200496674,0.5416666865348816,439.75,0.7777778506278992,0.3581860661506653,0.16533659398555756,1.5783824920654297,0.0,0.24468575417995453,0.00011390625000000003,-0.006603711750358343,-0.46381115913391113,2.1654441356658936,2.692742109298706,0.07897888869047165,0.4154226779937744,-0.01684875786304474,0.2915607690811157,0.24915295839309692,0.556190013885498,0.11960583291947842,39917,0.2972581386566162,2042.403656253,10.390201568603516,1784486919.5324686,0.4519250988960266,1.1666667461395264,0.6236413717269897,1788,0.022100129537284373,,0.2448892593383789
0.013836893253028393,7.375,6.938167083710432,0.20132587850093842,-0.0073055766930338,0.7336720824241638,0.871955394744873,0.03313734382390976,0.625,414.63,0.7777778506278992,0.36447960138320923,0.19671958684921265,1.7698752880096436,0.0,0.27110835909843445,7.593750000000002e-05,-0.005742300301790237,-0.4429795742034912,2.210216760635376,2.87386417388916,0.0876600369811058,0.41408830881118774,-0.017727870494127274,0.28217053413391113,0.24914519488811493,0.6309019327163696,0.12159037701785565,39242,0.29479384422302246,2045.471285272,10.913172721862793,1784486922.1336684,0.43993526697158813,1.75,0.6233360767364502,1789,0.021488258242607118,,0.238386869430542
0.014210346154868603,7.25,7.0967175948619845,0.20379118621349335,-0.007457282454561209,0.6802926063537598,0.830901026725769,0.03338012099266052,0.6666666865348816,430.84,0.7777778506278992,0.413128137588501,0.17584513127803802,1.5815279483795166,0.0,0.24564126133918762,7.593750000000002e-05,-0.006323813460767269,-0.45495519042015076,2.659658670425415,2.837549924850464,0.08161184936761856,0.4125748574733734,-0.016082070767879486,0.28819093108177185,0.2490101009607315,0.5746067762374878,0.11158521696925164,33097,0.3105018138885498,2048.125419171,11.01798152923584,1784486925.27715,0.44361957907676697,1.375,0.6246781349182129,1790,0.019257512874901295,"{'path': 'media/videos/video_1790_128ebb7705e424f42375.mp4', 'size': 1238979.0, '_type': 'video-file', 'sha256': '128ebb7705e424f423756bfac18039bc17cb706a8fd4f2b3739488bcc33c20e6'}",0.24176731705665588
0.01432831957936287,7.7916669845581055,7.264570732712746,0.2077571600675583,-0.008136691988329402,0.66766756772995,0.8138575553894043,0.03669767826795578,0.5,433.79,0.7777778506278992,0.35428711771965027,0.18098637461662292,1.5992677211761475,0.0833333358168602,0.25610846281051636,0.00011390625000000003,-0.005594175308942795,-0.46015119552612305,2.1964926719665527,2.6765222549438477,0.08528300374746323,0.4119025468826294,-0.015950197353959084,0.29492488503456116,0.24918325245380402,0.5802553296089172,0.11203045472502708,39463,0.29451513290405273,2050.702980251,10.249629020690918,1784486927.8582442,0.45442724227905273,1.1666667461395264,0.6259877681732178,1791,0.02282447079196572,,0.24278263747692108
0.013272150419652462,8.041666984558105,6.824206672906875,0.1925126165151596,-0.008794896304607391,0.7580393552780151,0.9394673109054565,0.034462831914424896,1.25,411.01,0.7777778506278992,0.3770916163921356,0.2196638286113739,1.7793911695480347,0.0,0.29736804962158203,0.00011390625000000003,-0.0067148166708648205,-0.43045735359191895,2.1870782375335693,3.061983585357666,0.0981505736708641,0.4117860198020935,-0.016589965671300888,0.27216559648513794,0.24937710165977478,0.6435139179229736,0.14177710860967635,39657,0.2917673587799072,2053.273772493,11.699915885925293,1784486930.4432585,0.4229549169540405,1.75,0.6273404359817505,1792,0.02305635316297412,,0.23009943962097168
0.014189652167260647,7.625,7.639430591166019,0.2048182338476181,-0.008498583838809281,0.6702961325645447,0.842888355255127,0.03654501959681511,0.5,432.61,0.7777778506278992,0.41818472743034363,0.1789156049489975,1.560119390487671,0.0416666679084301,0.25801581144332886,7.593750000000002e-05,-0.005165949929505587,-0.4491766691207886,2.1645970344543457,2.657799482345581,0.08428549766540527,0.41195857524871826,-0.012998711317777634,0.2923651337623596,0.24939653277397156,0.5720975995063782,0.1569255694746971,39940,0.2966592311859131,2055.728404773,10.39456558227539,1784486933.0121691,0.446207731962204,1.4583333730697632,0.6285269260406494,1793,0.0196348138153553,,0.24356631934642792
0.01446277555078268,7.208333492279053,7.584875998795033,0.20762479305267334,-0.00705807527192519,0.70880126953125,0.8618383407592773,0.0365716926753521,0.5,441.45,0.7777778506278992,0.3447171449661255,0.17159263789653778,1.6623616218566895,0.0,0.2573367953300476,7.593750000000002e-05,-0.0058959126472473145,-0.45887893438339233,2.045689582824707,2.9065444469451904,0.08283417671918869,0.41133397817611694,-0.016075126826763153,0.29341357946395874,0.2494678497314453,0.6065154075622559,0.15937834456562996,41841,0.30373120307922363,2058.380250597,11.22291374206543,1784486935.464762,0.45409342646598816,1.0833333730697632,0.6284676194190979,1794,0.021442568488419057,,0.24705688655376434
0.01388153713196516,7.5416669845581055,7.457583773955703,0.20537570118904114,-0.007728350954130292,0.7338859438896179,0.8823150396347046,0.03728295862674713,0.5,443.69,0.7777778506278992,0.3730452060699463,0.18127065896987915,1.7997812032699585,0.0,0.2702893018722534,7.593750000000002e-05,-0.006188117899000645,-0.4576936662197113,2.2383100986480713,2.836944103240967,0.08987434953451157,0.40918421745300293,-0.015721440315246582,0.29008111357688904,0.2495272010564804,0.6314758062362671,0.17493898570537567,38551,0.3116426467895508,2061.044191701,10.950862884521484,1784486938.1180062,0.4508737325668335,1.7083333730697632,0.6295985579490662,1795,0.021521458122879266,,0.24134349822998047
0.014608733355998993,7.625,8.22474819779396,0.20837950706481934,-0.0073850096203386785,0.6634388566017151,0.8313350677490234,0.03887207806110382,0.4583333432674408,464.24,0.7777778506278992,0.3823305070400238,0.17193029820919037,1.6166490316390991,0.0416666679084301,0.25729674100875854,0.00011390625000000003,-0.005582156591117382,-0.4523645043373108,2.237941265106201,2.752281904220581,0.08370044082403183,0.4072158932685852,-0.01705837994813919,0.29234611988067627,0.24946625530719757,0.5494287014007568,0.17471815794706344,38456,0.31832146644592285,2063.66519096,10.606724739074707,1784486940.7933872,0.45276832580566406,1.0,0.6297584772109985,1796,0.021784611605107786,,0.24330151081085205
0.013868081383407116,8.291666984558105,7.129288449659944,0.1994914412498474,-0.008861487903050146,0.7223671674728394,0.8490254282951355,0.035557497292757034,0.9166666865348816,424.6,0.7777778506278992,0.3976280093193054,0.19815433025360107,1.7473723888397217,0.0,0.2775137424468994,0.00011390625000000003,-0.0066858502104878426,-0.44548600912094116,2.20643949508667,2.8115687370300293,0.09283596277236938,0.4066680669784546,-0.017682749778032303,0.28287309408187866,0.24939994513988495,0.6236389875411987,0.16833263486623765,39287,0.2957031726837158,2066.188399534,10.75269889831543,1784486943.395968,0.439115971326828,1.5833333730697632,0.630659818649292,1797,0.01957633113488555,,0.23767726123332977
0.013835850171744823,7.083333492279053,7.528745271191001,0.19936411082744598,-0.008730401354841887,0.6925325393676758,0.8612966537475586,0.036524541676044464,0.4583333432674408,442.68,0.7777778506278992,0.3829502761363983,0.171915203332901,1.5932902097702026,0.0,0.25305265188217163,7.593750000000002e-05,-0.006264328490942717,-0.4498521089553833,2.1314594745635986,2.711678981781006,0.0854172557592392,0.4038461148738861,-0.015564845874905586,0.28711140155792236,0.24934235215187073,0.6017946004867554,0.15899477526545525,40557,0.29238128662109375,2068.812115027,10.423408508300781,1784486945.921009,0.4431220293045044,1.3333333730697632,0.6328778266906738,1798,0.019075087271630764,,0.23776030540466309
0.013942146673798561,7.5,7.265351691246033,0.19966809451580048,-0.008654323648079299,0.6695138216018677,0.8371192216873169,0.03707890212535858,0.6666666865348816,428.56,0.7777778506278992,0.3985823094844818,0.17172884941101074,1.649156928062439,0.0416666679084301,0.2533268332481384,0.00011390625000000003,-0.005393615923821926,-0.45405659079551697,2.2209842205047607,2.6986873149871826,0.08443707227706909,0.40542763471603394,-0.015819471329450607,0.28544989228248596,0.249262273311615,0.5610514879226685,0.15746351480484008,38946,0.3030686378479004,2071.344663223,10.392091751098633,1784486948.5530221,0.4416848421096802,1.3333333730697632,0.6323511004447937,1799,0.02119390619918704,,0.23812846839427948
0.013476846739649773,6.9166669845581055,7.223703530877828,0.1933390200138092,-0.009181273452122695,0.7776432037353516,0.9258615970611572,0.035293351858854294,0.6666666865348816,428.04,0.7777778506278992,0.35671108961105347,0.21131563186645508,1.9541664123535156,0.0416666679084301,0.29073870182037354,7.593750000000002e-05,-0.006697692908346653,-0.43678897619247437,2.128011703491211,3.10779070854187,0.09271961450576782,0.4037122130393982,-0.018275132402777672,0.27512046694755554,0.24915559589862823,0.6677131652832031,0.14452135562896729,40573,0.29485034942626953,2074.042087346,11.732551574707031,1784486951.0868227,0.4257795810699463,1.8333333730697632,0.6331808567047119,1800,0.02055843872949481,,0.23085638880729675
0.014421294443309307,6.7916669845581055,7.370433150269091,0.20730046927928925,-0.007623475660022905,0.6271923780441284,0.7662169933319092,0.0388309583067894,0.7083333730697632,436.0,0.7777778506278992,0.3906443119049072,0.17023217678070068,1.4973739385604858,0.0,0.24590812623500824,7.593750000000002e-05,-0.0055867088958621025,-0.4568239450454712,2.2916226387023926,2.5225706100463867,0.08050446212291718,0.4024789333343506,-0.01855543628334999,0.29465800523757935,0.24907943606376648,0.5478335022926331,0.13840880244970322,38009,0.2946774959564209,2076.607643582,9.684030532836914,1784486953.7699356,0.4560132920742035,0.9583333730697632,0.6337567567825317,1801,0.022400893084704877,,0.24734537303447723
