method,tracker_name,motion_name,source_motion_pkl,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,mode,root_mode,output_pkl,video_path,video_error
pd_tracking,gmr_pd_tracking,13_17_unitree_g1_gmr.pkl,outputs/final product/pkl/13_17_unitree_g1_gmr.pkl,65,2.9866666666666664,0.178794642857143,False,True,0.13570573961578605,1.5584692209392839,1.139947729521819,11.136984228477324,0.28890651216433066,0.5396415937159331,0.1667846227222407,0.6409429080085829,0.7859714790798936,1.0,0.7859714790798936,1.0,0.2499896106212093,0.5251291053430416,0.8127646645695905,0.2499896106212093,307056.4161739004,2603344.986885168,0.9434520066455517,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3118.646657829281,False,root height below threshold: 0.2500 < 0.25; duration completed ratio too low: 0.1788 < 0.9,pd,free,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00269_13_17_unitree_g1_gmr/13_17_unitree_g1_gmr_pd_tracking.pkl,,
