method,tracker_name,motion_name,source_motion_pkl,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,mode,root_mode,output_pkl,video_path,video_error
pd_tracking,gmr_pd_tracking,08_04_unitree_g1_gmr.pkl,outputs/final product/pkl/08_04_unitree_g1_gmr.pkl,53,2.9466666666666663,1.0,False,False,0.13827262214244027,2.14832388448446,1.2630234053149438,21.64985296556128,0.0,0.0,0.0,0.0,0.878787374999679,1.0,0.878787374999679,1.0,0.657354108384689,0.6930622658780075,0.7253444437206973,0.657354108384689,888080.1700707182,5723063.154694947,0.13363120290817718,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1500.5263940551545,True,,pd,kinematic,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00010_08_04_unitree_g1_gmr/08_04_unitree_g1_gmr_pd_tracking.pkl,,
