trial_id,stage,mode,root_mode,motion_name,source_motion_pkl,returncode,log_path,command,method,tracker_name,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,output_pkl,video_path,video_error
260,stage3_free,pd,free,13_17_unitree_g1_gmr.pkl,outputs/final product/pkl/13_17_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00260_13_17_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_17_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00260_13_17_unitree_g1_gmr --mode pd --root_mode free --kp 70.0 --kd 3.0 --torque_clip 200.0 --time_scale 1.8 --target_blend 0.7 --root_height_offset 0.05 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,51,3.0,0.1853333333333334,False,True,0.1489448866290655,1.5968351763765658,1.139343668592001,9.639602377412489,0.3035678732781694,0.5433889835351806,0.1778933484177788,0.653226932607377,0.7756755022663654,1.0,0.7756755022663654,1.0,0.2499264634266682,0.508075146415865,0.7996214851105953,0.2499264634266682,303049.51170410914,2275978.307044628,0.8718280672616113,,,70.0,3.0,200.0,False,1.8,5,0.7,0.05,0.3,-3118.630956062578,False,root height below threshold: 0.2499 < 0.25; duration completed ratio too low: 0.1853 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00260_13_17_unitree_g1_gmr/13_17_unitree_g1_gmr_pd_tracking.pkl,,
261,stage3_free,pd,free,08_01_unitree_g1_gmr.pkl,outputs/final product/pkl/08_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00261_08_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00261_08_01_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,65,2.9974879227053144,0.1628029912325942,False,True,0.1446549799670904,1.7795598639822117,1.361195348923186,16.460314908015505,0.2189932688652602,0.5234906370983361,0.4476947240664387,0.8324618222399097,0.927001020342104,1.0,0.927001020342104,1.0,0.2497302947793377,0.5261815896479053,0.7477509988005411,0.2497302947793377,350371.7210642551,2603223.265811084,0.9067251025614989,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3125.0058956499443,False,root height below threshold: 0.2497 < 0.25; duration completed ratio too low: 0.1628 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00261_08_01_unitree_g1_gmr/08_01_unitree_g1_gmr_pd_tracking.pkl,,
262,stage3_free,pd,free,08_04_unitree_g1_gmr.pkl,outputs/final product/pkl/08_04_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00262_08_04_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_04_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00262_08_04_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,65,2.9866666666666664,0.1392857142857144,False,True,0.1426648518547909,1.9746504311628608,1.2229098395111062,16.198183447269802,0.1655945941130744,0.4877685916560809,0.3214217879966808,0.6629487125909107,0.8980945961892446,1.0,0.8980945961892446,1.0,0.2487417320597173,0.5771120485806476,0.7552595944838816,0.2487417320597173,330325.5431661589,3874730.270943834,0.9113663877887098,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3129.239587542073,False,root height below threshold: 0.2487 < 0.25; duration completed ratio too low: 0.1393 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00262_08_04_unitree_g1_gmr/08_04_unitree_g1_gmr_pd_tracking.pkl,,
263,stage3_free,pd,free,08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00263_08_05_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_05_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00263_08_05_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,64,2.959864864864865,0.2756882618819342,False,True,0.2473297139274194,1.7937888156744763,1.2841642115277214,14.693908200799996,0.3041747549978274,0.6403420228794224,0.8332783025270555,1.4956995738443897,0.9351924916446672,1.0,0.9351924916446672,1.0,0.2496075452663779,0.4642745304028904,0.7607908195061606,0.2496075452663779,318953.81937371776,2595414.5112464977,0.545540991752637,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3127.3692832316037,False,root height below threshold: 0.2496 < 0.25; duration completed ratio too low: 0.2757 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00263_08_05_unitree_g1_gmr/08_05_unitree_g1_gmr_pd_tracking.pkl,,
264,stage3_free,pd,free,09_01_unitree_g1_gmr.pkl,outputs/final product/pkl/09_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00264_09_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00264_09_01_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,36,1.633333333333333,0.2779591836734696,False,True,0.0893106630368916,1.27570821698361,1.1338578563633803,10.14181297627776,0.282817089638269,0.6458639347588754,0.3946262339714271,1.2529525438263296,0.8144253367077702,1.0,0.8144253367077702,1.0,0.247370664865705,0.5778039127577076,0.8124242844597146,0.247370664865705,378421.9451457705,2000846.3462075728,0.5997638856472841,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3085.8162559852512,False,root height below threshold: 0.2474 < 0.25; duration completed ratio too low: 0.2780 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00264_09_01_unitree_g1_gmr/09_01_unitree_g1_gmr_pd_tracking.pkl,,
265,stage3_free,pd,free,09_12_unitree_g1_gmr.pkl,outputs/final product/pkl/09_12_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00265_09_12_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_12_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00265_09_12_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,65,2.989784272790536,0.1819529271562641,False,True,0.1236165937766734,1.7003663199707724,1.152542870792855,10.191819230028326,0.2599918154165662,0.5903524585328208,0.4961274258011385,1.0614281837996165,0.8679585612279896,1.0,0.8679585612279896,1.0,0.2484816785226974,0.5670624397206346,0.8190811861410302,0.2484816785226974,372670.78243988863,2184574.5387846087,0.7387426867644343,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3110.223763830035,False,root height below threshold: 0.2485 < 0.25; duration completed ratio too low: 0.1820 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00265_09_12_unitree_g1_gmr/09_12_unitree_g1_gmr_pd_tracking.pkl,,
266,stage3_free,pd,free,10_01_unitree_g1_gmr.pkl,outputs/final product/pkl/10_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00266_10_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/10_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00266_10_01_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,65,2.9904,0.1571696094168005,False,True,0.1032071540648419,1.955502728630403,1.0828581048066723,11.751668118840737,0.2095026346964567,0.5943296144625341,0.3856198260957871,1.165897751295863,0.8087565036233292,1.0,0.8087565036233292,1.0,0.2487262719782664,0.63272737277176,0.8415898266722224,0.2487262719782664,377677.49441871606,2119013.179638027,0.8954273390715968,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3120.2640322661814,False,root height below threshold: 0.2487 < 0.25; duration completed ratio too low: 0.1572 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00266_10_01_unitree_g1_gmr/10_01_unitree_g1_gmr_pd_tracking.pkl,,
267,stage3_free,pd,free,13_01_unitree_g1_gmr.pkl,outputs/final product/pkl/13_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00267_13_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00267_13_01_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,65,2.9879584775086503,0.3166041319251438,False,True,0.2143845616951788,2.008468849818889,1.0141856640419784,17.869995111885196,0.3513591984436831,0.6027803967135196,0.2823268048670614,0.4719763387226814,0.8790007147145481,1.0,0.8790007147145481,1.0,0.2499534216777651,0.4875027068928185,0.8324379196285454,0.2499534216777651,302227.6915970034,2287847.267176662,0.5967531701696813,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3127.9995203513404,False,root height below threshold: 0.2500 < 0.25; duration completed ratio too low: 0.3166 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00267_13_01_unitree_g1_gmr/13_01_unitree_g1_gmr_pd_tracking.pkl,,
268,stage3_free,pd,free,13_11_unitree_g1_gmr.pkl,outputs/final product/pkl/13_11_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00268_13_11_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_11_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00268_13_11_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,64,2.9614077669902907,0.2336726497828049,False,True,0.139053891185869,2.0017650530741697,1.0568335391758366,14.328688195452038,0.2781755628215872,0.574030977656079,0.3874168931744672,1.0430654223289209,0.8501045444034325,1.0,0.8501045444034325,1.0,0.2497482546039939,0.5437669132256804,0.821443922754498,0.2497482546039939,373478.9717245743,2258037.294163436,0.7632319399157829,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3121.8869604463025,False,root height below threshold: 0.2497 < 0.25; duration completed ratio too low: 0.2337 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00268_13_11_unitree_g1_gmr/13_11_unitree_g1_gmr_pd_tracking.pkl,,
269,stage3_free,pd,free,13_17_unitree_g1_gmr.pkl,outputs/final product/pkl/13_17_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00269_13_17_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_17_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00269_13_17_unitree_g1_gmr --mode pd --root_mode free --kp 100.0 --kd 3.0 --torque_clip 180.0 --time_scale 1.4 --target_blend 0.7 --root_height_offset 0.06 --extra_joint_damping 0.3 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 7 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,65,2.9866666666666664,0.178794642857143,False,True,0.135705739615786,1.558469220939284,1.139947729521819,11.136984228477324,0.2889065121643306,0.5396415937159331,0.1667846227222407,0.6409429080085829,0.7859714790798936,1.0,0.7859714790798936,1.0,0.2499896106212093,0.5251291053430416,0.8127646645695905,0.2499896106212093,307056.4161739004,2603344.986885168,0.9434520066455516,,,100.0,3.0,180.0,False,1.4,7,0.7,0.06,0.3,-3118.646657829281,False,root height below threshold: 0.2500 < 0.25; duration completed ratio too low: 0.1788 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00269_13_17_unitree_g1_gmr/13_17_unitree_g1_gmr_pd_tracking.pkl,,
270,stage3_free,pd,free,08_01_unitree_g1_gmr.pkl,outputs/final product/pkl/08_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00270_08_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00270_08_01_unitree_g1_gmr --mode pd --root_mode free --kp 90.0 --kd 5.0 --torque_clip 180.0 --time_scale 1.5 --target_blend 0.8 --root_height_offset 0.06 --extra_joint_damping 0.4 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,60,2.960688405797102,0.1688796426604663,False,True,0.1668759381520815,2.01741472237784,1.4615097758446751,14.55576304478333,0.2167914636473754,0.5136505073569362,0.4737633566396262,0.8775837192691491,0.9470592530727,1.0,0.9470592530727,1.0,0.2493549911258424,0.5253048311205931,0.7504251911484099,0.2493549911258424,315038.3579875935,1902040.5811268303,0.8177621182079412,,,90.0,5.0,180.0,False,1.5,5,0.8,0.06,0.4,-3130.7960059168863,False,root height below threshold: 0.2494 < 0.25; duration completed ratio too low: 0.1689 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00270_08_01_unitree_g1_gmr/08_01_unitree_g1_gmr_pd_tracking.pkl,,
271,stage3_free,pd,free,08_04_unitree_g1_gmr.pkl,outputs/final product/pkl/08_04_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00271_08_04_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_04_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00271_08_04_unitree_g1_gmr --mode pd --root_mode free --kp 90.0 --kd 5.0 --torque_clip 180.0 --time_scale 1.5 --target_blend 0.8 --root_height_offset 0.06 --extra_joint_damping 0.4 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,61,3.0,0.1426666666666667,False,True,0.1635117117695878,2.299547760924105,1.3240241422815138,14.236063926220192,0.1678089544757843,0.4871674047275267,0.3238408818591399,0.7141690780448424,0.934711622531384,1.0,0.934711622531384,1.0,0.2483158468971121,0.575640060039781,0.7564606154657291,0.2483158468971121,297538.23556555726,1938157.087114924,0.846198324516193,,,90.0,5.0,180.0,False,1.5,5,0.8,0.06,0.4,-3138.148077475499,False,root height below threshold: 0.2483 < 0.25; duration completed ratio too low: 0.1427 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00271_08_04_unitree_g1_gmr/08_04_unitree_g1_gmr_pd_tracking.pkl,,
272,stage3_free,pd,free,08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00272_08_05_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_05_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00272_08_05_unitree_g1_gmr --mode pd --root_mode free --kp 90.0 --kd 5.0 --torque_clip 180.0 --time_scale 1.5 --target_blend 0.8 --root_height_offset 0.06 --extra_joint_damping 0.4 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,60,2.969932432432433,0.5057354112160166,False,True,0.3936749431289184,2.1418220493530398,1.1010133529907682,11.199058814041278,0.5501743535990344,1.1949194123000804,1.1030452120701906,1.6650949700367643,0.9555747554812288,1.0,0.9555747554812288,1.0,0.2499951024680367,0.384916830760341,0.7625691508542806,0.2499951024680367,241684.7938534236,2135596.689882893,0.3373859751753408,,,90.0,5.0,180.0,False,1.5,5,0.8,0.06,0.4,-3153.792824758002,False,root height below threshold: 0.2500 < 0.25; duration completed ratio too low: 0.5057 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00272_08_05_unitree_g1_gmr/08_05_unitree_g1_gmr_pd_tracking.pkl,,
273,stage3_free,pd,free,09_01_unitree_g1_gmr.pkl,outputs/final product/pkl/09_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00273_09_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00273_09_01_unitree_g1_gmr --mode pd --root_mode free --kp 90.0 --kd 5.0 --torque_clip 180.0 --time_scale 1.5 --target_blend 0.8 --root_height_offset 0.06 --extra_joint_damping 0.4 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,36,1.75,0.2742857142857145,False,True,0.1123090696195966,1.392197613089328,1.1984568391327488,11.000215016278814,0.2966638089341186,0.6559676938396249,0.3632812813734534,1.2911526507943123,0.8593779949740017,1.0,0.8593779949740017,1.0,0.2492820406103222,0.5690233073938055,0.8088314864354565,0.2492820406103222,343171.3686879897,1795819.6480795944,0.5475258173429441,,,90.0,5.0,180.0,False,1.5,5,0.8,0.06,0.4,-3090.4938600433447,False,root height below threshold: 0.2493 < 0.25; duration completed ratio too low: 0.2743 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00273_09_01_unitree_g1_gmr/09_01_unitree_g1_gmr_pd_tracking.pkl,,
274,stage3_free,pd,free,09_12_unitree_g1_gmr.pkl,outputs/final product/pkl/09_12_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage3_free_00274_09_12_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_12_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00274_09_12_unitree_g1_gmr --mode pd --root_mode free --kp 90.0 --kd 5.0 --torque_clip 180.0 --time_scale 1.5 --target_blend 0.8 --root_height_offset 0.06 --extra_joint_damping 0.4 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,60,2.953079331941545,0.1943733762216999,False,True,0.1473868420858032,1.919507300655645,1.2445837577057528,11.100042779090346,0.2620406990444391,0.5919457940333047,0.5728192397020594,1.1875995072661498,0.9084324933127024,1.0,0.9084324933127024,1.0,0.2485230005930373,0.5648387052286745,0.820130970417946,0.2485230005930373,351402.1474289724,1842970.3743157964,0.6654634984151315,,,90.0,5.0,180.0,False,1.5,5,0.8,0.06,0.4,-3116.764583493876,False,root height below threshold: 0.2485 < 0.25; duration completed ratio too low: 0.1944 < 0.9,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00274_09_12_unitree_g1_gmr/09_12_unitree_g1_gmr_pd_tracking.pkl,,
