trial_id,stage,mode,root_mode,motion_name,source_motion_pkl,returncode,log_path,command,method,tracker_name,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,output_pkl,video_path,video_error
0,stage1_replay,replay,free,08_01_unitree_g1_gmr.pkl,outputs/final product/pkl/08_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00000_08_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00000_08_01_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,68,2.241425120772947,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6596174483998022,0.71494767108288,0.763479551349674,0.6596174483998022,744.9811613450884,17156.191120744574,1.126146582133596,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1543.685221081707,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00000_08_01_unitree_g1_gmr/08_01_unitree_g1_gmr_pd_tracking.pkl,,
1,stage1_replay,replay,free,08_04_unitree_g1_gmr.pkl,outputs/final product/pkl/08_04_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00001_08_04_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_04_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00001_08_04_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,91,3.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6550637126682259,0.7071189869243972,0.7493297871248974,0.6550637126682259,550.4191548684933,16493.19722392072,0.7635748769154672,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1561.815751962678,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00001_08_04_unitree_g1_gmr/08_04_unitree_g1_gmr_pd_tracking.pkl,,
2,stage1_replay,replay,free,08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00002_08_05_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_05_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00002_08_05_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,73,2.4162162162162164,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6459658010914161,0.7083980601268441,0.7683927904343822,0.6459658010914161,710.5607431940949,9483.850795010996,0.95780617637383,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1552.1025855738767,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00002_08_05_unitree_g1_gmr/08_05_unitree_g1_gmr_pd_tracking.pkl,,
3,stage1_replay,replay,free,09_01_unitree_g1_gmr.pkl,outputs/final product/pkl/09_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00003_09_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00003_09_01_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,36,1.1666666666666667,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7385236747804883,0.7753725479295084,0.8225009943156553,0.7385236747804883,1368.677348008546,20568.01093540993,0.3180320892451503,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1584.0847087642626,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00003_09_01_unitree_g1_gmr/09_01_unitree_g1_gmr_pd_tracking.pkl,,
4,stage1_replay,replay,free,09_12_unitree_g1_gmr.pkl,outputs/final product/pkl/09_12_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00004_09_12_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_12_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00004_09_12_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,90,2.9697633959638137,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7423974699756306,0.7652398316126999,0.7845531109657754,0.7423974699756306,565.6747600151004,8399.125075553904,0.4596439240527442,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1577.0121470497627,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00004_09_12_unitree_g1_gmr/09_12_unitree_g1_gmr_pd_tracking.pkl,,
5,stage1_replay,replay,free,10_01_unitree_g1_gmr.pkl,outputs/final product/pkl/10_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00005_10_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/10_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00005_10_01_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,90,2.970375,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,7.994352322065483e-10,4.214684851089404e-08,0.0,0.0,0.0,0.0,0.781283038845976,0.7829835963441854,0.786371126083942,0.781283038845976,153.14384253676835,4719.6218134026885,0.0109243146980847,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1599.4522528266702,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00005_10_01_unitree_g1_gmr/10_01_unitree_g1_gmr_pd_tracking.pkl,,
6,stage1_replay,replay,free,13_01_unitree_g1_gmr.pkl,outputs/final product/pkl/13_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00006_13_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00006_13_01_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,90,2.967949826989619,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7559445291347119,0.7694143042125982,0.7758824396615891,0.7559445291347119,283.1106809010002,10772.150298276536,0.1501363143366323,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1592.4903531763591,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00006_13_01_unitree_g1_gmr/13_01_unitree_g1_gmr_pd_tracking.pkl,,
7,stage1_replay,replay,free,13_11_unitree_g1_gmr.pkl,outputs/final product/pkl/13_11_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00007_13_11_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_11_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00007_13_11_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,90,2.988268608414239,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233580460846317,0.7513665673350742,0.979023800265377,0.6233580460846317,454.1151930094168,24109.96960733511,0.1486025564767755,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1592.565331024231,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00007_13_11_unitree_g1_gmr/13_11_unitree_g1_gmr_pd_tracking.pkl,,
8,stage1_replay,replay,free,13_17_unitree_g1_gmr.pkl,outputs/final product/pkl/13_17_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage1_replay_00008_13_17_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_17_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00008_13_17_unitree_g1_gmr --mode replay --max_time 3.0,pd_tracking,gmr_pd_tracking,91,3.0,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6701630307948325,0.7423441130214792,0.8062288830478334,0.6701630307948325,1259.027234654216,20008.65082537167,0.0617322008999379,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1596.9007996826565,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00008_13_17_unitree_g1_gmr/13_17_unitree_g1_gmr_pd_tracking.pkl,,
9,stage2_kinematic,pd,kinematic,08_01_unitree_g1_gmr.pkl,outputs/final product/pkl/08_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00009_08_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00009_08_01_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.9573429951690824,1.0,False,False,0.3303881782016813,2.136458577627066,3.055497558784704,76.1060690465422,0.0,0.0,0.0,0.0,0.9494900142829872,1.0,0.9494900142829872,1.0,0.6642626398423734,0.707976232719209,0.7480841552332587,0.6642626398423734,737096.9158826928,13411605.78202304,0.1924002126820337,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1457.3849352082034,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00009_08_01_unitree_g1_gmr/08_01_unitree_g1_gmr_pd_tracking.pkl,,
10,stage2_kinematic,pd,kinematic,08_04_unitree_g1_gmr.pkl,outputs/final product/pkl/08_04_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00010_08_04_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_04_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00010_08_04_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.9466666666666663,1.0,False,False,0.1382726221424402,2.14832388448446,1.2630234053149438,21.64985296556128,0.0,0.0,0.0,0.0,0.878787374999679,1.0,0.878787374999679,1.0,0.657354108384689,0.6930622658780075,0.7253444437206973,0.657354108384689,888080.1700707182,5723063.154694947,0.1336312029081771,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1500.5263940551545,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00010_08_04_unitree_g1_gmr/08_04_unitree_g1_gmr_pd_tracking.pkl,,
11,stage2_kinematic,pd,kinematic,08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00011_08_05_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_05_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00011_08_05_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.966576576576577,1.0,False,False,0.4920638445102173,4.546224338908974,7.137513120027355,560.1098949617012,0.0,0.0,0.0,0.0,0.970788099926479,1.0,0.970788099926479,1.0,0.6514920267026609,0.6992289674184273,0.7535130536243961,0.6514920267026609,693198.0378651855,143675569.25628573,0.4951747309466345,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,341.94146369719533,False,max joint position error too high: 4.5462 >= 3.0,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00011_08_05_unitree_g1_gmr/08_05_unitree_g1_gmr_pd_tracking.pkl,,
12,stage2_kinematic,pd,kinematic,09_01_unitree_g1_gmr.pkl,outputs/final product/pkl/09_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00012_09_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00012_09_01_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,36,1.9833333333333327,1.0,False,False,0.1217662312888501,1.9717696080955405,1.3141495316783758,20.99846763172733,0.0,0.0,0.0,0.0,0.8508990482739528,1.0,0.8508990482739528,1.0,0.7479222917091896,0.7761613442417015,0.8126209194646874,0.7479222917091896,808194.3120803408,7484052.038890902,0.0863547044544759,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1511.3025181519922,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00012_09_01_unitree_g1_gmr/09_01_unitree_g1_gmr_pd_tracking.pkl,,
13,stage2_kinematic,pd,kinematic,09_12_unitree_g1_gmr.pkl,outputs/final product/pkl/09_12_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00013_09_12_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/09_12_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00013_09_12_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.949742519137091,1.0,False,False,0.1720923763923814,2.119762935792031,1.503886173796282,18.817442277521504,0.0,0.0,0.0,0.0,0.9184043377920772,1.0,0.9184043377920772,1.0,0.7517650181151404,0.7677419568034832,0.7824356555441963,0.7517650181151404,892350.6124943708,6216662.8337946525,0.0984808750544305,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1495.7087610147091,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00013_09_12_unitree_g1_gmr/09_12_unitree_g1_gmr_pd_tracking.pkl,,
14,stage2_kinematic,pd,kinematic,10_01_unitree_g1_gmr.pkl,outputs/final product/pkl/10_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00014_10_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/10_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00014_10_01_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.9503500000000003,1.0,False,False,0.0525485685830434,1.0762317665232333,0.9079948922372784,8.452473312008614,0.0,0.0,8.275278312904041e-10,4.214684851089404e-08,0.8067801709289592,1.0,0.8067801709289592,1.0,0.7813506509943605,0.7824850741994258,0.7836318612201174,0.7813506509943605,869433.1905990158,4887255.556710374,0.1289553146789851,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1545.6052690924778,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00014_10_01_unitree_g1_gmr/10_01_unitree_g1_gmr_pd_tracking.pkl,,
15,stage2_kinematic,pd,kinematic,13_01_unitree_g1_gmr.pkl,outputs/final product/pkl/13_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00015_13_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00015_13_01_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.947941176470588,1.0,False,False,0.1656103658980705,1.7514692497262052,1.454805692945386,48.743709439163176,0.0,0.0,0.0,0.0,0.8883505425430288,1.0,0.8883505425430288,1.0,0.7572487383436386,0.7682968089928377,0.7727399875593045,0.7572487383436386,796436.8625629591,5784223.386869993,0.057352040099775,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1509.3268465498709,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00015_13_01_unitree_g1_gmr/13_01_unitree_g1_gmr_pd_tracking.pkl,,
16,stage2_kinematic,pd,kinematic,13_11_unitree_g1_gmr.pkl,outputs/final product/pkl/13_11_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00016_13_11_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_11_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00016_13_11_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.968122977346278,1.0,False,False,0.1543490854966901,2.5432772790120555,1.7362189110218678,37.06823556293332,0.0,0.0,0.0,0.0,0.8861976110002345,1.0,0.8861976110002345,1.0,0.6330908687847266,0.7434397024240968,0.7652588023366859,0.6330908687847266,807718.9729141652,6139411.774769925,0.1231992481542072,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1487.8159370142448,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00016_13_11_unitree_g1_gmr/13_11_unitree_g1_gmr_pd_tracking.pkl,,
17,stage2_kinematic,pd,kinematic,13_17_unitree_g1_gmr.pkl,outputs/final product/pkl/13_17_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00017_13_17_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/13_17_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00017_13_17_unitree_g1_gmr --mode pd --root_mode kinematic --kp 100.0 --kd 3.0 --torque_clip 150.0 --time_scale 1.7 --target_blend 0.8 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,53,2.9466666666666663,1.0,False,False,0.0234963855029414,0.5356275845982418,0.8101599549154157,6.544273656621421,0.0,0.0,0.0,0.0,0.7384867325080403,1.0,0.7384867325080403,1.0,0.6805171317573803,0.7393358782826652,0.7761983288700262,0.6805171317573803,836405.5210576993,3966278.521248199,0.0352805509119491,,,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1570.1418608838003,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00017_13_17_unitree_g1_gmr/13_17_unitree_g1_gmr_pd_tracking.pkl,,
18,stage2_kinematic,pd,kinematic,08_01_unitree_g1_gmr.pkl,outputs/final product/pkl/08_01_unitree_g1_gmr.pkl,0,outputs/final product/pd_tracking_tuning_refine_20260701/logs/stage2_kinematic_00018_08_01_unitree_g1_gmr.log,/home/ubuntu/miniconda3/envs/gmr/bin/python /mnt/d/GMR_WORK/GMR/scripts/run_pd_tracking_from_gmr.py --motion_pkl outputs/final product/pkl/08_01_unitree_g1_gmr.pkl --xml_path assets/unitree_g1/g1_mocap_29dof.xml --save_dir outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00018_08_01_unitree_g1_gmr --mode pd --root_mode kinematic --kp 70.0 --kd 3.0 --torque_clip 200.0 --time_scale 1.5 --target_blend 0.7 --root_height_offset 0.0 --extra_joint_damping 0.0 --max_joint_position_error 3.0 --max_mean_joint_position_error 1.5 --fall_height_threshold 0.25 --min_duration_completed_ratio 0.9 --stop_on_fall --smooth_ref --smooth_window 5 --sim_dt 0.002 --max_time 3.0,pd_tracking,gmr_pd_tracking,60,2.960688405797102,1.0,False,False,0.2226905375280605,1.5788714634266503,2.0001340806578845,61.76297302031199,0.0,0.0,0.0,0.0,0.9197741849151988,1.0,0.9197741849151988,1.0,0.6642626398423734,0.7120870177753802,0.7585424694747414,0.6642626398423734,832618.0247431406,6593474.45563803,0.1690106619774197,,,70.0,3.0,200.0,False,1.5,5,0.7,0.0,0.0,1495.189728917405,True,,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00018_08_01_unitree_g1_gmr/08_01_unitree_g1_gmr_pd_tracking.pkl,,
