method,tracker_name,motion_name,source_motion_pkl,output_pkl,video_path,success,failure_reason,mode,root_mode,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,root_height_min,root_height_mean,root_height_max,min_root_height,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,video_error
pd_tracking,gmr_pd_tracking,09_01_unitree_g1_gmr.pkl,outputs/final product/pkl/09_01_unitree_g1_gmr.pkl,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00012_09_01_unitree_g1_gmr/09_01_unitree_g1_gmr_pd_tracking.pkl,,True,,pd,kinematic,36,1.9833333333333332,1.0,False,False,0.12176623128885014,1.9717696080955405,1.3141495316783758,20.99846763172733,0.0,0.0,0.0,0.0,0.8508990482739528,1.0,0.8508990482739528,1.0,808194.3120803408,7484052.038890902,0.0863547044544759,,,0.7479222917091896,0.7761613442417015,0.8126209194646874,0.7479222917091896,100.0,3.0,150.0,False,1.7,5,0.8,0.0,0.0,1511.3025181519922,
