Configuration,Run ID,Run name,_step,Train/mean_reward,Train/mean_episode_length,Policy/mean_std,Episode_Metrics/root_position_error,Episode_Metrics/root_orientation_error,Episode_Metrics/body_position_error,Episode_Metrics/body_orientation_error,Episode_Metrics/body_linear_velocity_error,Episode_Metrics/body_angular_velocity_error,Episode_Metrics/action_rate_l2_raw,Episode_Metrics/joint_limit_raw,Episode_Metrics/self_collision_raw,Episode_Termination/time_out,Episode_Termination/anchor_pos,Episode_Termination/anchor_ori,Episode_Termination/ee_body_pos
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,10,-0.35196996212005616,7.5,0.918059229850769,0.06370235979557037,0.23423239588737488,0.08245380967855453,0.5488228797912598,1.242442011833191,9.149148941040039,41.3748779296875,0.015791162848472595,0.10863315314054489,0.0,2.0416667461395264,1.625,547.9166870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,11,-0.3352025817707181,7.25,0.9116775393486023,0.06352630257606506,0.23205475509166718,0.08204494416713715,0.5463871359825134,1.247031331062317,9.157546997070312,40.097938537597656,0.014962181448936462,0.1087227612733841,0.0,1.8333333730697632,2.0416667461395264,561.0
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,12,-0.28744128793478013,7.09,0.9065689444541931,0.062243472784757614,0.23107057809829712,0.08141530305147171,0.5436248779296875,1.2443101406097412,9.145817756652832,39.00331115722656,0.01440059207379818,0.1090780645608902,0.0,1.1666667461395264,1.6666667461395264,561.3333740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,13,-0.3239201758056879,7.68,0.9003718495368958,0.0629279613494873,0.2326790988445282,0.0812816247344017,0.5419570803642273,1.2474571466445923,9.134906768798828,38.124210357666016,0.014200536534190178,0.10950937122106552,0.0,1.0,2.75,571.625
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,14,-0.29404604125767947,7.7,0.8935472965240479,0.06207790598273277,0.23330864310264587,0.08064952492713928,0.5389167070388794,1.2465882301330566,9.119169235229492,37.02750015258789,0.01361189316958189,0.11000876128673553,0.0,1.1666667461395264,3.3333334922790527,576.375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,15,-0.2223479076847434,6.53,0.888205885887146,0.06142117828130722,0.2333908975124359,0.08035802096128464,0.535787045955658,1.2461555004119873,9.108850479125977,36.172149658203125,0.013054488226771355,0.1078716367483139,0.0,0.75,3.5833334922790527,585.375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,16,-0.23225881244987248,6.81,0.8811238408088684,0.060900792479515076,0.23212842643260956,0.08003927022218704,0.5328194499015808,1.2501904964447021,9.117456436157227,35.340362548828125,0.012407309375703335,0.10593776404857635,0.0,0.7083333730697632,3.2083334922790527,589.0416870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,17,-0.2202085923217237,7.16,0.8745401501655579,0.06124049052596092,0.23206494748592377,0.07993297278881073,0.5318772792816162,1.2502272129058838,9.097280502319336,34.297306060791016,0.011911764740943909,0.10820570588111877,0.0,0.0833333358168602,4.4166669845581055,591.4166870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,18,-0.17971256041899322,6.37,0.8702734708786011,0.060752611607313156,0.23317639529705048,0.07971291244029999,0.530033528804779,1.2519748210906982,9.086699485778809,33.39210510253906,0.011288809590041637,0.10543565452098846,0.0,0.25,4.708333492279053,603.375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,19,-0.1843892527371645,7.02,0.8659615516662598,0.0604083389043808,0.23036907613277435,0.0791964903473854,0.5273656249046326,1.253662109375,9.09719467163086,32.68934631347656,0.010962693020701408,0.10361232608556747,0.0,0.5416666865348816,4.708333492279053,612.25
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,20,-0.1675551509670913,6.49,0.860892117023468,0.06025093048810959,0.2323048710823059,0.07909612357616425,0.524255633354187,1.2568519115447998,9.092867851257324,31.90396499633789,0.010797226801514626,0.10172633826732635,0.0,0.1666666716337204,5.7916669845581055,615.2083740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,21,-0.14036179553717376,6.38,0.8552354574203491,0.05936253070831299,0.23018603026866913,0.07842646539211273,0.5219225883483887,1.256024718284607,9.099273681640625,31.21288299560547,0.010211516171693802,0.10091420263051987,0.0,0.125,5.25,625.1666870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,22,-0.1441428709588945,6.65,0.8501201272010803,0.05965225026011467,0.23084163665771484,0.07846251875162125,0.5191025733947754,1.25652277469635,9.052021026611328,30.384674072265625,0.010002123191952705,0.10173236578702927,0.0,0.125,5.5,626.5833740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,23,-0.12835848284885287,6.65,0.8445914387702942,0.059423863887786865,0.2286125123500824,0.07811737060546875,0.5173802375793457,1.2588748931884766,9.059261322021484,29.665939331054688,0.009564720094203949,0.09918831288814545,0.0,0.125,4.958333492279053,629.7916870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,24,-0.106528563760221,6.21,0.839486837387085,0.059394340962171555,0.22971713542938232,0.07816991209983826,0.5157310962677002,1.2600131034851074,9.041359901428223,28.997753143310547,0.009360715746879578,0.1001201793551445,0.0,0.1666666716337204,4.875,635.4583740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,25,-0.10347575686872006,6.16,0.8350217938423157,0.05904286354780197,0.2263536900281906,0.07775542885065079,0.5125463604927063,1.2596495151519775,9.039416313171387,28.356611251831055,0.008963143453001976,0.10035528987646103,0.0,0.0833333358168602,4.625,640.2916870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,26,-0.09917244980111718,6.35,0.8291654586791992,0.05902612954378128,0.22740988433361053,0.07758249342441559,0.5130976438522339,1.2621335983276367,9.030609130859375,27.77120018005371,0.008933089673519135,0.09762586653232574,0.0,0.0833333358168602,4.208333492279053,642.4583740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,27,-0.07750911452807487,6.05,0.8223834037780762,0.05940447375178337,0.22681882977485657,0.07760481536388397,0.5118202567100525,1.262539267539978,9.019028663635254,27.177814483642578,0.008573386818170547,0.10304319858551025,0.0,0.125,4.25,641.3333740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,28,-0.07388573933392763,6.09,0.8141356110572815,0.058609023690223694,0.22561928629875183,0.07694542407989502,0.5066937804222107,1.2573800086975098,8.969572067260742,26.51949119567871,0.008424068801105022,0.09615372866392136,0.0,0.0416666679084301,4.875,648.625
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,29,-0.06947983523830771,6.23,0.807180643081665,0.058579325675964355,0.2230411022901535,0.07669399678707123,0.5046712160110474,1.2571266889572144,8.95289421081543,25.80196762084961,0.007920031435787678,0.09619517624378204,0.0,0.0,4.375,653.0833740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,30,-0.05090266321785748,6.06,0.8004641532897949,0.058505915105342865,0.22163498401641846,0.07644689083099365,0.5021902322769165,1.2572681903839111,8.92784309387207,25.140850067138672,0.007674535270780325,0.09408964961767197,0.0,0.0416666679084301,4.5,655.4583740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,31,-0.04544260282069445,6.08,0.7937074899673462,0.05843467265367508,0.22147616744041443,0.07624785602092743,0.49923691153526306,1.254556655883789,8.891593933105469,24.547529220581055,0.0073926374316215515,0.09485132992267609,0.0,0.0416666679084301,4.125,658.4166870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,32,-0.05094160403124988,6.25,0.7870526313781738,0.058122046291828156,0.21945130825042725,0.07642309367656708,0.49801725149154663,1.2561588287353516,8.865565299987793,24.003353118896484,0.007210062816739082,0.09266386926174164,0.0,0.0,4.208333492279053,660.7083740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,33,-0.026464412081986667,5.9,0.7789230942726135,0.05867733806371689,0.21971875429153442,0.07633905857801437,0.4972970187664032,1.2523330450057983,8.814643859863281,23.481842041015625,0.007007877808064222,0.09615667164325714,0.0,0.0,5.0,651.4583740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,34,-0.022494815979152916,6.04,0.7730298042297363,0.058317601680755615,0.21612998843193054,0.07599452137947083,0.49407967925071716,1.2516319751739502,8.795944213867188,22.772075653076172,0.006320524960756302,0.09296977519989014,0.0,0.0,4.125,664.0416870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,35,-0.015211375225335359,6.18,0.765899121761322,0.058162085711956024,0.21614180505275726,0.07588633894920349,0.4923824667930603,1.248323678970337,8.7510404586792,22.345867156982422,0.006270033773034811,0.09422721713781357,0.0,0.0,3.25,658.6666870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,36,-0.01523756144568324,6.24,0.7573340535163879,0.05799499899148941,0.21651515364646912,0.07567426562309265,0.49297451972961426,1.2452737092971802,8.73071575164795,21.777545928955078,0.006058350205421448,0.09779401123523712,0.0,0.0416666679084301,3.25,660.9583740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,37,-0.005759598733857274,6.07,0.7505640387535095,0.05776624009013176,0.21347379684448242,0.07548344135284424,0.49095386266708374,1.2446141242980957,8.716340065002441,21.18214988708496,0.0058750263415277,0.09781503677368164,0.0,0.0,3.6666667461395264,665.125
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,38,0.007370663592591881,6.01,0.7449737191200256,0.057901531457901,0.21006011962890625,0.07516660541296005,0.48733410239219666,1.2418761253356934,8.666465759277344,20.706634521484375,0.005610487423837185,0.09629064798355103,0.0,0.0,3.2916667461395264,659.375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,39,0.02181021104566753,5.72,0.7397328615188599,0.058242738246917725,0.21342360973358154,0.07553333044052124,0.48802006244659424,1.2370785474777222,8.612274169921875,20.292882919311523,0.0054709105752408504,0.10488712787628174,0.0,0.0416666679084301,3.625,657.3333740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,40,0.022706286003813147,6.1,0.7338675856590271,0.05808529257774353,0.20944218337535858,0.07513774931430817,0.484211266040802,1.2348442077636719,8.578275680541992,19.893762588500977,0.005366578232496977,0.10046356171369553,0.0,0.0,3.4166667461395264,659.2083740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,41,0.022658617198467255,6.13,0.7272689938545227,0.05832605063915253,0.20935684442520142,0.07512268424034119,0.4847571551799774,1.2326481342315674,8.549978256225586,19.502429962158203,0.005280848126858473,0.10497164726257324,0.0,0.0416666679084301,3.125,656.0
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,42,0.026790085192769767,6.18,0.7210981249809265,0.05816859006881714,0.207871675491333,0.07510411739349365,0.4842338562011719,1.2310346364974976,8.535287857055664,19.0636043548584,0.005098522640764713,0.10345594584941864,0.0,0.0,3.0833334922790527,658.375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,43,0.03655020454898476,6.31,0.7149218916893005,0.058097656816244125,0.20780090987682343,0.07494650781154633,0.48285526037216187,1.224502444267273,8.479625701904297,18.652864456176758,0.004919187165796757,0.10778795182704926,0.0,0.0,3.0416667461395264,650.625
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,44,0.03590120609849692,6.35,0.7091458439826965,0.058087628334760666,0.20621809363365173,0.07474397867918015,0.48079389333724976,1.2186930179595947,8.43203067779541,18.275283813476562,0.004694567993283272,0.10296016931533813,0.0,0.0,2.9583334922790527,654.7916870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,45,0.04609373320825398,6.27,0.7033340334892273,0.057924456894397736,0.20392930507659912,0.07470203191041946,0.4799748659133911,1.2154028415679932,8.387025833129883,17.922544479370117,0.00463265273720026,0.09924646466970444,0.0,0.0416666679084301,3.0,649.875
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,46,0.050056157130748034,6.17,0.6973507404327393,0.05824755132198334,0.20310501754283905,0.07468754053115845,0.479057252407074,1.2105932235717773,8.346363067626953,17.568185806274414,0.0044649746268987656,0.1103774905204773,0.0,0.0,3.2916667461395264,647.5833740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,47,0.06091814400628209,6.55,0.6917167901992798,0.0578959584236145,0.20081359148025513,0.07466749101877213,0.4770938754081726,1.2086894512176514,8.297531127929688,17.22801399230957,0.004489658400416374,0.10078953206539154,0.0,0.0,2.4583334922790527,644.875
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,48,0.06136063597165048,6.53,0.6856421828269958,0.05821564421057701,0.2020472139120102,0.07467865943908691,0.4767492413520813,1.2018544673919678,8.239609718322754,16.914127349853516,0.004301758948713541,0.10892748832702637,0.0,0.0,3.0,639.75
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,49,0.05940937491133809,6.44,0.6805227994918823,0.05823218822479248,0.20044338703155518,0.07463939487934113,0.4749663472175598,1.1981669664382935,8.18762493133545,16.565595626831055,0.004137493669986725,0.10607083886861801,0.0,0.0,2.8333334922790527,638.25
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,50,0.06959612149745226,6.77,0.6753384470939636,0.058550771325826645,0.1985074281692505,0.07453715801239014,0.47542643547058105,1.1948254108428955,8.153007507324219,16.28091049194336,0.004129796288907528,0.10823898017406464,0.0,0.0,2.5833334922790527,632.25
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,51,0.07321007927879691,6.51,0.6702095866203308,0.058541178703308105,0.19724306464195251,0.07453183829784393,0.4744800925254822,1.1857719421386719,8.105376243591309,15.964694023132324,0.004007493145763874,0.10763572156429291,0.0,0.0,2.25,629.5833740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,52,0.08476840917021036,6.35,0.6652006506919861,0.058462321758270264,0.19776098430156708,0.0746474340558052,0.4739111363887787,1.1802083253860474,8.031909942626953,15.724889755249023,0.003946453332901001,0.11204775422811508,0.0,0.0,2.75,625.125
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,53,0.08924799837172032,6.58,0.6602984666824341,0.058999091386795044,0.1961042881011963,0.0747322142124176,0.47359558939933777,1.176707148551941,8.006522178649902,15.47834587097168,0.003882824210450053,0.11162625253200531,0.0,0.0,2.3333334922790527,621.5833740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,54,0.08833479709923267,6.82,0.6554282903671265,0.05919837951660156,0.19426028430461884,0.07473275065422058,0.4746154248714447,1.169811487197876,7.95406436920166,15.207538604736328,0.003777328645810485,0.11493724584579468,0.0,0.0416666679084301,2.3333334922790527,613.3333740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,55,0.08740740150213241,6.53,0.6506652235984802,0.059233300387859344,0.19344685971736908,0.07468970119953156,0.47256219387054443,1.1622612476348877,7.886895656585693,14.98139476776123,0.003656900953501463,0.11603227257728577,0.0,0.0,2.375,611.5833740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,56,0.09093314392492174,6.29,0.6468815207481384,0.05910256505012512,0.19172947108745575,0.07484181225299835,0.4729146957397461,1.1573851108551025,7.84450101852417,14.714874267578125,0.0036191975232213736,0.11089404672384262,0.0,0.0416666679084301,1.6666667461395264,605.75
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,57,0.10260403018444776,6.46,0.643470048904419,0.058927327394485474,0.19181513786315918,0.07469916343688965,0.47140011191368103,1.1497142314910889,7.784496307373047,14.534785270690918,0.003542628837749362,0.116157665848732,0.0,0.0,2.6666667461395264,603.0
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,58,0.1077162948064506,6.71,0.6400769352912903,0.05968116968870163,0.1916470229625702,0.07507645338773727,0.4754762351512909,1.1467747688293457,7.773244857788086,14.382074356079102,0.0036553461104631424,0.12081827968358994,0.0,0.0833333358168602,1.9583333730697632,590.5416870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,59,0.09985113937407732,6.69,0.6367545127868652,0.0599951408803463,0.19162964820861816,0.07512429356575012,0.473829984664917,1.1358197927474976,7.684672832489014,14.221880912780762,0.00358390505425632,0.11913465708494186,0.0,0.0416666679084301,2.25,582.8333740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,60,0.11821099253371357,7.35,0.6340993046760559,0.0601593479514122,0.18870650231838226,0.07508257776498795,0.47151827812194824,1.1288689374923706,7.617937088012695,14.066862106323242,0.0034626908600330353,0.11176960170269012,0.0,0.125,1.875,576.8333740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,61,0.11247425906360149,6.96,0.6316829919815063,0.06047513335943222,0.19020530581474304,0.07546623051166534,0.47252219915390015,1.1241410970687866,7.566965103149414,14.001566886901855,0.0033716363832354546,0.11738314479589462,0.0,0.2083333432674408,1.2916667461395264,569.75
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,62,0.1106357441842556,7.29,0.629684329032898,0.06081649288535118,0.18943533301353455,0.07550618052482605,0.4726286828517914,1.113166093826294,7.48361873626709,13.888885498046875,0.0033732284791767597,0.11837966740131378,0.0,0.1666666716337204,1.3333333730697632,558.375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,63,0.12828394960612058,7.65,0.628358781337738,0.06120719015598297,0.18910667300224304,0.07561783492565155,0.47380757331848145,1.1006518602371216,7.413500785827637,13.813891410827637,0.003575767856091261,0.11635663360357285,0.0,0.1666666716337204,1.5833333730697632,549.0833740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,64,0.12768679607659578,7.35,0.6273793578147888,0.06170380115509033,0.18945994973182678,0.07574441283941269,0.47232288122177124,1.0947251319885254,7.352874279022217,13.771261215209961,0.003609743667766452,0.11732442677021027,0.0,0.5,0.9166666865348816,541.7916870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,65,0.12160786314867437,7.54,0.6263144612312317,0.06178610771894455,0.19016912579536438,0.07588251680135727,0.47555384039878845,1.0910266637802124,7.34787130355835,13.760061264038086,0.0034626456908881664,0.12426888197660446,0.0,0.1666666716337204,1.2916667461395264,533.6666870117188
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,66,0.13244896233081818,7.72,0.6252669095993042,0.06190430372953415,0.1889866292476654,0.07608678936958313,0.47333917021751404,1.0847997665405273,7.290139198303223,13.729707717895508,0.0036644539795815945,0.11826777458190918,0.0,0.2916666865348816,1.2083333730697632,527.3333740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,67,0.13713135525584222,8.09,0.6243449449539185,0.06268888711929321,0.18877944350242615,0.07642063498497009,0.47429224848747253,1.0773338079452515,7.231719017028809,13.699724197387695,0.0035972436890006065,0.12059788405895233,0.0,0.5416666865348816,1.0416667461395264,523.2083740234375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,68,0.12633957713842392,7.45,0.6236036419868469,0.062277212738990784,0.18725189566612244,0.07629852741956711,0.4730374813079834,1.0684900283813477,7.177776336669922,13.719878196716309,0.003497831290587783,0.11706234514713287,0.0,0.8333333730697632,1.125,509.375
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,69,0.1372910075634718,8.05,0.6227971315383911,0.06309406459331512,0.18761351704597473,0.07651497423648834,0.4747425317764282,1.0608608722686768,7.130916595458984,13.706446647644043,0.0035803625360131264,0.12183400243520737,0.0,0.875,0.8333333730697632,499.4583435058594
No self collision,q2l4sxxn,2026-07-17_19-30-54_05_04_gmr_no_self_collision_seed_42_iter_1000_20260717T143245Z,70,0.13002409875392915,7.62,0.6219738721847534,0.06363285332918167,0.18710486590862274,0.07669603824615479,0.4766603410243988,1.0561902523040771,7.099944591522217,13.695953369140625,0.0035850468557327986,0.12534980475902557,0.0,0.8333333730697632,0.7916666865348816,498.2083435058594
