Configuration,Run ID,_step,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_ang_vel,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/self_collisions
No self collision,q2l4sxxn,0,0.08431370556354523,0.282919317483902,2.0222651958465576,0.7864570617675781,1.3881614208221436,8.903986930847168,-0.07383715361356735,-0.003714420599862933,0
No self collision,q2l4sxxn,1,0.09746585786342621,0.31159621477127075,0.12697523832321167,0.785805881023407,1.4788508415222168,9.14334487915039,-0.08909233659505844,-0.004783024080097675,0
No self collision,q2l4sxxn,2,0.09717559814453125,0.310396283864975,0.12698012590408325,0.7847418785095215,1.4827356338500977,9.15776252746582,-0.08656644821166992,-0.0044855279847979546,0
No self collision,q2l4sxxn,3,0.0964689776301384,0.3096272349357605,0.1260111927986145,0.7847013473510742,1.4821364879608154,9.152397155761719,-0.08435320854187012,-0.004339069128036499,0
No self collision,q2l4sxxn,4,0.0951240211725235,0.3046441674232483,0.12470929324626923,0.7803682088851929,1.4789237976074219,9.115848541259766,-0.0808187946677208,-0.004095320589840412,0
No self collision,q2l4sxxn,5,0.09439235180616379,0.3041202425956726,0.12448589503765106,0.7780718803405762,1.4784040451049805,9.147153854370117,-0.07726597785949707,-0.003907100297510624,0
No self collision,q2l4sxxn,6,0.09428605437278748,0.30594056844711304,0.12409462779760361,0.7768299579620361,1.4818789958953857,9.129002571105957,-0.0758594423532486,-0.0038378152530640364,0
No self collision,q2l4sxxn,7,0.09314858168363571,0.3053571879863739,0.123507559299469,0.7739536166191101,1.4825093746185303,9.15751838684082,-0.07280021905899048,-0.0035853730514645576,0
No self collision,q2l4sxxn,8,0.09141421318054199,0.30384430289268494,0.12252320349216461,0.772782564163208,1.4862226247787476,9.145074844360352,-0.06932660937309265,-0.003370419144630432,0
No self collision,q2l4sxxn,9,0.090638667345047,0.30541813373565674,0.12136395275592804,0.7674793601036072,1.4843707084655762,9.126585960388184,-0.06628623604774475,-0.0031846705824136734,0
No self collision,q2l4sxxn,10,0.08824551105499268,0.3033164143562317,0.12019278854131699,0.7629971504211426,1.4822090864181519,9.121417999267578,-0.06316851079463959,-0.0029799367766827345,0
No self collision,q2l4sxxn,11,0.08731624484062195,0.3007063865661621,0.11933507770299911,0.7603338956832886,1.4878066778182983,9.155795097351074,-0.05982404202222824,-0.002797628752887249,0
No self collision,q2l4sxxn,12,0.08511483669281006,0.2998604476451874,0.11835451424121857,0.7571864128112793,1.4839346408843994,9.144896507263184,-0.05753672868013382,-0.0025953897275030613,0
No self collision,q2l4sxxn,13,0.08608852326869965,0.3031024634838104,0.11812873929738998,0.7550826072692871,1.4880943298339844,9.141622543334961,-0.05568159371614456,-0.0025451695546507835,0
No self collision,q2l4sxxn,14,0.08428578823804855,0.30341804027557373,0.11694541573524475,0.7511614561080933,1.4887535572052002,9.128494262695312,-0.05350222811102867,-0.002371405251324177,0
No self collision,q2l4sxxn,15,0.0830400139093399,0.3049755096435547,0.11635679006576538,0.7474207282066345,1.4887617826461792,9.147517204284668,-0.051550060510635376,-0.002247024793177843,0
No self collision,q2l4sxxn,16,0.08176788687705994,0.3020462989807129,0.11563842743635178,0.7444279193878174,1.4957278966903687,9.169187545776367,-0.049360163509845734,-0.002075224183499813,0
No self collision,q2l4sxxn,17,0.08207596093416214,0.3029894232749939,0.11526423692703247,0.7425843477249146,1.493769645690918,9.142239570617676,-0.048001520335674286,-0.001991158351302147,0
No self collision,q2l4sxxn,18,0.08165162801742554,0.304789662361145,0.11504428088665009,0.7406606674194336,1.4985917806625366,9.142668724060059,-0.046074144542217255,-0.0018582961056381464,0
No self collision,q2l4sxxn,19,0.08043219149112701,0.2989926338195801,0.11388196796178818,0.7372569441795349,1.502848505973816,9.184551239013672,-0.04443690925836563,-0.0017404682002961636,0
No self collision,q2l4sxxn,20,0.08026242256164551,0.3030022084712982,0.11369810998439789,0.733415961265564,1.5080173015594482,9.192376136779785,-0.043026626110076904,-0.0016842158511281013,0
No self collision,q2l4sxxn,21,0.0783471018075943,0.29926133155822754,0.11258333176374435,0.7321273684501648,1.5098638534545898,9.226879119873047,-0.041243381798267365,-0.0015328207518905401,0
No self collision,q2l4sxxn,22,0.07880627363920212,0.3013978600502014,0.11256533861160278,0.7274017333984375,1.511589765548706,9.196008682250977,-0.04026475548744202,-0.0015051383525133133,0
No self collision,q2l4sxxn,23,0.07799039036035538,0.2972460985183716,0.11213059723377228,0.7264825105667114,1.5165671110153198,9.206683158874512,-0.03880174458026886,-0.0013987303245812654,0
No self collision,q2l4sxxn,24,0.07802844047546387,0.2984786927700043,0.11197400093078613,0.7228626608848572,1.5184504985809326,9.202524185180664,-0.03786282613873482,-0.0013683665310963988,0
No self collision,q2l4sxxn,25,0.07730653882026672,0.2930096387863159,0.11117677390575409,0.719327449798584,1.5201762914657593,9.217890739440918,-0.0365447923541069,-0.0012805908918380737,0
No self collision,q2l4sxxn,26,0.0773707926273346,0.29492542147636414,0.11090824007987976,0.7196882963180542,1.526174545288086,9.220151901245117,-0.03580084443092346,-0.0012653032317757607,0
No self collision,q2l4sxxn,27,0.0780610740184784,0.2955937385559082,0.11108064651489258,0.7180044054985046,1.527073860168457,9.214065551757812,-0.03502539545297623,-0.0012179299956187606,0
No self collision,q2l4sxxn,28,0.07651318609714508,0.2928181290626526,0.10982390493154526,0.7109570503234863,1.5230610370635986,9.190673828125,-0.0338582769036293,-0.001163783948868513,0
No self collision,q2l4sxxn,29,0.07615090906620026,0.28805291652679443,0.10923977196216583,0.7078725695610046,1.5243072509765625,9.174617767333984,-0.0327170267701149,-0.0010840595932677388,0
No self collision,q2l4sxxn,30,0.07615996897220612,0.2867445945739746,0.10899633169174194,0.7053486704826355,1.5272363424301147,9.164867401123047,-0.03173578530550003,-0.0010287684854120016,0
No self collision,q2l4sxxn,31,0.07577627897262573,0.28605830669403076,0.10849031805992126,0.700225293636322,1.5229156017303467,9.129402160644531,-0.030777355656027794,-0.0009877230040729046,0
No self collision,q2l4sxxn,32,0.07552820444107056,0.2825205326080322,0.10878627002239227,0.699555516242981,1.5287587642669678,9.138011932373047,-0.03012295626103878,-0.0009543468477204442,0
