motion,method,joint,violating_frames_gt_0p1deg,max_excess_deg
113_21,GMR,waist_yaw_joint,0,0.0
113_21,GMR,waist_roll_joint,0,0.0
113_21,GMR,waist_pitch_joint,0,0.0
113_21,GMR,left_shoulder_pitch_joint,0,0.0
113_21,GMR,left_shoulder_roll_joint,0,0.0
113_21,GMR,left_shoulder_yaw_joint,0,0.0
113_21,GMR,left_elbow_joint,0,0.0
113_21,GMR,left_wrist_roll_joint,0,0.0
113_21,GMR,left_wrist_pitch_joint,0,0.0
113_21,GMR,left_wrist_yaw_joint,0,0.0
113_21,GMR,right_shoulder_pitch_joint,0,0.0
113_21,GMR,right_shoulder_roll_joint,0,0.0
113_21,GMR,right_shoulder_yaw_joint,0,0.0
113_21,GMR,right_elbow_joint,0,0.0
113_21,GMR,right_wrist_roll_joint,0,0.0
113_21,GMR,right_wrist_pitch_joint,0,0.0
113_21,GMR,right_wrist_yaw_joint,0,0.0
114_15,GMR,left_hip_pitch_joint,0,0.0
114_15,GMR,left_hip_roll_joint,0,0.0
114_15,GMR,left_hip_yaw_joint,0,0.0
114_15,GMR,left_knee_joint,0,0.0
114_15,GMR,left_ankle_pitch_joint,0,0.0
114_15,GMR,left_ankle_roll_joint,0,0.0
114_15,GMR,right_hip_pitch_joint,0,0.0
114_15,GMR,right_hip_roll_joint,0,0.0
114_15,GMR,right_hip_yaw_joint,0,0.0
114_15,GMR,right_knee_joint,0,0.0
114_15,GMR,right_ankle_pitch_joint,0,0.0
114_15,GMR,right_ankle_roll_joint,0,0.0
114_15,GMR,waist_yaw_joint,0,0.0
114_15,GMR,waist_roll_joint,0,0.0
114_15,GMR,waist_pitch_joint,0,0.0
114_15,GMR,left_shoulder_pitch_joint,0,0.0
114_15,GMR,left_shoulder_roll_joint,0,0.0
114_15,GMR,left_shoulder_yaw_joint,0,0.0
114_15,GMR,left_elbow_joint,0,0.0
114_15,GMR,left_wrist_roll_joint,0,0.0
114_15,GMR,left_wrist_pitch_joint,0,0.0
114_15,GMR,left_wrist_yaw_joint,0,0.0
114_15,GMR,right_shoulder_pitch_joint,0,0.0
114_15,GMR,right_shoulder_roll_joint,0,0.0
114_15,GMR,right_shoulder_yaw_joint,0,0.0
114_15,GMR,right_elbow_joint,0,0.0
114_15,GMR,right_wrist_roll_joint,0,0.0
114_15,GMR,right_wrist_pitch_joint,0,0.0
114_15,GMR,right_wrist_yaw_joint,0,0.0
124_11,GMR,left_hip_pitch_joint,0,0.0
124_11,GMR,left_hip_roll_joint,0,0.0
124_11,GMR,left_hip_yaw_joint,0,0.0
124_11,GMR,left_knee_joint,0,0.0
124_11,GMR,left_ankle_pitch_joint,0,0.0
124_11,GMR,left_ankle_roll_joint,0,0.0
124_11,GMR,right_hip_pitch_joint,0,0.0
124_11,GMR,right_hip_roll_joint,0,0.0
124_11,GMR,right_hip_yaw_joint,0,0.0
124_11,GMR,right_knee_joint,0,0.0
124_11,GMR,right_ankle_pitch_joint,0,0.0
124_11,GMR,right_ankle_roll_joint,0,0.0
124_11,GMR,waist_yaw_joint,0,0.0
124_11,GMR,waist_roll_joint,0,0.0
124_11,GMR,waist_pitch_joint,0,0.0
124_11,GMR,left_shoulder_pitch_joint,0,0.0
124_11,GMR,left_shoulder_roll_joint,0,0.0
124_11,GMR,left_shoulder_yaw_joint,0,0.0
124_11,GMR,left_elbow_joint,0,0.0
124_11,GMR,left_wrist_roll_joint,0,0.0
124_11,GMR,left_wrist_pitch_joint,0,0.0
124_11,GMR,left_wrist_yaw_joint,0,0.0
124_11,GMR,right_shoulder_pitch_joint,0,0.0
124_11,GMR,right_shoulder_roll_joint,0,0.0
124_11,GMR,right_shoulder_yaw_joint,0,0.0
124_11,GMR,right_elbow_joint,0,0.0
124_11,GMR,right_wrist_roll_joint,0,0.0
124_11,GMR,right_wrist_pitch_joint,0,0.0
124_11,GMR,right_wrist_yaw_joint,0,0.0
135_04,GMR,left_hip_pitch_joint,0,0.0
135_04,GMR,left_hip_roll_joint,0,0.0
135_04,GMR,left_hip_yaw_joint,0,0.0
135_04,GMR,left_knee_joint,0,0.0
135_04,GMR,left_ankle_pitch_joint,0,6.3611093629270335e-15
135_04,GMR,left_ankle_roll_joint,0,0.0
135_04,GMR,right_hip_pitch_joint,0,0.0
135_04,GMR,right_hip_roll_joint,0,0.0
135_04,GMR,right_hip_yaw_joint,0,0.0
135_04,GMR,right_knee_joint,0,0.0
135_04,GMR,right_ankle_pitch_joint,0,0.0
135_04,GMR,right_ankle_roll_joint,0,0.0
135_04,GMR,waist_yaw_joint,0,0.0
135_04,GMR,waist_roll_joint,0,0.0
135_04,GMR,waist_pitch_joint,0,0.0
135_04,GMR,left_shoulder_pitch_joint,0,0.0
135_04,GMR,left_shoulder_roll_joint,0,0.0
135_04,GMR,left_shoulder_yaw_joint,0,0.0
135_04,GMR,left_elbow_joint,0,0.0
135_04,GMR,left_wrist_roll_joint,0,0.0
135_04,GMR,left_wrist_pitch_joint,0,0.0
135_04,GMR,left_wrist_yaw_joint,0,0.0
135_04,GMR,right_shoulder_pitch_joint,0,0.0
135_04,GMR,right_shoulder_roll_joint,0,0.0
135_04,GMR,right_shoulder_yaw_joint,0,0.0
135_04,GMR,right_elbow_joint,0,0.0
135_04,GMR,right_wrist_roll_joint,0,0.0
135_04,GMR,right_wrist_pitch_joint,0,0.0
135_04,GMR,right_wrist_yaw_joint,0,0.0
47_01,GMR,left_hip_pitch_joint,0,0.0
47_01,GMR,left_hip_roll_joint,0,0.0
47_01,GMR,left_hip_yaw_joint,0,0.0
47_01,GMR,left_knee_joint,0,0.0
47_01,GMR,left_ankle_pitch_joint,0,0.0
47_01,GMR,left_ankle_roll_joint,0,0.0
47_01,GMR,right_hip_pitch_joint,0,0.0
47_01,GMR,right_hip_roll_joint,0,0.0
47_01,GMR,right_hip_yaw_joint,0,0.0
47_01,GMR,right_knee_joint,0,0.0
47_01,GMR,right_ankle_pitch_joint,0,0.0
47_01,GMR,right_ankle_roll_joint,0,0.0
47_01,GMR,waist_yaw_joint,0,0.0
47_01,GMR,waist_roll_joint,0,0.0
47_01,GMR,waist_pitch_joint,0,0.0
47_01,GMR,left_shoulder_pitch_joint,0,0.0
47_01,GMR,left_shoulder_roll_joint,0,0.0
47_01,GMR,left_shoulder_yaw_joint,0,0.0
47_01,GMR,left_elbow_joint,0,0.0
47_01,GMR,left_wrist_roll_joint,0,0.0
47_01,GMR,left_wrist_pitch_joint,0,0.0
47_01,GMR,left_wrist_yaw_joint,0,0.0
47_01,GMR,right_shoulder_pitch_joint,0,0.0
47_01,GMR,right_shoulder_roll_joint,0,0.0
47_01,GMR,right_shoulder_yaw_joint,0,0.0
47_01,GMR,right_elbow_joint,0,0.0
47_01,GMR,right_wrist_roll_joint,0,0.0
47_01,GMR,right_wrist_pitch_joint,0,0.0
47_01,GMR,right_wrist_yaw_joint,0,0.0
76_10,GMR,left_hip_pitch_joint,0,0.0
76_10,GMR,left_hip_roll_joint,0,0.0
76_10,GMR,left_hip_yaw_joint,0,0.0
76_10,GMR,left_knee_joint,0,0.0
76_10,GMR,left_ankle_pitch_joint,0,0.0
76_10,GMR,left_ankle_roll_joint,0,0.0
76_10,GMR,right_hip_pitch_joint,0,0.0
76_10,GMR,right_hip_roll_joint,0,0.0
76_10,GMR,right_hip_yaw_joint,0,0.0
76_10,GMR,right_knee_joint,0,0.0
76_10,GMR,right_ankle_pitch_joint,0,0.0
76_10,GMR,right_ankle_roll_joint,0,0.0
76_10,GMR,waist_yaw_joint,0,0.0
76_10,GMR,waist_roll_joint,0,0.0
76_10,GMR,waist_pitch_joint,0,0.0
76_10,GMR,left_shoulder_pitch_joint,0,0.0
76_10,GMR,left_shoulder_roll_joint,0,0.0
76_10,GMR,left_shoulder_yaw_joint,0,0.0
76_10,GMR,left_elbow_joint,0,0.0
76_10,GMR,left_wrist_roll_joint,0,0.0
76_10,GMR,left_wrist_pitch_joint,0,0.0
76_10,GMR,left_wrist_yaw_joint,0,0.0
76_10,GMR,right_shoulder_pitch_joint,0,0.0
76_10,GMR,right_shoulder_roll_joint,0,0.0
76_10,GMR,right_shoulder_yaw_joint,0,0.0
76_10,GMR,right_elbow_joint,0,0.0
76_10,GMR,right_wrist_roll_joint,0,0.0
76_10,GMR,right_wrist_pitch_joint,0,0.0
76_10,GMR,right_wrist_yaw_joint,0,0.0
