time_s,global_body_position_error,root_relative_body_position_error,scale_normalised_body_position_error,end_effector_error,root_height,pelvis_root_position_error,torso_position_error,head_position_error,left_shoulder_position_error,right_shoulder_position_error,left_elbow_position_error,right_elbow_position_error,left_hand_position_error,right_hand_position_error,left_hip_position_error,right_hip_position_error,left_knee_position_error,right_knee_position_error,left_foot_position_error,right_foot_position_error,root_trajectory_error,root_vertical_error,root_heading_error_deg,body_orientation_error_deg,mean_joint_jerk,maximum_joint_jerk,root_linear_jerk,root_angular_jerk,discontinuity,left_foot_contact,right_foot_contact,left_foot_sliding_velocity,right_foot_sliding_velocity,ground_penetration_depth,self_collision_pair_count,joint_limit_violation_count
0.0,2.192996097140053,0.22320526275055344,0.11566294938299032,0.1808671701738413,0.793,0.0819288263109762,0.12362542729173281,0.05251608307201259,0.09848701256935503,0.06763699726129617,0.11459953700001786,0.07990324757141316,0.32548636864455655,0.20982448419389838,0.060001432328986734,0.06371127173833811,0.10831243293819003,0.03240220486534212,0.1307744513773215,0.1857344635814175,0.0,0.14956305992603303,0.0,4.127033537836594e-15,56.697075851395354,256.13103812615043,4.16666951867212,119.20913273026709,0,1,1,0.0,0.0,0.0,0,0
0.03333333333333333,2.1953469490598474,0.22376899319557855,0.11536646057986341,0.18023903416935977,0.792711076598846,0.08190747109774317,0.12383223876113034,0.051864818301526776,0.0983447456441632,0.06703924765607211,0.1143640042260907,0.07912516246230489,0.32575793122107133,0.20749353812503285,0.059954228056600826,0.06375254789286824,0.10845247546345477,0.03252961659072438,0.13028967159514038,0.18578921160402742,0.00010116694034621347,0.14949751450470783,0.017685594355829996,0.43121501393959694,48.3388003274096,255.48006135343374,2.33289330256352,75.84941649987738,0,1,1,0.024110051455965842,0.015929087736237312,0.0,0,0
0.06666666666666667,2.197903741166147,0.22468062420039236,0.11496107218055694,0.17914530438534604,0.7924808415226615,0.08189055631924129,0.12395501980877295,0.05117019805124601,0.09809133083258445,0.06674545872096278,0.11468925107691437,0.07863341581819819,0.32592512094173864,0.20275110356052087,0.059892973366197755,0.06380158829127548,0.1083601658606053,0.0326298006868716,0.13005420137108342,0.18582589800214128,0.00015844089288090992,0.14944528316930172,0.0018381425227239191,0.8497969072929155,32.688447539821745,179.0443314197707,1.137921496753193,52.9223301264947,0,1,1,0.015268948426936615,0.011619917593279773,0.0,0,0
0.1,2.2002700386035445,0.22587744561124196,0.11447240585672397,0.17786009905632524,0.7921838533351292,0.08186868182058626,0.12403291600725581,0.05107261605998043,0.09778298758158584,0.06648708088836225,0.11495634093963703,0.07816361681746573,0.32598641670930784,0.1963136817849189,0.059795845070757074,0.06388850514413667,0.1082486098437355,0.03256100845571162,0.13000146208606297,0.18592631864135603,0.00020159137208142447,0.14937790816332208,0.18141293907122708,1.3425610149420069,21.00913112507417,148.5559361644515,2.112382343483699,18.247031997491185,0,1,1,0.03533789111855483,0.004082044372516688,0.00020345586657626643,0,0
0.13333333333333333,2.2021980923178686,0.22715058557491818,0.11387825347209322,0.17623791330219724,0.7919990434111356,0.08185482760034865,0.12411264567125764,0.05081758211648201,0.09724074451175312,0.0665173248785741,0.11462563868372289,0.07798574248460853,0.32555909423625795,0.18853275201198075,0.059690791255904936,0.06398438720897996,0.10853403442407591,0.03243809885118633,0.13051803170197634,0.18576210644428906,0.00018562558598757148,0.1493359820185901,0.46526459791441555,1.9575295049312176,22.30589510763692,196.25238956708716,1.8194209047899605,19.658090777478797,0,1,1,0.01907398662296604,0.01611806797776333,0.0008746903816752296,0,0
0.16666666666666666,2.2042508520063646,0.22847693642746905,0.1133960663748376,0.17485723642156964,0.7919645980283513,0.0818519651293508,0.12411575496255033,0.050402548670452935,0.09669451504966627,0.06653488350488765,0.11511361121119151,0.07764888192838432,0.32580962395496643,0.18081774149248256,0.05958378709587251,0.06409385865341849,0.10885746406317116,0.03216009191622243,0.13187720876626666,0.18537905922367975,0.00012232977693606517,0.14932816770822865,0.7789337648973271,2.693225302498845,34.085654490245254,195.4483339409307,3.403938346318079,26.22396957971356,0,1,1,0.056401907362408625,0.01978525684101648,0.001538251947807586,0,0
0.2,2.205995240328052,0.22965646313295557,0.11298892368205728,0.17368326021860153,0.7919232538524,0.08184877678369819,0.12415840059230232,0.050568783832314654,0.09652054736508202,0.06631209666414102,0.11571520003551578,0.07714363917109675,0.32613336514336366,0.17378510634476016,0.05950643827057014,0.06414447257498378,0.1092654106534445,0.031802572027016744,0.13292374067304025,0.18500530509952895,8.808901185448449e-05,0.14931878833147605,0.9978276659119676,3.2691122209811962,24.92393625341159,113.51401453024185,3.2073791128662252,14.948183690168403,0,1,1,0.03133085171674278,0.014554465818568646,0.002132273125638208,0,0
0.23333333333333334,2.207366101373384,0.230513426867073,0.11257139739849015,0.17261407381368826,0.7917684682535978,0.08183822731594328,0.1242746026589184,0.050611598409524616,0.09624144165359082,0.0660129715424854,0.11569286549311786,0.07652244391821944,0.3259431028245146,0.16826129286873945,0.05949906576598181,0.06409638193964493,0.10958714317229948,0.03173544844870966,0.13294650900007643,0.18530786596558624,0.00026747490654678097,0.14928367353202388,1.0208204278580222,3.6620454168871603,26.26433947929968,72.84774781632078,2.8627448729947185,17.45675639180308,0,1,1,0.014801983278178067,0.005379020276214915,0.00264564466548554,0,0
0.26666666666666666,2.2085975286559103,0.23099967608426847,0.11232213570250492,0.17211496008992538,0.7913628483652112,0.08181213447547765,0.12441457409535547,0.05091017982654538,0.09595762951365232,0.06560350545485819,0.11590193241231458,0.07571116530912378,0.3260598512443375,0.1656750157043954,0.05950498233179276,0.06398722385402271,0.10976664436117402,0.031597443280175525,0.13220622656436165,0.18572352710998705,0.0005832085916868651,0.14919165424118075,1.0274182022418505,3.8410819458739276,32.06788283188679,123.87227526763877,3.885468411736375,38.7038599142729,0,1,1,0.044951899064753865,0.012323894493633698,0.003095233248792166,0,0
0.3,2.209705127747683,0.2311021749758305,0.11228255379285365,0.17219281886330953,0.7909112203280281,0.08179061642338302,0.12453547699508596,0.05127559146428966,0.09538309816941307,0.06562934744657072,0.11604522851937898,0.07520396376152037,0.32638248273138826,0.1656346732644512,0.059560589243222,0.0638288723891312,0.10975742045222789,0.0315395991763242,0.1311090032090568,0.18656234364736177,0.0010637615602855051,0.14908919750053184,1.086467890495524,3.911227487330595,36.283655666510704,183.4438784431882,4.823496931747677,62.642842735938466,0,1,1,0.043795035980163335,0.021792569777247497,0.003390589847975886,0,0
