motion_name,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,output_pkl,video_path,video_error
13_01_unitree_g1_gmr.pkl,20,0.9504108996539792,0.9532718956925396,False,True,0.2395671864676932,2.3122244278195607,1.1949261864764538,20.733358934981865,0.3311294486137679,0.5934695092104295,0.26163886616810106,0.4546474522108382,0.9026468871450194,1.0,0.9026468871450194,1.0,0.24985692028755538,0.49656629998903157,0.822458882984194,0.24985692028755538,318979.6361099971,2358784.303476947,0.6281755145013153,,,100.0,4.0,150.0,1.5,5,0.8,0.05,0.3,-3462.1051436942157,False,root height below threshold: 0.2499 < 0.25,outputs/final product/pd_tracking_debug/smoke_run/13_01_unitree_g1_gmr_pd_tracking.pkl,,
