motion,tightening_percent,run_path,run_id,metric,numeric_points
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Loss/surrogate,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Loss/surrogate,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Loss/surrogate,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Loss/surrogate,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Loss/surrogate,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Loss/value,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Loss/value,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Loss/value,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Loss/value,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Loss/value,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Loss/value,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Loss/value,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Loss/value,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Loss/value,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Loss/value,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_anchor_ang_vel,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_anchor_ang_vel,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_anchor_ang_vel,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_anchor_ang_vel,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_anchor_ang_vel,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_anchor_ang_vel,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_anchor_ang_vel,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_anchor_ang_vel,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_anchor_ang_vel,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_anchor_ang_vel,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_anchor_lin_vel,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_anchor_lin_vel,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_anchor_lin_vel,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_anchor_lin_vel,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_anchor_lin_vel,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_anchor_lin_vel,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_anchor_lin_vel,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_anchor_lin_vel,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_anchor_lin_vel,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_anchor_lin_vel,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_anchor_pos,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_anchor_pos,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_anchor_pos,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_anchor_pos,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_anchor_pos,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_anchor_pos,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_anchor_pos,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_anchor_pos,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_anchor_pos,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_anchor_pos,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_anchor_rot,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_anchor_rot,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_anchor_rot,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_anchor_rot,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_anchor_rot,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_anchor_rot,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_anchor_rot,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_anchor_rot,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_anchor_rot,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_anchor_rot,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_body_ang_vel,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_body_ang_vel,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_body_ang_vel,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_body_ang_vel,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_body_ang_vel,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_body_ang_vel,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_body_ang_vel,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_body_ang_vel,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_body_ang_vel,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_body_ang_vel,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_body_lin_vel,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_body_lin_vel,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_body_lin_vel,1000
