motion,tightening_percent,run_path,run_id,metric,numeric_points
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_body_lin_vel,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_body_lin_vel,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_body_lin_vel,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_body_lin_vel,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_body_lin_vel,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_body_lin_vel,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_body_lin_vel,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_body_pos,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_body_pos,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_body_pos,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_body_pos,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_body_pos,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_body_pos,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_body_pos,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_body_pos,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_body_pos,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_body_pos,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_body_rot,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_body_rot,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_body_rot,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_body_rot,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_body_rot,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_body_rot,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_body_rot,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_body_rot,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_body_rot,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_body_rot,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_joint_pos,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_joint_pos,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_joint_pos,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_joint_pos,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_joint_pos,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_joint_pos,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_joint_pos,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_joint_pos,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_joint_pos,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_joint_pos,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/error_joint_vel,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/error_joint_vel,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/error_joint_vel,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/error_joint_vel,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/error_joint_vel,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/error_joint_vel,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/error_joint_vel,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/error_joint_vel,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/error_joint_vel,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/error_joint_vel,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/sampling_entropy,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/sampling_entropy,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/sampling_entropy,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/sampling_entropy,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/sampling_entropy,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/sampling_entropy,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/sampling_entropy,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/sampling_entropy,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/sampling_entropy,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/sampling_entropy,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/sampling_top1_bin,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/sampling_top1_bin,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/sampling_top1_bin,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/sampling_top1_bin,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/sampling_top1_bin,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/sampling_top1_bin,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/sampling_top1_bin,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/sampling_top1_bin,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/sampling_top1_bin,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/sampling_top1_bin,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Metrics/motion/sampling_top1_prob,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Metrics/motion/sampling_top1_prob,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Metrics/motion/sampling_top1_prob,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Metrics/motion/sampling_top1_prob,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Metrics/motion/sampling_top1_prob,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Metrics/motion/sampling_top1_prob,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Metrics/motion/sampling_top1_prob,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Metrics/motion/sampling_top1_prob,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Metrics/motion/sampling_top1_prob,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Metrics/motion/sampling_top1_prob,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Perf/collection_time,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Perf/collection_time,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Perf/collection_time,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Perf/collection_time,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Perf/collection_time,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Perf/collection_time,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Perf/collection_time,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Perf/collection_time,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Perf/collection_time,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Perf/collection_time,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Perf/learning_time,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Perf/learning_time,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Perf/learning_time,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Perf/learning_time,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Perf/learning_time,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Perf/learning_time,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Perf/learning_time,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Perf/learning_time,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Perf/learning_time,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Perf/learning_time,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Perf/total_fps,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Perf/total_fps,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Perf/total_fps,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Perf/total_fps,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Perf/total_fps,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Perf/total_fps,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Perf/total_fps,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Perf/total_fps,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Perf/total_fps,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Perf/total_fps,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Policy/mean_std,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Policy/mean_std,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Policy/mean_std,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Policy/mean_std,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Policy/mean_std,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Policy/mean_std,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Policy/mean_std,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Policy/mean_std,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Policy/mean_std,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Policy/mean_std,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Train/mean_episode_length,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Train/mean_episode_length,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Train/mean_episode_length,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Train/mean_episode_length,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Train/mean_episode_length,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Train/mean_episode_length,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Train/mean_episode_length,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Train/mean_episode_length,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Train/mean_episode_length,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Train/mean_episode_length,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,Train/mean_reward,1000
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,Train/mean_reward,1000
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,Train/mean_reward,1000
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,Train/mean_reward,1000
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,Train/mean_reward,1000
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,Train/mean_reward,1000
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,Train/mean_reward,1000
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,Train/mean_reward,1000
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,Train/mean_reward,1000
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,Train/mean_reward,1000
135_04,0.0,wenboli787-university-of-glasgow/mjlab/n61zry8v,n61zry8v,video,0
135_04,10.0,wenboli787-university-of-glasgow/mjlab/t0v9ymkr,t0v9ymkr,video,0
135_04,20.0,wenboli787-university-of-glasgow/mjlab/5c6btig5,5c6btig5,video,0
135_04,30.0,wenboli787-university-of-glasgow/mjlab/x0bcsoex,x0bcsoex,video,0
135_04,40.0,wenboli787-university-of-glasgow/mjlab/hi111qky,hi111qky,video,0
135_04,50.0,wenboli787-university-of-glasgow/mjlab/4lxbgbhi,4lxbgbhi,video,0
135_04,60.0,wenboli787-university-of-glasgow/mjlab/ipjv1mrp,ipjv1mrp,video,0
135_04,70.0,wenboli787-university-of-glasgow/mjlab/j4lh9vbo,j4lh9vbo,video,0
135_04,80.0,wenboli787-university-of-glasgow/mjlab/wfyw2ox5,wfyw2ox5,video,0
135_04,90.0,wenboli787-university-of-glasgow/mjlab/ulg9855a,ulg9855a,video,0
