time_s,global_body_position_error,root_relative_body_position_error,scale_normalised_body_position_error,end_effector_error,root_height,pelvis_root_position_error,torso_position_error,head_position_error,left_shoulder_position_error,right_shoulder_position_error,left_elbow_position_error,right_elbow_position_error,left_hand_position_error,right_hand_position_error,left_hip_position_error,right_hip_position_error,left_knee_position_error,right_knee_position_error,left_foot_position_error,right_foot_position_error,root_trajectory_error,root_vertical_error,root_heading_error_deg,body_orientation_error_deg,mean_joint_jerk,maximum_joint_jerk,root_linear_jerk,root_angular_jerk,discontinuity,left_foot_contact,right_foot_contact,left_foot_sliding_velocity,right_foot_sliding_velocity,ground_penetration_depth,self_collision_pair_count,joint_limit_violation_count
0.0,0.27295660190964033,0.20162436478774529,0.06573754307785745,0.06206661614820843,0.7376721328327932,0.030941547597949204,0.15493948693680434,0.021440117573342077,0.07585028258155717,0.048048263400180355,0.10065641399099916,0.1066899123251046,0.08493078109761862,0.1051847477362509,0.031058370706495572,0.013567317853232112,0.050118469121302515,0.06386000091319485,0.049485618345607586,0.04929181598822299,0.0,0.18115116895935157,0.0,1.2898087255604689e-14,113.6878696196921,388.4935582457814,6.411970686415276,2982.7423497487694,0,1,1,0.0,0.0,0.054579193601767405,0,0
0.03333333333333333,0.2733020391719237,0.20136696949225058,0.06610814411059893,0.06343447727193384,0.7377666289368664,0.031806831758364705,0.15368328287217625,0.021442490271111937,0.0755672323716674,0.04912991460479639,0.10347458805935875,0.10651263957698816,0.08522543883677897,0.10600762911664882,0.0349401227749577,0.009519668114882817,0.047867961639289455,0.061947533526833,0.056078529369124844,0.04841829876600467,0.000978457025797264,0.18018799476232183,5.332041374149604,1.9844252468578627,154.74263562131154,569.7968315485465,8.540173779472052,1750.4339689491367,0,1,1,1.1023608562756415,0.05714849401277546,0.05534805696845133,0,0
0.06666666666666667,0.27290667676553965,0.2007117235809539,0.06811174361740084,0.06709054762956494,0.738469317203233,0.03354805990654445,0.15203637668236966,0.021054439212060443,0.07565022170104657,0.05239129879308714,0.10658700453201321,0.10672132387821089,0.08683156579872724,0.10827154440467361,0.039279108042151546,0.007770796053182821,0.05157058849950121,0.06066863802508042,0.0708962568489112,0.04839893188345222,0.0015202393123553344,0.17856191133909483,10.31460730218317,3.8439524112614993,174.456498701243,696.5286318264675,12.379569317533967,520.7877088343188,0,1,1,1.5155681781696824,0.04456708056699284,0.05549618362793796,0,0
0.1,0.27275592777198787,0.20009365975431806,0.07047778965829149,0.07029015402418627,0.73960638369635,0.03520222902779574,0.15090832979515262,0.01945282192286407,0.07511764055812273,0.05571414724337677,0.10902895704280459,0.1059731309666285,0.08837426579375321,0.10940037775755158,0.0436881530728512,0.00844035745106493,0.06115212412276262,0.060491005472881304,0.08563277159602432,0.048590533050738155,0.002519691542820268,0.17757051859780892,15.466013500957173,5.195359460369249,169.3938024678328,836.5944553322861,18.529133745866048,161.16354736236798,0,1,1,1.8731839491786615,0.03771831879291592,0.055479761391519375,2,0
0.13333333333333333,0.2734601828698731,0.19946238116440432,0.07121878066013582,0.07050985064996358,0.7401106068933547,0.03576673884529078,0.1512831055807327,0.016226803319803286,0.07331417316250761,0.05727000389932501,0.10904186793933955,0.10096103095818237,0.0899447173218065,0.10627708465566522,0.046694279433394055,0.008664513422674517,0.07171723909327027,0.061019504317502464,0.09146959893746319,0.04863104901507969,0.0033442150228965607,0.17824515606517188,21.176426144525273,6.088474643563959,139.98156982132002,595.520018721526,13.551581069186554,99.73162199548624,0,1,1,1.9791116745022779,0.01788894974177915,0.05580805711186099,2,0
0.16666666666666666,0.27455562245969234,0.19979837545445595,0.07029227383429824,0.0676503213624862,0.7401760809828726,0.03632169456445222,0.15276492744121462,0.012019887931795628,0.06773294612298926,0.05665009020147795,0.10687052334701662,0.09361708273285811,0.08971384977119606,0.10015257099295267,0.04938820466714943,0.010061715727258542,0.08170806405992881,0.06101725183769717,0.08825851965171089,0.04810677846477575,0.002385234667824999,0.1785615093300852,26.580185233880222,5.345043208388486,113.3332685095069,503.03582444875167,12.71837555632687,69.13970279173496,0,0,1,0.0,0.04967489842092853,0.05600265047668406,2,0
0.2,0.276308061490787,0.19984530357864677,0.06955197705923567,0.06497599513637647,0.739709208897704,0.036940277559787967,0.15412322874373138,0.009267011169037885,0.06371547565434836,0.05754605182381023,0.10748078119204653,0.08818030080187944,0.09114038544544702,0.09605043871979793,0.051342990529037145,0.010484164073778572,0.0877292586120098,0.060857151216223294,0.08105648088479976,0.04736565946279981,0.0021404689959124298,0.17938577086532703,32.74580577723938,5.597528487570245,153.9181622214619,1052.1929871305372,6.598917331638766,57.345542061162845,0,1,1,0.0,0.04623135238485731,0.05580557133002184,2,0
0.23333333333333334,0.27676854388106287,0.19813243076292866,0.06945863695080708,0.06283520294997802,0.7407818894400945,0.039485590598671204,0.1532473913950873,0.010687223394322256,0.06183957168174385,0.060888209808832854,0.10923718910792601,0.08677227320767794,0.09234669557391624,0.09310047808619587,0.05368510655929527,0.012081991322177776,0.09136260622405608,0.05910360960674771,0.07210434984136126,0.04593726785409444,0.0018907000168159659,0.17794056129309033,38.71213320324812,5.925746176283429,141.8160274404546,1104.0389137304787,20.115302265027154,176.22419428115515,0,1,1,1.1051165105876581,0.0660431410223338,0.05384073577049895,2,0
0.26666666666666666,0.2793293821034209,0.19927617654859858,0.06964789087999261,0.06187720323912312,0.7408386702124018,0.04016112988284445,0.15490758660521217,0.013627427701516598,0.05842579754782319,0.0629149316955681,0.1105422955961405,0.08469635784526644,0.09261813337267683,0.09076565423836537,0.05509769577532112,0.012995645158850301,0.0962997730859259,0.059291133811321554,0.06672376519673977,0.045651035686317086,0.001490970650832264,0.1795361404832464,44.43740598638005,6.144129386513765,106.99925718270657,306.6758439173872,14.295906393391522,261.96285747865664,0,0,1,0.0,0.05853369217904042,0.052090635136472864,2,0
0.3,0.28165875869624807,0.2000838024783927,0.06957942211091359,0.06125702826662853,0.740088346396245,0.04108622709247284,0.15640833377794136,0.017283795674598663,0.05526770815816017,0.06443094241401397,0.11049437697523715,0.08213329114052612,0.09130505737158505,0.08758104290096407,0.05577798193299175,0.014096368966999456,0.09821622339926375,0.05949473647295458,0.06502909754270596,0.045086147843288925,0.0002694956766058395,0.18096750697060682,48.976622858164426,5.808030938965076,124.13597801788013,1101.9498009752467,11.159744330731899,185.3122683909929,0,0,1,0.0,0.057229941506663634,0.050493050989758446,1,0
