frame,time_s,method,joint_limit.max_violation,joint_limit.violated,smoothness.dof_velocity,smoothness.dof_acceleration,smoothness.dof_jerk,stability.base_height,stability.fallen
22,0.7333333333333333,Direct Mapping,0.0,0,0.07690627543019364,0.6692086926444187,11.31264509685808,0.80702566048521,0
23,0.7666666666666667,Direct Mapping,0.0,0,0.08345218998036744,0.49036836685859614,11.454309901290355,0.80651576298521,0
24,0.8,Direct Mapping,0.0,0,0.08806111341173749,0.39906649497175023,10.828613481345428,0.80588618298521,0
25,0.8333333333333334,Direct Mapping,0.0,0,0.08740058366003488,0.4624056037812034,7.066558200028406,0.8052711454852101,0
26,0.8666666666666667,Direct Mapping,0.0,0,0.0806394782865113,0.4742454590731627,7.419134920343196,0.8047071117352101,0
27,0.9,Direct Mapping,0.0,0,0.07579875049915202,0.6018645640754996,8.03815007180371,0.80418453548521,0
28,0.9333333333333333,Direct Mapping,0.0,0,0.07068826939676078,0.6181226603164123,9.91957579867553,0.8037507542352099,0
29,0.9666666666666667,Direct Mapping,0.0,0,0.05706702782799875,0.747300679417467,6.260008986408573,0.80343011923521,0
30,1.0,Direct Mapping,0.0,0,0.05244001931373517,0.621741809100501,8.882452694978703,0.80334146423521,0
31,1.0333333333333334,Direct Mapping,0.0,0,0.05537877577225843,0.39943565454534985,9.3923857592819,0.80344353298521,0
32,1.0666666666666667,Direct Mapping,0.0,0,0.06303755522557249,0.37568220470678537,7.866148396147904,0.80357297173521,0
33,1.1,Direct Mapping,0.0,0,0.06396663308378422,0.3620362450338029,7.64288323401743,0.8037368679852099,0
34,1.1333333333333333,Direct Mapping,0.0,0,0.06318363073940872,0.35665775740096756,7.644928964552611,0.80391256798521,0
35,1.1666666666666667,Direct Mapping,0.0,0,0.06622887143433097,0.415245351108048,7.620905318365272,0.80406738173521,0
36,1.2,Direct Mapping,0.0,0,0.07268536594985904,0.4004994980741612,6.399859810146022,0.80427326048521,0
37,1.2333333333333334,Direct Mapping,0.0,0,0.0764606842407707,0.2923801852515227,7.799102321488294,0.80451966048521,0
38,1.2666666666666666,Direct Mapping,0.0,0,0.07512698779599912,0.34456737619311123,7.2650359243491875,0.80477761048521,0
39,1.3,Direct Mapping,0.0,0,0.07737243019568027,0.39559498351085,7.512731248326196,0.8050680667352101,0
40,1.3333333333333333,Direct Mapping,0.0,0,0.07891944314372844,0.382389336108607,7.920421175092847,0.8053409704852101,0
41,1.3666666666666667,Direct Mapping,0.0,0,0.07571865299012996,0.355317239655308,7.5251789004995455,0.80552822923521,0
42,1.4,Direct Mapping,0.0,0,0.07587692371485114,0.3769962602969851,7.172451933402155,0.8056162104852099,0
43,1.4333333333333333,Direct Mapping,0.0,0,0.07894782772338349,0.4892147269127787,7.758077888002396,0.80565212923521,0
44,1.4666666666666666,Direct Mapping,0.0,0,0.07707382100194761,0.593331547696507,6.546007914856305,0.8055934517352099,0
45,1.5,Direct Mapping,0.0,0,0.07198713778525798,0.5369012877497561,8.165789674321765,0.8054194142352099,0
46,1.5333333333333334,Direct Mapping,0.0,0,0.06802541968893659,0.4527462507148485,10.17883035317298,0.8050971079852101,0
47,1.5666666666666667,Direct Mapping,0.0,0,0.0655662486089597,0.43040412580093046,11.456558472096956,0.80465464673521,0
48,1.6,Direct Mapping,0.0,0,0.061967854808279176,0.5390304787618557,9.389042476859398,0.80418467548521,0
49,1.6333333333333333,Direct Mapping,0.0,0,0.05371652311800879,0.5496842108867939,8.902477720893906,0.8037762517352101,0
50,1.6666666666666667,Direct Mapping,0.0,0,0.043522431790564635,0.6690947348425693,6.647890388061068,0.8034898642352101,0
51,1.7,Direct Mapping,0.0,0,0.03803760107236433,0.5656308123447178,8.132683166541046,0.80331195923521,0
52,1.7333333333333334,Direct Mapping,0.0,0,0.035491498991177255,0.39103091372264964,8.708164099221232,0.8032521442352101,0
53,1.7666666666666666,Direct Mapping,0.0,0,0.03326205796595334,0.28801225786479173,7.487780887379815,0.80326202298521,0
54,1.8,Direct Mapping,0.0,0,0.030537020828882645,0.2646279688807586,6.819926724385087,0.80331048923521,0
55,1.8333333333333333,Direct Mapping,0.0,0,0.02640180396273606,0.31489985027667894,4.672987883511553,0.8033576167352101,0
56,1.8666666666666667,Direct Mapping,0.0,0,0.025600540168681116,0.33232808248354034,4.405984481433288,0.8033978054852101,0
57,1.9,Direct Mapping,0.0,0,0.02540104299071777,0.2578224105752679,5.298649633917069,0.80341989923521,0
58,1.9333333333333333,Direct Mapping,0.0,0,0.02186864240689581,0.2885147568258465,4.943586708395501,0.80340421048521,0
59,1.9666666666666666,Direct Mapping,0.0,0,0.017235302058329256,0.30138588999570476,3.8898892538328687,0.80336830048521,0
60,2.0,Direct Mapping,0.0,0,0.017764371080512268,0.3083184417095921,3.4367593159519236,0.8033196329852101,0
61,2.033333333333333,Direct Mapping,0.0,0,0.021472872781678094,0.25241060807979415,4.433408180606783,0.80325882048521,0
62,2.066666666666667,Direct Mapping,0.0,0,0.024042205761510844,0.2729044679203035,3.8497145554739753,0.80318418298521,0
63,2.1,Direct Mapping,0.0,0,0.028027590884075925,0.17156479282269177,4.983741576623972,0.80306695923521,0
64,2.1333333333333333,Direct Mapping,0.0,0,0.028552247330424028,0.1549128189577014,4.319259499079136,0.8029636829852099,0
65,2.1666666666666665,Direct Mapping,0.0,0,0.028135708060719092,0.18286650097129775,3.7925195721261478,0.80289365673521,0
66,2.2,Direct Mapping,0.0,0,0.025356659762738192,0.24042107704890786,4.0775799174900484,0.80286481673521,0
67,2.2333333333333334,Direct Mapping,0.0,0,0.023133205656090058,0.25556392855921645,5.138151360513065,0.80287462548521,0
68,2.2666666666666666,Direct Mapping,0.0,0,0.021282320921262192,0.26139454859117267,4.385966799020643,0.8028886517352101,0
69,2.3,Direct Mapping,0.0,0,0.023429401079720077,0.29524146831591785,4.485167529122622,0.80288698048521,0
70,2.3333333333333335,Direct Mapping,0.0,0,0.027081764592351277,0.2136914945670736,4.61344154873301,0.80284719423521,0
71,2.3666666666666667,Direct Mapping,0.0,0,0.029864704182882226,0.13047777675747174,6.134869556119706,0.80277623173521,0
72,2.4,Direct Mapping,0.0,0,0.02645126130751011,0.22306072840402702,3.9544344626146395,0.80269138298521,0
73,2.433333333333333,Direct Mapping,0.0,0,0.02443551369311228,0.25390503066242076,2.976195230575152,0.80261440923521,0
74,2.466666666666667,Direct Mapping,0.0,0,0.02575266717632416,0.2248301057461222,4.617612608678733,0.8025392379852101,0
75,2.5,Direct Mapping,0.0,0,0.025618980502427016,0.21560070377454335,4.283113761823575,0.8024754854852101,0
76,2.533333333333333,Direct Mapping,0.0,0,0.023563733011471237,0.16928704955831403,3.960637783985688,0.8024229504852101,0
77,2.566666666666667,Direct Mapping,0.0,0,0.023032215283345796,0.15087729865581362,3.5743270425043256,0.80237908673521,0
78,2.6,Direct Mapping,0.0,0,0.021919715660010355,0.14878825414339117,2.980267355914401,0.80234751673521,0
79,2.6333333333333333,Direct Mapping,0.0,0,0.020801674182315218,0.19058233378990294,3.1145389077762404,0.8023258167352101,0
80,2.6666666666666665,Direct Mapping,0.0,0,0.017472382846469136,0.20311366885526833,2.7511055150918833,0.80232294673521,0
81,2.7,Direct Mapping,0.0,0,0.016946269994159845,0.20946440810078376,3.8600067215267506,0.80233342923521,0
82,2.7333333333333334,Direct Mapping,0.0,0,0.015948262433560238,0.22496788788233568,3.6256550972011117,0.8023581304852101,0
83,2.7666666666666666,Direct Mapping,0.0,0,0.014266227674683538,0.22072689700606316,4.45713189518698,0.8023918442352099,0
84,2.8,Direct Mapping,0.0,0,0.014393181828243872,0.18637331357156997,5.935439193097572,0.80243863923521,0
85,2.8333333333333335,Direct Mapping,0.0,0,0.012468529239104263,0.22714099295270185,4.3914545885059475,0.80247454923521,0
86,2.8666666666666667,Direct Mapping,0.0,0,0.011318182341527963,0.19887288501130615,4.988871698621866,0.80249464798521,0
87,2.9,Direct Mapping,0.0,0,0.012002371548187708,0.1675222170403029,4.85889569184322,0.80249170798521,0
88,2.933333333333333,Direct Mapping,0.0,0,0.011702835634937143,0.23645953115103216,2.3556168928304033,0.80246120548521,0
89,2.966666666666667,Direct Mapping,0.0,0,0.016468724289930157,0.15715978972725156,4.10932011671455,0.80239584298521,0
90,3.0,Direct Mapping,0.0,0,0.01736960167402036,0.12740113507866851,3.7401413706252384,0.80229457923521,0
91,3.033333333333333,Direct Mapping,0.0,0,0.016415095327770142,0.14616059720564317,2.9879572854008303,0.80217868548521,0
92,3.066666666666667,Direct Mapping,0.0,0,0.015842820858650512,0.17943721589690048,2.6393238984507126,0.80206940673521,0
93,3.1,Direct Mapping,0.0,0,0.016364957212743517,0.17810890324693485,3.1773898545136463,0.80197574673521,0
94,3.1333333333333333,Direct Mapping,0.0,0,0.014530790814462381,0.19012246320316634,2.159118621459659,0.80190598298521,0
95,3.1666666666666665,Direct Mapping,0.0,0,0.016415123736994698,0.14385146571459154,3.2746833901231,0.8018585142352099,0
96,3.2,Direct Mapping,0.0,0,0.01591680668942377,0.118848703356943,3.572624292226431,0.80181692548521,0
97,3.2333333333333334,Direct Mapping,0.0,0,0.013963376378824506,0.14232106783914966,2.6705378084507374,0.8017827479852101,0
98,3.2666666666666666,Direct Mapping,0.0,0,0.015296132542035807,0.12908004514120458,1.4936071470713848,0.80175837923521,0
99,3.3,Direct Mapping,0.0,0,0.01678820567393361,0.08091330850749341,1.8082413055587183,0.80173908548521,0
0,0.0,Basic IK,0.0,0,0.02472089143344679,0.5505474944658374,6.504517877855422,0.80335868423521,0
1,0.03333333333333333,Basic IK,0.0,0,0.02783154967438935,0.569576586817928,11.410402985355779,0.80348672298521,0
2,0.06666666666666667,Basic IK,0.0,0,0.03951790212124471,0.5572298067716429,13.030219992563467,0.8038016879852099,0
3,0.1,Basic IK,0.0,0,0.04292073101737583,0.5959572515091411,7.98299091099617,0.80420536923521,0
4,0.13333333333333333,Basic IK,0.0,0,0.05030271849855115,0.35570991929701584,9.052370098126831,0.8046624517352101,0
5,0.16666666666666666,Basic IK,0.0,0,0.04997919484018608,0.29060600213467425,7.2399121622656155,0.80512388298521,0
6,0.2,Basic IK,0.0,0,0.04817397763350964,0.32276361303578416,6.717460520625392,0.80556301048521,0
7,0.23333333333333334,Basic IK,0.0,0,0.04935205261016615,0.3841229255256125,8.722579019285932,0.80598184673521,0
8,0.26666666666666666,Basic IK,0.0,0,0.05278944042670409,0.4516441131643192,6.040018892293924,0.80641830548521,0
9,0.3,Basic IK,0.0,0,0.06385450076608068,0.4345568442897274,8.766287739524616,0.8069114379852099,0
10,0.3333333333333333,Basic IK,0.0,0,0.07228970464160975,0.2857175156726223,13.593766830790415,0.8074460979852099,0
11,0.36666666666666664,Basic IK,0.0,0,0.0658768114008554,0.6372909160440755,11.02555345620955,0.8079702754852099,0
12,0.4,Basic IK,0.0,0,0.059247165433541686,0.6990485237665414,8.857401937304365,0.8083196804852101,0
13,0.43333333333333335,Basic IK,0.0,0,0.05841951823088541,0.5530033642295402,11.608434225018724,0.80846640923521,0
14,0.4666666666666667,Basic IK,0.0,0,0.056318904609289226,0.5218683553429092,12.34518352532041,0.80848349798521,0
15,0.5,Basic IK,0.0,0,0.048832704368497654,0.6121730287491203,11.50160743244277,0.8083870379852099,0
16,0.5333333333333333,Basic IK,0.0,0,0.04031789323585919,0.6612467933681418,8.838691820429052,0.8082021854852101,0
17,0.5666666666666667,Basic IK,0.0,0,0.036069649992693936,0.5753414257786205,9.51217601400217,0.80805492298521,0
18,0.6,Basic IK,0.0,0,0.04283899547035909,0.38346407737410076,13.471042606542184,0.8079252742352101,0
19,0.6333333333333333,Basic IK,0.0,0,0.04134981573758366,0.4699273922672163,12.06466587065761,0.8077690692352101,0
20,0.6666666666666666,Basic IK,0.0,0,0.04571124097249001,0.6622574215985848,12.800590881429057,0.80759616923521,0
21,0.7,Basic IK,0.0,0,0.05970283145686901,0.788559015990464,10.290336124648933,0.8073786704852101,0
22,0.7333333333333333,Basic IK,0.0,0,0.07690627543019364,0.6692086926444187,11.31264509685808,0.80702566048521,0
23,0.7666666666666667,Basic IK,0.0,0,0.08345218998036744,0.49036836685859614,11.454309901290355,0.80651576298521,0
24,0.8,Basic IK,0.0,0,0.08806111341173749,0.39906649497175023,10.828613481345428,0.80588618298521,0
25,0.8333333333333334,Basic IK,0.0,0,0.08740058366003488,0.4624056037812034,7.066558200028406,0.8052711454852101,0
26,0.8666666666666667,Basic IK,0.0,0,0.0806394782865113,0.4742454590731627,7.419134920343196,0.8047071117352101,0
27,0.9,Basic IK,0.0,0,0.07579875049915202,0.6018645640754996,8.03815007180371,0.80418453548521,0
28,0.9333333333333333,Basic IK,0.0,0,0.07068826939676078,0.6181226603164123,9.91957579867553,0.8037507542352099,0
29,0.9666666666666667,Basic IK,0.0,0,0.05706702782799875,0.747300679417467,6.260008986408573,0.80343011923521,0
30,1.0,Basic IK,0.0,0,0.05244001931373517,0.621741809100501,8.882452694978703,0.80334146423521,0
31,1.0333333333333334,Basic IK,0.0,0,0.05537877577225843,0.39943565454534985,9.3923857592819,0.80344353298521,0
32,1.0666666666666667,Basic IK,0.0,0,0.06303755522557249,0.37568220470678537,7.866148396147904,0.80357297173521,0
33,1.1,Basic IK,0.0,0,0.06396663308378422,0.3620362450338029,7.64288323401743,0.8037368679852099,0
34,1.1333333333333333,Basic IK,0.0,0,0.06318363073940872,0.35665775740096756,7.644928964552611,0.80391256798521,0
35,1.1666666666666667,Basic IK,0.0,0,0.06622887143433097,0.415245351108048,7.620905318365272,0.80406738173521,0
36,1.2,Basic IK,0.0,0,0.07268536594985904,0.4004994980741612,6.399859810146022,0.80427326048521,0
37,1.2333333333333334,Basic IK,0.0,0,0.0764606842407707,0.2923801852515227,7.799102321488294,0.80451966048521,0
38,1.2666666666666666,Basic IK,0.0,0,0.07512698779599912,0.34456737619311123,7.2650359243491875,0.80477761048521,0
39,1.3,Basic IK,0.0,0,0.07737243019568027,0.39559498351085,7.512731248326196,0.8050680667352101,0
40,1.3333333333333333,Basic IK,0.0,0,0.07891944314372844,0.382389336108607,7.920421175092847,0.8053409704852101,0
41,1.3666666666666667,Basic IK,0.0,0,0.07571865299012996,0.355317239655308,7.5251789004995455,0.80552822923521,0
42,1.4,Basic IK,0.0,0,0.07587692371485114,0.3769962602969851,7.172451933402155,0.8056162104852099,0
43,1.4333333333333333,Basic IK,0.0,0,0.07894782772338349,0.4892147269127787,7.758077888002396,0.80565212923521,0
44,1.4666666666666666,Basic IK,0.0,0,0.07707382100194761,0.593331547696507,6.546007914856305,0.8055934517352099,0
45,1.5,Basic IK,0.0,0,0.07198713778525798,0.5369012877497561,8.165789674321765,0.8054194142352099,0
46,1.5333333333333334,Basic IK,0.0,0,0.06802541968893659,0.4527462507148485,10.17883035317298,0.8050971079852101,0
47,1.5666666666666667,Basic IK,0.0,0,0.0655662486089597,0.43040412580093046,11.456558472096956,0.80465464673521,0
48,1.6,Basic IK,0.0,0,0.061967854808279176,0.5390304787618557,9.389042476859398,0.80418467548521,0
49,1.6333333333333333,Basic IK,0.0,0,0.05371652311800879,0.5496842108867939,8.902477720893906,0.8037762517352101,0
50,1.6666666666666667,Basic IK,0.0,0,0.043522431790564635,0.6690947348425693,6.647890388061068,0.8034898642352101,0
51,1.7,Basic IK,0.0,0,0.03803760107236433,0.5656308123447178,8.132683166541046,0.80331195923521,0
52,1.7333333333333334,Basic IK,0.0,0,0.035491498991177255,0.39103091372264964,8.708164099221232,0.8032521442352101,0
53,1.7666666666666666,Basic IK,0.0,0,0.03326205796595334,0.28801225786479173,7.487780887379815,0.80326202298521,0
54,1.8,Basic IK,0.0,0,0.030537020828882645,0.2646279688807586,6.819926724385087,0.80331048923521,0
55,1.8333333333333333,Basic IK,0.0,0,0.02640180396273606,0.31489985027667894,4.672987883511553,0.8033576167352101,0
56,1.8666666666666667,Basic IK,0.0,0,0.025600540168681116,0.33232808248354034,4.405984481433288,0.8033978054852101,0
57,1.9,Basic IK,0.0,0,0.02540104299071777,0.2578224105752679,5.298649633917069,0.80341989923521,0
58,1.9333333333333333,Basic IK,0.0,0,0.02186864240689581,0.2885147568258465,4.943586708395501,0.80340421048521,0
59,1.9666666666666666,Basic IK,0.0,0,0.017235302058329256,0.30138588999570476,3.8898892538328687,0.80336830048521,0
60,2.0,Basic IK,0.0,0,0.017764371080512268,0.3083184417095921,3.4367593159519236,0.8033196329852101,0
61,2.033333333333333,Basic IK,0.0,0,0.021472872781678094,0.25241060807979415,4.433408180606783,0.80325882048521,0
62,2.066666666666667,Basic IK,0.0,0,0.024042205761510844,0.2729044679203035,3.8497145554739753,0.80318418298521,0
63,2.1,Basic IK,0.0,0,0.028027590884075925,0.17156479282269177,4.983741576623972,0.80306695923521,0
64,2.1333333333333333,Basic IK,0.0,0,0.028552247330424028,0.1549128189577014,4.319259499079136,0.8029636829852099,0
65,2.1666666666666665,Basic IK,0.0,0,0.028135708060719092,0.18286650097129775,3.7925195721261478,0.80289365673521,0
66,2.2,Basic IK,0.0,0,0.025356659762738192,0.24042107704890786,4.0775799174900484,0.80286481673521,0
67,2.2333333333333334,Basic IK,0.0,0,0.023133205656090058,0.25556392855921645,5.138151360513065,0.80287462548521,0
68,2.2666666666666666,Basic IK,0.0,0,0.021282320921262192,0.26139454859117267,4.385966799020643,0.8028886517352101,0
69,2.3,Basic IK,0.0,0,0.023429401079720077,0.29524146831591785,4.485167529122622,0.80288698048521,0
70,2.3333333333333335,Basic IK,0.0,0,0.027081764592351277,0.2136914945670736,4.61344154873301,0.80284719423521,0
71,2.3666666666666667,Basic IK,0.0,0,0.029864704182882226,0.13047777675747174,6.134869556119706,0.80277623173521,0
72,2.4,Basic IK,0.0,0,0.02645126130751011,0.22306072840402702,3.9544344626146395,0.80269138298521,0
73,2.433333333333333,Basic IK,0.0,0,0.02443551369311228,0.25390503066242076,2.976195230575152,0.80261440923521,0
74,2.466666666666667,Basic IK,0.0,0,0.02575266717632416,0.2248301057461222,4.617612608678733,0.8025392379852101,0
75,2.5,Basic IK,0.0,0,0.025618980502427016,0.21560070377454335,4.283113761823575,0.8024754854852101,0
76,2.533333333333333,Basic IK,0.0,0,0.023563733011471237,0.16928704955831403,3.960637783985688,0.8024229504852101,0
77,2.566666666666667,Basic IK,0.0,0,0.023032215283345796,0.15087729865581362,3.5743270425043256,0.80237908673521,0
78,2.6,Basic IK,0.0,0,0.021919715660010355,0.14878825414339117,2.980267355914401,0.80234751673521,0
79,2.6333333333333333,Basic IK,0.0,0,0.020801674182315218,0.19058233378990294,3.1145389077762404,0.8023258167352101,0
80,2.6666666666666665,Basic IK,0.0,0,0.017472382846469136,0.20311366885526833,2.7511055150918833,0.80232294673521,0
81,2.7,Basic IK,0.0,0,0.016946269994159845,0.20946440810078376,3.8600067215267506,0.80233342923521,0
82,2.7333333333333334,Basic IK,0.0,0,0.015948262433560238,0.22496788788233568,3.6256550972011117,0.8023581304852101,0
83,2.7666666666666666,Basic IK,0.0,0,0.014266227674683538,0.22072689700606316,4.45713189518698,0.8023918442352099,0
84,2.8,Basic IK,0.0,0,0.014393181828243872,0.18637331357156997,5.935439193097572,0.80243863923521,0
85,2.8333333333333335,Basic IK,0.0,0,0.012468529239104263,0.22714099295270185,4.3914545885059475,0.80247454923521,0
86,2.8666666666666667,Basic IK,0.0,0,0.011318182341527963,0.19887288501130615,4.988871698621866,0.80249464798521,0
87,2.9,Basic IK,0.0,0,0.012002371548187708,0.1675222170403029,4.85889569184322,0.80249170798521,0
88,2.933333333333333,Basic IK,0.0,0,0.011702835634937143,0.23645953115103216,2.3556168928304033,0.80246120548521,0
89,2.966666666666667,Basic IK,0.0,0,0.016468724289930157,0.15715978972725156,4.10932011671455,0.80239584298521,0
90,3.0,Basic IK,0.0,0,0.01736960167402036,0.12740113507866851,3.7401413706252384,0.80229457923521,0
91,3.033333333333333,Basic IK,0.0,0,0.016415095327770142,0.14616059720564317,2.9879572854008303,0.80217868548521,0
92,3.066666666666667,Basic IK,0.0,0,0.015842820858650512,0.17943721589690048,2.6393238984507126,0.80206940673521,0
93,3.1,Basic IK,0.0,0,0.016364957212743517,0.17810890324693485,3.1773898545136463,0.80197574673521,0
94,3.1333333333333333,Basic IK,0.0,0,0.014530790814462381,0.19012246320316634,2.159118621459659,0.80190598298521,0
95,3.1666666666666665,Basic IK,0.0,0,0.016415123736994698,0.14385146571459154,3.2746833901231,0.8018585142352099,0
96,3.2,Basic IK,0.0,0,0.01591680668942377,0.118848703356943,3.572624292226431,0.80181692548521,0
97,3.2333333333333334,Basic IK,0.0,0,0.013963376378824506,0.14232106783914966,2.6705378084507374,0.8017827479852101,0
98,3.2666666666666666,Basic IK,0.0,0,0.015296132542035807,0.12908004514120458,1.4936071470713848,0.80175837923521,0
99,3.3,Basic IK,0.0,0,0.01678820567393361,0.08091330850749341,1.8082413055587183,0.80173908548521,0
0,0.0,GMR / Constrained IK,0.0,0,0.02472089143344679,0.5505474944658374,6.504517877855422,0.80335868423521,0
1,0.03333333333333333,GMR / Constrained IK,0.0,0,0.02783154967438935,0.569576586817928,11.410402985355779,0.80348672298521,0
2,0.06666666666666667,GMR / Constrained IK,0.0,0,0.03951790212124471,0.5572298067716429,13.030219992563467,0.8038016879852099,0
3,0.1,GMR / Constrained IK,0.0,0,0.04292073101737583,0.5959572515091411,7.98299091099617,0.80420536923521,0
4,0.13333333333333333,GMR / Constrained IK,0.0,0,0.05030271849855115,0.35570991929701584,9.052370098126831,0.8046624517352101,0
5,0.16666666666666666,GMR / Constrained IK,0.0,0,0.04997919484018608,0.29060600213467425,7.2399121622656155,0.80512388298521,0
6,0.2,GMR / Constrained IK,0.0,0,0.04817397763350964,0.32276361303578416,6.717460520625392,0.80556301048521,0
7,0.23333333333333334,GMR / Constrained IK,0.0,0,0.04935205261016615,0.3841229255256125,8.722579019285932,0.80598184673521,0
8,0.26666666666666666,GMR / Constrained IK,0.0,0,0.05278944042670409,0.4516441131643192,6.040018892293924,0.80641830548521,0
9,0.3,GMR / Constrained IK,0.0,0,0.06385450076608068,0.4345568442897274,8.766287739524616,0.8069114379852099,0
10,0.3333333333333333,GMR / Constrained IK,0.0,0,0.07228970464160975,0.2857175156726223,13.593766830790415,0.8074460979852099,0
11,0.36666666666666664,GMR / Constrained IK,0.0,0,0.0658768114008554,0.6372909160440755,11.02555345620955,0.8079702754852099,0
12,0.4,GMR / Constrained IK,0.0,0,0.059247165433541686,0.6990485237665414,8.857401937304365,0.8083196804852101,0
13,0.43333333333333335,GMR / Constrained IK,0.0,0,0.05841951823088541,0.5530033642295402,11.608434225018724,0.80846640923521,0
14,0.4666666666666667,GMR / Constrained IK,0.0,0,0.056318904609289226,0.5218683553429092,12.34518352532041,0.80848349798521,0
15,0.5,GMR / Constrained IK,0.0,0,0.048832704368497654,0.6121730287491203,11.50160743244277,0.8083870379852099,0
16,0.5333333333333333,GMR / Constrained IK,0.0,0,0.04031789323585919,0.6612467933681418,8.838691820429052,0.8082021854852101,0
17,0.5666666666666667,GMR / Constrained IK,0.0,0,0.036069649992693936,0.5753414257786205,9.51217601400217,0.80805492298521,0
18,0.6,GMR / Constrained IK,0.0,0,0.04283899547035909,0.38346407737410076,13.471042606542184,0.8079252742352101,0
19,0.6333333333333333,GMR / Constrained IK,0.0,0,0.04134981573758366,0.4699273922672163,12.06466587065761,0.8077690692352101,0
20,0.6666666666666666,GMR / Constrained IK,0.0,0,0.04571124097249001,0.6622574215985848,12.800590881429057,0.80759616923521,0
21,0.7,GMR / Constrained IK,0.0,0,0.05970283145686901,0.788559015990464,10.290336124648933,0.8073786704852101,0
22,0.7333333333333333,GMR / Constrained IK,0.0,0,0.07690627543019364,0.6692086926444187,11.31264509685808,0.80702566048521,0
23,0.7666666666666667,GMR / Constrained IK,0.0,0,0.08345218998036744,0.49036836685859614,11.454309901290355,0.80651576298521,0
24,0.8,GMR / Constrained IK,0.0,0,0.08806111341173749,0.39906649497175023,10.828613481345428,0.80588618298521,0
25,0.8333333333333334,GMR / Constrained IK,0.0,0,0.08740058366003488,0.4624056037812034,7.066558200028406,0.8052711454852101,0
26,0.8666666666666667,GMR / Constrained IK,0.0,0,0.0806394782865113,0.4742454590731627,7.419134920343196,0.8047071117352101,0
27,0.9,GMR / Constrained IK,0.0,0,0.07579875049915202,0.6018645640754996,8.03815007180371,0.80418453548521,0
28,0.9333333333333333,GMR / Constrained IK,0.0,0,0.07068826939676078,0.6181226603164123,9.91957579867553,0.8037507542352099,0
29,0.9666666666666667,GMR / Constrained IK,0.0,0,0.05706702782799875,0.747300679417467,6.260008986408573,0.80343011923521,0
30,1.0,GMR / Constrained IK,0.0,0,0.05244001931373517,0.621741809100501,8.882452694978703,0.80334146423521,0
31,1.0333333333333334,GMR / Constrained IK,0.0,0,0.05537877577225843,0.39943565454534985,9.3923857592819,0.80344353298521,0
32,1.0666666666666667,GMR / Constrained IK,0.0,0,0.06303755522557249,0.37568220470678537,7.866148396147904,0.80357297173521,0
