motion_name,source_motion_pkl,output_pkl,video_path,video_error,success,failure_reason
13_11_unitree_g1_gmr.pkl,outputs/final product/pkl/13_11_unitree_g1_gmr.pkl,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage2_kinematic_00133_13_11_unitree_g1_gmr/13_11_unitree_g1_gmr_pd_tracking.pkl,,,True,
