motion_name,method,body_name,global_position_error_mean,root_relative_position_error_mean,scale_normalised_position_error_mean,motion_range_difference,body_orientation_error_mean_deg,body_orientation_error_max_deg,body_or_pair,metric,value
113_21,basic_ik,,,,,,,,right_hip_roll_link | right_wrist_yaw_link,self_collision_frame_count,148.0
113_21,basic_ik,,,,,,,,left_shoulder_yaw_link | torso_link,self_collision_frame_count,271.0
113_21,basic_ik,,,,,,,,right_shoulder_yaw_link | torso_link,self_collision_frame_count,207.0
113_21,basic_ik,,,,,,,,left_hip_roll_link | left_wrist_yaw_link,self_collision_frame_count,338.0
113_21,basic_ik,,,,,,,,left_hip_roll_link | left_wrist_pitch_link,self_collision_frame_count,325.0
113_21,basic_ik,,,,,,,,left_hip_roll_link | left_wrist_roll_link,self_collision_frame_count,26.0
113_21,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_pitch_link,self_collision_frame_count,19.0
113_21,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_yaw_link,self_collision_frame_count,3.0
113_21,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_roll_link,self_collision_frame_count,1.0
113_21,gmr,pelvis/root,0.31810385526439033,0.20151358789157253,0.012412280039794625,0.02293894886773347,,,,,
113_21,gmr,torso,0.52986951147683,0.4646598636771853,0.18376957660159982,0.023284844493199355,,,,,
113_21,gmr,head,0.45321963538202914,0.38121942540835374,0.03386396831393816,0.030130030357828443,,,,,
113_21,gmr,left_shoulder,0.4356857351447914,0.29373329120783176,0.04565381064267545,0.05064639219498469,,,,,
113_21,gmr,right_shoulder,0.3378532178208655,0.29858720528702254,0.038327697765034405,0.0501271345798791,,,,,
113_21,gmr,left_elbow,0.3269204401888792,0.23789661933088654,0.08577364795210989,0.03549902327766011,,,,,
113_21,gmr,right_elbow,0.3217555373277518,0.21743544377537435,0.07957190642411677,0.041769938311285455,,,,,
113_21,gmr,left_hand,0.3259160835418254,0.20140505565577302,0.07605773852334788,0.041733513784171575,,,,,
113_21,gmr,right_hand,0.2900853378566735,0.19066252475107026,0.07286705172629791,0.05539031890785273,,,,,
113_21,gmr,left_hip,0.3146209550870178,0.20870916266403755,0.03247940450008448,0.008382606503424482,,,,,
113_21,gmr,right_hip,0.32052996209475254,0.20136218620843443,0.02286999288063834,0.009649868239814523,,,,,
113_21,gmr,left_knee,0.31725531770632925,0.17804183662403072,0.07566515983812798,0.039336232458555574,,,,,
113_21,gmr,right_knee,0.31557179837199784,0.18910098291846905,0.08817301138326653,0.06326049841726004,,,,,
113_21,gmr,left_foot,0.25439025204694354,0.07761392010431145,0.07997339428660584,0.00882830777518666,,,,,
113_21,gmr,right_foot,0.259378124411507,0.07572409393003565,0.07842450295872937,0.00916378044482695,,,,,
113_21,gmr,pelvis/root,,,,,4.758011683160994,8.473879132631046,,,
113_21,gmr,torso,,,,,0.888231580681442,1.6791587875103944,,,
113_21,gmr,left_foot,,,,,0.46722960152612636,1.2288793576770483,,,
113_21,gmr,right_foot,,,,,0.9091854114032284,2.1849632240715753,,,
113_21,gmr,left_hand,,,,,2.767452067909488,5.291642218109258,,,
113_21,gmr,right_hand,,,,,1.3189875161736047,2.582105957192179,,,
114_15,direct_mapping,pelvis/root,1.0274564796820422,1.8878359243533667,1.6793210790863506,0.28291399076278173,,,,,
114_15,direct_mapping,torso,1.0669656162499268,1.9130158962926251,1.6750828897602816,0.2931936696309137,,,,,
114_15,direct_mapping,head,1.050895395374728,1.8906594770834135,1.6599487415247707,0.2928921642301543,,,,,
114_15,direct_mapping,left_shoulder,1.0642926530876484,1.877778752467675,1.6624272260150776,0.2577674735857374,,,,,
114_15,direct_mapping,right_shoulder,1.056140269566137,1.8924305866037707,1.66759852154145,0.1043694295998337,,,,,
114_15,direct_mapping,left_elbow,1.1218519045820625,1.871190649517615,1.6681315564702035,0.2998144842401903,,,,,
114_15,direct_mapping,right_elbow,1.0907405394315748,1.918548477214725,1.6921900440502746,0.47111522232372594,,,,,
114_15,direct_mapping,left_hand,1.1320111910363988,1.8864772616432872,1.705868425086627,0.4179303365135152,,,,,
114_15,direct_mapping,right_hand,1.0702861249791293,1.8643595190649977,1.6688224694464797,0.13088120442850434,,,,,
114_15,direct_mapping,left_hip,1.044442082965037,1.8908880182445629,1.680517389456606,0.28962993622964606,,,,,
114_15,direct_mapping,right_hip,1.0264820501268843,1.891955978228329,1.6791051883130863,0.23583037991400865,,,,,
114_15,direct_mapping,left_knee,1.0646533917057088,1.9045039882114165,1.6943304246733855,0.31176952346389425,,,,,
114_15,direct_mapping,right_knee,1.0192852708310025,1.9005768064217723,1.685559241994471,0.29579789952430974,,,,,
114_15,direct_mapping,left_foot,1.0744098811895622,1.9134944169845196,1.7035098777034021,0.47637323810409815,,,,,
114_15,direct_mapping,right_foot,1.0485775645361133,1.9307389123371017,1.7163211759148296,0.49573953615328964,,,,,
114_15,direct_mapping,pelvis/root,,,,,5.92718754829688,14.358543223639257,,,
114_15,direct_mapping,torso,,,,,5.942528798197431,14.364640797566441,,,
114_15,direct_mapping,left_foot,,,,,9.56130129350873,25.858170292459494,,,
114_15,direct_mapping,right_foot,,,,,12.947251961633642,25.333429828387224,,,
114_15,direct_mapping,left_hand,,,,,35.50971238648664,71.46874888981672,,,
114_15,direct_mapping,right_hand,,,,,35.51300439816465,62.29495276836322,,,
114_15,direct_mapping,,,,,,,,right_shoulder_yaw_link | torso_link,self_collision_frame_count,235.0
114_15,direct_mapping,,,,,,,,right_shoulder_roll_link | torso_link,self_collision_frame_count,227.0
114_15,direct_mapping,,,,,,,,left_wrist_roll_link | right_wrist_pitch_link,self_collision_frame_count,57.0
114_15,direct_mapping,,,,,,,,left_elbow_link | right_wrist_pitch_link,self_collision_frame_count,26.0
114_15,direct_mapping,,,,,,,,left_elbow_link | right_wrist_roll_link,self_collision_frame_count,49.0
114_15,direct_mapping,,,,,,,,left_wrist_pitch_link | right_wrist_pitch_link,self_collision_frame_count,67.0
114_15,direct_mapping,,,,,,,,left_wrist_roll_link | right_wrist_roll_link,self_collision_frame_count,58.0
114_15,direct_mapping,,,,,,,,left_wrist_pitch_link | right_wrist_roll_link,self_collision_frame_count,52.0
114_15,direct_mapping,,,,,,,,left_wrist_roll_link | right_wrist_yaw_link,self_collision_frame_count,15.0
114_15,direct_mapping,,,,,,,,left_wrist_pitch_link | right_wrist_yaw_link,self_collision_frame_count,45.0
114_15,direct_mapping,,,,,,,,left_shoulder_roll_link | torso_link,self_collision_frame_count,197.0
114_15,direct_mapping,,,,,,,,left_shoulder_yaw_link | torso_link,self_collision_frame_count,215.0
114_15,direct_mapping,,,,,,,,left_wrist_yaw_link | right_wrist_yaw_link,self_collision_frame_count,40.0
114_15,direct_mapping,,,,,,,,left_wrist_yaw_link | right_wrist_pitch_link,self_collision_frame_count,37.0
114_15,direct_mapping,,,,,,,,left_elbow_link | right_elbow_link,self_collision_frame_count,52.0
114_15,direct_mapping,,,,,,,,left_wrist_roll_link | right_elbow_link,self_collision_frame_count,27.0
114_15,direct_mapping,,,,,,,,left_wrist_pitch_link | right_elbow_link,self_collision_frame_count,7.0
114_15,direct_mapping,,,,,,,,left_wrist_yaw_link | right_wrist_roll_link,self_collision_frame_count,3.0
114_15,basic_ik,pelvis/root,1.013261384491776,0.9392775039823973,0.8231941049697363,1.5866466140324247,,,,,
114_15,basic_ik,torso,1.0600348807098123,0.9947648864660273,0.8254528648095956,1.5884183792105662,,,,,
114_15,basic_ik,head,1.0425757798839508,0.9768044334999626,0.8170940617634342,1.5870558789472282,,,,,
114_15,basic_ik,left_shoulder,1.0322253168307787,0.9550045298040093,0.8163774208276671,1.573844359798792,,,,,
114_15,basic_ik,right_shoulder,1.0259719742752922,0.9812686382591816,0.8405224833925151,1.5281905057949263,,,,,
114_15,basic_ik,left_elbow,1.0264841091937158,0.9208560739648892,0.8032761908069654,1.5945341040422725,,,,,
114_15,basic_ik,right_elbow,1.0237532522626267,1.0035653139579743,0.874298626953358,1.4179986727451088,,,,,
114_15,basic_ik,left_hand,1.0288992416210856,0.925583541577384,0.797452504927684,1.725448681552326,,,,,
114_15,basic_ik,right_hand,1.0235390652156104,0.9574115056707608,0.8256536358752311,1.4818373668888611,,,,,
114_15,basic_ik,left_hip,1.0165700643009101,0.9394703826427033,0.8209135240964887,1.5940466501398352,,,,,
114_15,basic_ik,right_hip,1.0141288044748629,0.9523527199194747,0.8336180398686597,1.569235317419108,,,,,
114_15,basic_ik,left_knee,1.0118229536074106,0.9428318286091907,0.8277826594294851,1.6073710270697061,,,,,
114_15,basic_ik,right_knee,1.0110291165161225,0.9599769638917126,0.8422938118256004,1.6292859158328639,,,,,
114_15,basic_ik,left_foot,1.0081837508151525,0.9455453831962197,0.834861419438315,1.6194411116943042,,,,,
114_15,basic_ik,right_foot,1.0041748262995096,0.9732208290088691,0.8590566921292719,1.585324488246913,,,,,
114_15,basic_ik,pelvis/root,,,,,58.881055848602124,67.82747173568897,,,
114_15,basic_ik,torso,,,,,15.648802668720494,23.295974109508666,,,
114_15,basic_ik,left_foot,,,,,94.63851630182667,177.90638261674562,,,
114_15,basic_ik,right_foot,,,,,116.37743205847256,179.80719530810802,,,
114_15,basic_ik,left_hand,,,,,98.74322726683619,179.3828285299705,,,
114_15,basic_ik,right_hand,,,,,131.08233289555653,178.76802123165442,,,
114_15,basic_ik,,,,,,,,right_wrist_roll_link | right_wrist_yaw_link,self_collision_frame_count,1.0
114_15,basic_ik,,,,,,,,right_elbow_link | right_wrist_yaw_link,self_collision_frame_count,1.0
114_15,basic_ik,,,,,,,,right_elbow_link | right_wrist_pitch_link,self_collision_frame_count,1.0
114_15,basic_ik,,,,,,,,right_ankle_roll_link | right_knee_link,self_collision_frame_count,26.0
114_15,basic_ik,,,,,,,,right_hip_roll_link | right_wrist_pitch_link,self_collision_frame_count,13.0
114_15,basic_ik,,,,,,,,right_hip_roll_link | right_wrist_yaw_link,self_collision_frame_count,13.0
114_15,basic_ik,,,,,,,,right_hip_pitch_link | right_wrist_yaw_link,self_collision_frame_count,9.0
114_15,basic_ik,,,,,,,,left_hip_roll_link | left_wrist_pitch_link,self_collision_frame_count,20.0
114_15,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_pitch_link,self_collision_frame_count,17.0
114_15,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_yaw_link,self_collision_frame_count,6.0
114_15,basic_ik,,,,,,,,left_hip_roll_link | left_wrist_yaw_link,self_collision_frame_count,15.0
114_15,basic_ik,,,,,,,,right_hip_pitch_link | right_wrist_pitch_link,self_collision_frame_count,4.0
114_15,gmr,pelvis/root,0.272522848258405,0.23305346559994158,0.051389923041529416,0.10042942922372737,,,,,
114_15,gmr,torso,0.4301393436408603,0.3999693288843859,0.13598560951618896,0.0998346155530612,,,,,
114_15,gmr,head,0.3870298306785311,0.3534214935762652,0.04072072534328446,0.1463739988832298,,,,,
114_15,gmr,left_shoulder,0.3432948722116237,0.3063058312466702,0.05984861096453176,0.08321287434402912,,,,,
114_15,gmr,right_shoulder,0.34764468256343456,0.30773677854556153,0.06665275350123005,0.09323758924039804,,,,,
114_15,gmr,left_elbow,0.30095044242685753,0.2546339416907549,0.11290667680618247,0.12203020315904066,,,,,
114_15,gmr,right_elbow,0.31980708200510094,0.2748150911667241,0.0901416889781824,0.04228877956329736,,,,,
114_15,gmr,left_hand,0.3144437393223556,0.26967413151582925,0.12449538069813915,0.08928186998323523,,,,,
114_15,gmr,right_hand,0.31915401746865923,0.26868815942490915,0.10492229739583804,0.11860364699756724,,,,,
114_15,gmr,left_hip,0.2805119139383385,0.24152200163190676,0.03704259356703353,0.11228563256786685,,,,,
114_15,gmr,right_hip,0.2780468551755853,0.2386149033950665,0.03744340186518237,0.11079030921656843,,,,,
114_15,gmr,left_knee,0.2658121278269062,0.2258202483792056,0.07622053975506506,0.12477550515041666,,,,,
114_15,gmr,right_knee,0.26007517353770904,0.2210515908487145,0.07653424051072576,0.11359847855159722,,,,,
114_15,gmr,left_foot,0.22541814512290373,0.1894016569038405,0.05206595720323563,0.09819014826282393,,,,,
114_15,gmr,right_foot,0.22790653970328567,0.1909333134767941,0.05526039569421279,0.09997359814227784,,,,,
114_15,gmr,pelvis/root,,,,,8.3052317688726,14.066782344559831,,,
114_15,gmr,torso,,,,,2.393167994258027,6.1109749107360924,,,
114_15,gmr,left_foot,,,,,4.978079917801318,17.38545436367394,,,
114_15,gmr,right_foot,,,,,12.61846290297906,25.194547264185292,,,
114_15,gmr,left_hand,,,,,5.712215056446389,31.15452496435694,,,
114_15,gmr,right_hand,,,,,6.395715549431981,26.227757795023493,,,
124_11,direct_mapping,pelvis/root,1.488010337421677,0.4158756446810681,0.24343660063736633,0.49377894685112006,,,,,
124_11,direct_mapping,torso,1.4842187774719622,0.6341533639401411,0.2297132582871452,0.4710396168019547,,,,,
124_11,direct_mapping,head,1.4805667618700533,0.5867206978715938,0.2188824016789075,0.44099680351579934,,,,,
124_11,direct_mapping,left_shoulder,1.5098875109766208,0.5022255002889551,0.23876635379056932,0.506976469487247,,,,,
124_11,direct_mapping,right_shoulder,1.5157930381957323,0.5052639599375194,0.28164493621324876,0.5049861824540488,,,,,
124_11,direct_mapping,left_elbow,1.5927101928926826,0.4183282615718103,0.2821263631439828,0.4898065577147039,,,,,
124_11,direct_mapping,right_elbow,1.566978434461602,0.4010287255866226,0.2949558852425832,0.5008949557834771,,,,,
124_11,direct_mapping,left_hand,1.6733104158575878,0.24937223888201523,0.46326126672300044,0.5075125493040166,,,,,
124_11,direct_mapping,right_hand,1.6936873689334122,0.2692606727964622,0.5149635155521831,0.5146444222066768,,,,,
124_11,direct_mapping,left_hip,1.507683203077103,0.40745726234751933,0.24309915056154136,0.5040164846698745,,,,,
124_11,direct_mapping,right_hip,1.50380104979427,0.40123809168389873,0.23993899234019175,0.5027535479119499,,,,,
124_11,direct_mapping,left_knee,1.4934488020189831,0.38933307197062494,0.2402447227454939,0.5233689063366342,,,,,
124_11,direct_mapping,right_knee,1.4725573051911927,0.4071754737760659,0.22671115154695004,0.5315375537528176,,,,,
124_11,direct_mapping,left_foot,1.550766537674687,0.31026785619786135,0.3067907935999242,0.5102188686870492,,,,,
124_11,direct_mapping,right_foot,1.5402661026784936,0.33376362806832127,0.3076111584697388,0.5180173898941217,,,,,
124_11,direct_mapping,pelvis/root,,,,,0.265953152572224,1.0040649542246771,,,
124_11,direct_mapping,torso,,,,,0.9792661483800902,3.1750499049326386,,,
124_11,direct_mapping,left_foot,,,,,4.637009287583487,22.600461431832937,,,
124_11,direct_mapping,right_foot,,,,,2.5932393476970144,16.78062832921634,,,
124_11,direct_mapping,left_hand,,,,,18.53006983560818,36.65630876279555,,,
124_11,direct_mapping,right_hand,,,,,15.760497240620943,58.31850770935449,,,
124_11,direct_mapping,,,,,,,,right_shoulder_yaw_link | right_wrist_roll_link,self_collision_frame_count,12.0
124_11,direct_mapping,,,,,,,,right_shoulder_roll_link | right_wrist_pitch_link,self_collision_frame_count,7.0
124_11,direct_mapping,,,,,,,,left_shoulder_yaw_link | left_wrist_roll_link,self_collision_frame_count,8.0
124_11,direct_mapping,,,,,,,,right_shoulder_roll_link | right_wrist_roll_link,self_collision_frame_count,7.0
124_11,direct_mapping,,,,,,,,right_shoulder_pitch_link | right_wrist_yaw_link,self_collision_frame_count,7.0
124_11,direct_mapping,,,,,,,,right_shoulder_pitch_link | right_wrist_pitch_link,self_collision_frame_count,6.0
124_11,direct_mapping,,,,,,,,left_shoulder_pitch_link | left_wrist_pitch_link,self_collision_frame_count,3.0
124_11,direct_mapping,,,,,,,,left_shoulder_roll_link | left_wrist_pitch_link,self_collision_frame_count,3.0
124_11,direct_mapping,,,,,,,,left_shoulder_roll_link | left_wrist_roll_link,self_collision_frame_count,3.0
124_11,direct_mapping,,,,,,,,left_shoulder_pitch_link | left_wrist_yaw_link,self_collision_frame_count,3.0
124_11,basic_ik,pelvis/root,1.3651007794415844,0.5654687205027156,0.10327252634234506,0.19550383423178408,,,,,
124_11,basic_ik,torso,1.395992172207794,0.7643238910187123,0.17076504843144857,0.16798825673446494,,,,,
124_11,basic_ik,head,1.3293799247016813,0.7510353356791919,0.06779263121075053,0.13870668992170773,,,,,
124_11,basic_ik,left_shoulder,1.3845166724113298,0.6520530720873294,0.08999779333240046,0.20370423625562942,,,,,
124_11,basic_ik,right_shoulder,1.3712745316267163,0.6566384222372426,0.12673414197511607,0.1886674791926752,,,,,
124_11,basic_ik,left_elbow,1.4297107555695086,0.5696283099011401,0.10908773473619927,0.18670856009236989,,,,,
124_11,basic_ik,right_elbow,1.4058594783371945,0.5661495047563743,0.11511641453128049,0.2047365124849499,,,,,
124_11,basic_ik,left_hand,1.3735900750106222,0.5883076292183448,0.08867564576950344,0.1850220843319044,,,,,
124_11,basic_ik,right_hand,1.359338107330747,0.5753512265795179,0.08384131922696846,0.18435486105461646,,,,,
124_11,basic_ik,left_hip,1.3400646716746618,0.5783447603935208,0.09347347904005426,0.21673558194399492,,,,,
124_11,basic_ik,right_hip,1.3384925768739488,0.5698096447427857,0.0807568977780473,0.2208946065448225,,,,,
124_11,basic_ik,left_knee,1.348300755788034,0.5462906788852651,0.09152778113809917,0.21182051013830938,,,,,
124_11,basic_ik,right_knee,1.3399933529741823,0.5484208834347731,0.09588915262954235,0.21403803462062124,,,,,
124_11,basic_ik,left_foot,1.3355690534338203,0.5084798730789875,0.09023709855014116,0.18675277107015473,,,,,
124_11,basic_ik,right_foot,1.3231270371488437,0.5124381226718354,0.09057184527083165,0.19691514501235088,,,,,
124_11,basic_ik,pelvis/root,,,,,8.058874641737624,25.812060707573576,,,
124_11,basic_ik,torso,,,,,4.23100697059969,13.912611999441324,,,
124_11,basic_ik,left_foot,,,,,27.586591763067844,46.59521517467051,,,
124_11,basic_ik,right_foot,,,,,78.33689715057848,157.62693669958415,,,
124_11,basic_ik,left_hand,,,,,24.873976399298453,64.99154432790324,,,
124_11,basic_ik,right_hand,,,,,34.421180760364955,65.61135912507481,,,
124_11,basic_ik,,,,,,,,right_hip_roll_link | right_wrist_pitch_link,self_collision_frame_count,88.0
124_11,basic_ik,,,,,,,,right_hip_roll_link | right_wrist_yaw_link,self_collision_frame_count,78.0
124_11,basic_ik,,,,,,,,right_hip_yaw_link | right_wrist_yaw_link,self_collision_frame_count,1.0
124_11,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_yaw_link,self_collision_frame_count,28.0
124_11,basic_ik,,,,,,,,left_hip_roll_link | left_wrist_yaw_link,self_collision_frame_count,61.0
124_11,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_pitch_link,self_collision_frame_count,8.0
124_11,basic_ik,,,,,,,,left_hip_roll_link | left_wrist_pitch_link,self_collision_frame_count,26.0
124_11,basic_ik,,,,,,,,right_hip_pitch_link | right_wrist_pitch_link,self_collision_frame_count,89.0
124_11,basic_ik,,,,,,,,right_hip_pitch_link | right_wrist_yaw_link,self_collision_frame_count,94.0
124_11,basic_ik,,,,,,,,right_hip_roll_link | right_wrist_roll_link,self_collision_frame_count,17.0
124_11,basic_ik,,,,,,,,right_ankle_roll_link | right_knee_link,self_collision_frame_count,19.0
124_11,gmr,pelvis/root,0.3462959999832637,0.47307149577929486,0.23159563289374077,0.4443227499674119,,,,,
124_11,gmr,torso,0.5540862677401177,0.6863535937896234,0.24904277021378146,0.42319886085661174,,,,,
124_11,gmr,head,0.5142070937466777,0.6336322103846685,0.2166967124170956,0.3832118905033048,,,,,
124_11,gmr,left_shoulder,0.4509190349594259,0.5388725786739578,0.232429847445225,0.45024470478004763,,,,,
124_11,gmr,right_shoulder,0.4386665106135115,0.5684449222964731,0.27362556357678114,0.4480221556851058,,,,,
124_11,gmr,left_elbow,0.40254430853876355,0.46240660979864395,0.30767389597645634,0.41825249820192006,,,,,
124_11,gmr,right_elbow,0.3844781056285259,0.45725411896532236,0.286774134272564,0.4332026137719723,,,,,
124_11,gmr,left_hand,0.37006161248341,0.4393553374600221,0.30611806000331304,0.42310502171703945,,,,,
124_11,gmr,right_hand,0.35478369343734234,0.4328645852632839,0.29968331397045145,0.44603369241854596,,,,,
124_11,gmr,left_hip,0.3485008199994532,0.4691766372260648,0.23497746157799032,0.4542042034513898,,,,,
124_11,gmr,right_hip,0.3435831978075277,0.4628709004331232,0.2217743596266243,0.4538428847831683,,,,,
124_11,gmr,left_knee,0.32553077594347,0.4552948648736319,0.23345916173974643,0.45646176802094557,,,,,
124_11,gmr,right_knee,0.3291309235958372,0.454115852732253,0.2266097433435823,0.45623576373826374,,,,,
124_11,gmr,left_foot,0.276507575199423,0.40333051568386524,0.2414439228545558,0.4168324222860135,,,,,
124_11,gmr,right_foot,0.27351633537378495,0.3999630053534687,0.2285579423406826,0.4476102618328128,,,,,
124_11,gmr,pelvis/root,,,,,2.017453614713577,7.345024545681435,,,
124_11,gmr,torso,,,,,2.492323446081068,14.886022721616872,,,
124_11,gmr,left_foot,,,,,3.5223494166374656,36.2950741101915,,,
124_11,gmr,right_foot,,,,,3.5643590594724177,36.355817436621344,,,
124_11,gmr,left_hand,,,,,6.395821630222134,33.72275721305005,,,
124_11,gmr,right_hand,,,,,5.29214699893392,39.407395394482194,,,
124_11,gmr,,,,,,,,right_hip_roll_link | right_wrist_yaw_link,self_collision_frame_count,15.0
124_11,gmr,,,,,,,,right_hip_roll_link | right_wrist_pitch_link,self_collision_frame_count,14.0
124_11,gmr,,,,,,,,left_hip_roll_link | left_wrist_pitch_link,self_collision_frame_count,2.0
135_04,direct_mapping,pelvis/root,1.811999082992222,0.7991721351399581,0.6097744989992294,0.9729264604174194,,,,,
135_04,direct_mapping,torso,1.8315425238747927,0.9479260529241773,0.6372720094448744,0.9848267025612337,,,,,
135_04,direct_mapping,head,1.7939090511535192,0.9168120041525574,0.6059540061146376,1.047247547384193,,,,,
135_04,direct_mapping,left_shoulder,1.774695002809936,0.9079059278878396,0.658065889340435,0.9604784569772414,,,,,
135_04,direct_mapping,right_shoulder,1.8807300801208147,0.7973129249741684,0.566836524219134,1.103799831325705,,,,,
135_04,direct_mapping,left_elbow,1.845064454361044,0.8188285959602308,0.6349533705218895,0.8118911573759536,,,,,
135_04,direct_mapping,right_elbow,1.908369256286213,0.7586396666219489,0.5897626104833138,1.0722529387242636,,,,,
135_04,direct_mapping,left_hand,1.775435519305032,0.8455435810048041,0.7255997922168398,0.9128648617370403,,,,,
135_04,direct_mapping,right_hand,1.9038457418685917,0.7545707332063669,0.6898530916690204,0.915178196494516,,,,,
135_04,direct_mapping,left_hip,1.7977066101292591,0.7971868949930467,0.5928133188408756,0.8564501630793816,,,,,
135_04,direct_mapping,right_hip,1.839404946407877,0.79084676108922,0.6148016828101652,0.9744096680915607,,,,,
135_04,direct_mapping,left_knee,1.6980876677179682,0.9183191023390224,0.664560845668924,0.7905102035809336,,,,,
135_04,direct_mapping,right_knee,1.8751654295084426,0.7697685340629585,0.5973116906593158,0.9017021444593502,,,,,
135_04,direct_mapping,left_foot,1.7434084797138274,0.9084794419477754,0.6959129954116374,0.6419554036430467,,,,,
135_04,direct_mapping,right_foot,2.012628994233805,0.7318467476120668,0.6262785801244616,0.6654418699562805,,,,,
135_04,direct_mapping,pelvis/root,,,,,2.8052614876510478,15.215153578786726,,,
135_04,direct_mapping,torso,,,,,3.0869006359768245,21.541442567900955,,,
135_04,direct_mapping,left_foot,,,,,19.161360524641385,45.11324415304991,,,
135_04,direct_mapping,right_foot,,,,,13.377245712642312,28.27966867145879,,,
135_04,direct_mapping,left_hand,,,,,16.42796941337841,47.160335899703085,,,
135_04,direct_mapping,right_hand,,,,,22.681895690355553,53.93200173530739,,,
135_04,direct_mapping,,,,,,,,right_shoulder_yaw_link | right_wrist_roll_link,self_collision_frame_count,8.0
135_04,direct_mapping,,,,,,,,right_shoulder_pitch_link | right_wrist_yaw_link,self_collision_frame_count,5.0
135_04,direct_mapping,,,,,,,,right_shoulder_roll_link | right_wrist_pitch_link,self_collision_frame_count,3.0
135_04,direct_mapping,,,,,,,,right_shoulder_roll_link | right_wrist_roll_link,self_collision_frame_count,4.0
135_04,direct_mapping,,,,,,,,right_shoulder_pitch_link | right_wrist_pitch_link,self_collision_frame_count,1.0
135_04,direct_mapping,,,,,,,,left_shoulder_yaw_link | left_wrist_roll_link,self_collision_frame_count,24.0
135_04,basic_ik,pelvis/root,1.7504647248136505,0.6677861582383956,0.379550398802589,0.5697829862557875,,,,,
135_04,basic_ik,torso,1.7833973270632035,0.8348688730641378,0.4450572039476164,0.576061816398035,,,,,
135_04,basic_ik,head,1.7474268448961883,0.8036376404528338,0.39210399918665245,0.6569641678673666,,,,,
135_04,basic_ik,left_shoulder,1.7509031898870158,0.7624824575886814,0.44127167294642694,0.5891963915413313,,,,,
135_04,basic_ik,right_shoulder,1.8022622921652807,0.6979670478793399,0.34213797576008526,0.6855548067105229,,,,,
135_04,basic_ik,left_elbow,1.7825953279313724,0.671566540200108,0.3972193187099988,0.435267623261842,,,,,
135_04,basic_ik,right_elbow,1.8044975418453542,0.6598456266699498,0.36828393330942677,0.6251595560428154,,,,,
135_04,basic_ik,left_hand,1.7289492311167824,0.7255794806106406,0.41997869794427,0.5344317327948566,,,,,
135_04,basic_ik,right_hand,1.7524651142772594,0.7213014701449452,0.41219310105463075,0.6863368662963425,,,,,
135_04,basic_ik,left_hip,1.750900554560898,0.6522865811793833,0.3611468721403393,0.46090908989874696,,,,,
135_04,basic_ik,right_hip,1.7408201468703028,0.6784197497125116,0.39007797953622625,0.5657816634033385,,,,,
135_04,basic_ik,left_knee,1.7364090335988236,0.6576261153504301,0.38807821301085554,0.4737332819665111,,,,,
135_04,basic_ik,right_knee,1.7337360525077559,0.6969302702799214,0.41347032589309557,0.6776504385551959,,,,,
135_04,basic_ik,left_foot,1.7494676270370084,0.6064189346755195,0.3717892759746813,0.3916672820493788,,,,,
135_04,basic_ik,right_foot,1.7377402734360132,0.673737423758221,0.4120863029645665,0.7219174851170951,,,,,
135_04,basic_ik,pelvis/root,,,,,23.549770635814284,45.520982806034795,,,
135_04,basic_ik,torso,,,,,7.431636976643251,18.735216114613984,,,
135_04,basic_ik,left_foot,,,,,94.93093711990409,179.82536782400774,,,
135_04,basic_ik,right_foot,,,,,56.251386340371816,138.33061141219207,,,
135_04,basic_ik,left_hand,,,,,95.56320620695122,179.65626754852005,,,
135_04,basic_ik,right_hand,,,,,70.7224851547557,179.91043574149455,,,
135_04,basic_ik,,,,,,,,pelvis | right_hip_roll_link,self_collision_frame_count,7.0
135_04,basic_ik,,,,,,,,left_wrist_pitch_link | torso_link,self_collision_frame_count,16.0
135_04,basic_ik,,,,,,,,left_wrist_roll_link | torso_link,self_collision_frame_count,4.0
135_04,basic_ik,,,,,,,,left_hip_pitch_link | left_wrist_yaw_link,self_collision_frame_count,1.0
135_04,basic_ik,,,,,,,,left_ankle_roll_link | left_knee_link,self_collision_frame_count,25.0
135_04,gmr,pelvis/root,0.31533466399078003,0.48254026050404175,0.19962540272848125,0.2914494991911175,,,,,
135_04,gmr,torso,0.5131054861711039,0.657232309190295,0.2392899928504975,0.23018262552782895,,,,,
135_04,gmr,head,0.4590890575154771,0.6050475511991638,0.19350967970593824,0.2076976921091052,,,,,
135_04,gmr,left_shoulder,0.376596224286155,0.5148064767730118,0.18656946022556375,0.2907726860085886,,,,,
135_04,gmr,right_shoulder,0.41607810516155175,0.5548657725895333,0.25338128955126143,0.16230463260587014,,,,,
135_04,gmr,left_elbow,0.33487060773752164,0.43382183801900465,0.2831056030204648,0.2942586946283055,,,,,
135_04,gmr,right_elbow,0.345878399164823,0.45189229084331933,0.27300297607188884,0.1768903788023607,,,,,
135_04,gmr,left_hand,0.3222849782180435,0.4593026088714084,0.28419603679182354,0.28559406410867955,,,,,
