motion_name,method,joint_name,maximum_velocity_rad_s,maximum_acceleration_rad_s2,mean_jerk_rad_s3,maximum_jerk_rad_s3,joint_limit_violation_count,joint_limit_maximum_violation_rad
47_01,basic_ik,left_wrist_roll_joint,2.0757565100883766,71.27944943940915,112.69903405856982,1502.8889460954672,0,0.0
47_01,basic_ik,left_wrist_pitch_joint,14.18867217865532,691.5384800783249,842.7022550286366,24103.495873641732,0,0.0
47_01,basic_ik,left_wrist_yaw_joint,1.7408072163156104e-10,2.8211182395191304e-09,5.819510485736054e-09,7.567006025363982e-08,0,0.0
47_01,basic_ik,right_shoulder_pitch_joint,1.9720552833957878,94.69868001138464,109.67293110291402,1338.7587426599562,0,0.0
47_01,basic_ik,right_shoulder_roll_joint,1.201783317950976,30.9579038577907,94.31745423199378,876.7348434229164,0,0.0
47_01,basic_ik,right_shoulder_yaw_joint,6.148716329155417,151.84488424428855,335.7870920755347,4497.648246134156,0,0.0
47_01,basic_ik,right_elbow_joint,6.991418371511266,205.60325386702908,206.97659796704997,2764.575616161658,0,0.0
47_01,basic_ik,right_wrist_roll_joint,10.057596601441565,153.7408455478398,300.9822860732213,3197.3458685411774,0,0.0
47_01,basic_ik,right_wrist_pitch_joint,7.994143383939794,207.62059930087904,711.5487188396035,5516.480717129117,0,0.0
47_01,basic_ik,right_wrist_yaw_joint,4.2973872338205407e-10,6.833568249344661e-09,6.754126952245371e-09,1.9346304224409103e-07,0,0.0
47_01,gmr,left_hip_pitch_joint,2.461727172593629,28.898413994005935,90.75974771217416,468.936334763319,0,0.0
47_01,gmr,left_hip_roll_joint,1.1847323228464597,23.63924893367597,89.0498190796075,496.2631587687926,0,0.0
47_01,gmr,left_hip_yaw_joint,4.189240704390635,67.98624412736444,171.0106311212167,1376.3376589723343,0,0.0
47_01,gmr,left_knee_joint,4.90255121365762,55.55082723477259,215.71983185417838,945.41156326182,0,0.0
47_01,gmr,left_ankle_pitch_joint,4.715944414673098,76.56330234847707,238.68474812368643,1446.0916356951136,0,0.0
47_01,gmr,left_ankle_roll_joint,1.8512336734705308,41.462837613831375,146.1561344555651,1047.8329903918273,0,0.0
47_01,gmr,right_hip_pitch_joint,2.4935559304205337,25.950254651685313,76.95948496227297,643.7761866220993,0,0.0
47_01,gmr,right_hip_roll_joint,1.2930331706224016,23.060488226459523,93.26920481453263,524.4975026924576,0,0.0
47_01,gmr,right_hip_yaw_joint,3.27895510061309,41.28174460943569,151.88024924734773,1127.7720650193273,0,0.0
47_01,gmr,right_knee_joint,5.160777464105154,63.61810474226545,204.88470485783546,979.0015317743334,0,0.0
47_01,gmr,right_ankle_pitch_joint,4.258319214017907,69.75243050604045,216.547868885655,1529.7586170040872,0,0.0
47_01,gmr,right_ankle_roll_joint,2.093941807288341,43.70848209307096,127.88799156017367,761.0742701998373,0,0.0
47_01,gmr,waist_yaw_joint,1.512456806703734,19.316511541249984,60.81836962542987,313.13937956105934,0,0.0
47_01,gmr,waist_roll_joint,0.7483085057095444,17.577491648846877,62.07464602849156,304.84572579358917,0,0.0
47_01,gmr,waist_pitch_joint,0.9077771245009795,13.647939132211306,51.651575931486015,245.6934388141969,0,0.0
47_01,gmr,left_shoulder_pitch_joint,1.0646377016290733,11.350315388843864,54.316076517836144,229.57230971936897,0,0.0
47_01,gmr,left_shoulder_roll_joint,1.255624182005905,9.400861602643499,41.99863161683313,198.55413819879058,0,0.0
47_01,gmr,left_shoulder_yaw_joint,0.8619841105413183,14.903755152752327,57.77463816850885,307.78249443237905,0,0.0
47_01,gmr,left_elbow_joint,3.042648007724055,26.182476383913404,81.38577419901925,439.77630838987005,0,0.0
47_01,gmr,left_wrist_roll_joint,0.9615710372655069,19.20423085091223,80.01079691912007,375.6658758138816,0,0.0
47_01,gmr,left_wrist_pitch_joint,0.9288936184179177,15.491086424585808,49.142594775147735,330.34042053353966,0,0.0
47_01,gmr,left_wrist_yaw_joint,1.4821179705376095,26.04887925002273,77.51482506726465,606.0324106385697,0,0.0
47_01,gmr,right_shoulder_pitch_joint,0.8368396280505834,11.480388339445357,51.65241508855427,269.9033869436214,0,0.0
47_01,gmr,right_shoulder_roll_joint,0.7566082772193122,20.606005330369687,35.28753291201547,343.4294494029817,0,0.0
47_01,gmr,right_shoulder_yaw_joint,1.3821921673762532,14.369578911311912,66.64517535549922,280.45045905412667,0,0.0
47_01,gmr,right_elbow_joint,1.9402230668718918,29.981751593008244,69.25643357790874,294.34000754554654,0,0.0
47_01,gmr,right_wrist_roll_joint,0.8246374878241918,17.113128181576613,74.15823050450868,421.45900827896463,0,0.0
47_01,gmr,right_wrist_pitch_joint,0.47177780574635236,10.463762662538645,39.88240327050329,253.97734201881065,0,0.0
47_01,gmr,right_wrist_yaw_joint,2.427696538190501,32.655494098044066,95.47078894150867,895.661415816892,0,0.0
76_10,direct_mapping,left_hip_pitch_joint,0.7682505435801291,7.28759422579672,29.638471361747072,158.56790634172566,0,0.0
76_10,direct_mapping,left_hip_roll_joint,0.4751324867504535,6.198878388861696,13.576242993992901,86.2422767585134,0,0.0
76_10,direct_mapping,left_hip_yaw_joint,1.05055533503518,18.77633036275241,32.30872518403757,364.319425286046,0,0.0
76_10,direct_mapping,left_knee_joint,1.7692741598516684,26.11268502417414,31.99699603213654,414.19456352010394,0,0.0
76_10,direct_mapping,left_ankle_pitch_joint,1.4280926445055662,17.30413777814733,27.792534325754477,514.2210727026659,0,0.0
76_10,direct_mapping,left_ankle_roll_joint,0.7305833698667765,9.271980185022073,19.068388974968514,236.53693984126068,0,0.0
76_10,direct_mapping,right_hip_pitch_joint,0.36412599942816093,5.823261894213675,29.31961533864586,164.68245344830822,0,0.0
76_10,direct_mapping,right_hip_roll_joint,0.28614154840538625,3.6998159552015015,13.295035513317378,92.41920164256946,0,0.0
76_10,direct_mapping,right_hip_yaw_joint,0.517071849800792,9.239336158629632,22.14090607942072,253.01845324007573,0,0.0
76_10,direct_mapping,right_knee_joint,0.4192012825108062,5.309306508546725,20.164569502010682,118.25485527511438,0,0.0
76_10,direct_mapping,right_ankle_pitch_joint,0.5164372299664608,6.328276980881413,17.48859647336011,189.24121589959233,0,0.0
76_10,direct_mapping,right_ankle_roll_joint,0.43886366090865336,4.457829815420943,16.27219349803089,125.82217464599232,0,0.0
