motion_name,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,output_pkl,video_path,video_error
08_04_unitree_g1_gmr.pkl,35,1.4733333333333334,1.0,False,False,0.24839331316936772,2.258870006368923,18.969887663758005,307.1918663471716,0.0,0.0,0.0,0.0,44.801062011695414,150.0,44.801062011695414,150.0,0.657354108384689,0.6844393943527174,0.7089711030479934,0.657354108384689,17339984.858908206,186828321.11252573,7.16544950393406,,,100.0,3.0,150.0,True,1.3,5,1.0,0.0,0.0,1180.8639420500715,True,,outputs/final product/pd_tracking_tuning_quick/trial_pkls/stage2_kinematic_00019_08_04_unitree_g1_gmr/08_04_unitree_g1_gmr_pd_tracking.pkl,,
