time_s,frame_index,root_position_error_cm,root_height_error_cm,root_yaw_error_deg,root_relative_mpjpe_cm,end_effector_error_cm,left_hand_error_cm,right_hand_error_cm,left_foot_error_cm,right_foot_error_cm,left_foot_contact,right_foot_contact,left_foot_sliding_speed_cm_s,right_foot_sliding_speed_cm_s,penetration_depth_cm,self_collision_pair_count,mean_absolute_joint_jerk_rad_s3,max_joint_jerk_rad_s3,pelvis_root_error_cm,torso_error_cm,head_error_cm,left_shoulder_error_cm,right_shoulder_error_cm,left_elbow_error_cm,right_elbow_error_cm,left_hip_error_cm,right_hip_error_cm,left_knee_error_cm,right_knee_error_cm,global_end_effector_error_cm,joint_limit_violation_count,maximum_joint_limit_excess_deg_per_frame,mean_foot_sliding_speed_cm_s,left_foot_penetration_depth_cm,right_foot_penetration_depth_cm,self_collision_penetration_depth_cm,mean_joint_acceleration_rad_s2_per_frame
0.0,0,0.0,9.378177714383396,0.0,17.100816870271572,28.642018125510315,25.30780773482618,48.228129334943205,16.37956308458521,24.652572347686657,True,True,0.0,0.0,0.0,0,6.564576082363598,27.62624759495178,0.0,17.116377251076436,4.485133224907871,12.771161055816652,20.913410445965475,10.419185426361151,26.41309445088092,9.272807682472575,9.577237401580376,14.467294454607524,16.508479158363297,30.296607360169826,0,0.0,0.0,0.0,0.0,0.0,0.9201506932796583
0.03333333333333333,1,0.04992747979717799,9.381288112731722,0.0001374563296814876,17.066438871570682,28.55801258724322,25.185708691586374,48.08003964077195,16.744915118795948,24.22138689781861,True,True,15.132758084404713,12.346990717324804,0.0,0,6.564576082363598,27.62624759495178,0.0,17.126879795897082,4.4986183045045465,12.766252419934276,20.880174085072863,10.324842285609632,26.339791977546923,9.272723712204806,9.577397383138665,14.623662763092202,16.354189997586374,30.248790822697273,0,0.0,13.73987440086476,0.0,0.0,0.0,0.767982842999913
0.06666666666666667,2,0.10199728737795141,9.38613768818043,0.0017607966292247862,17.070989279635594,28.603821384204153,25.278505230739572,48.07653814707136,17.034448280730686,24.025793878274992,True,True,10.74600796877797,5.410560858861397,0.0,0,6.564576082363598,27.62624759495178,0.0,17.125477435806022,4.464768096108586,12.767769520781897,20.835476714117082,10.260157497529134,26.31507848821512,9.272172587080002,9.577764656243035,14.711205053517624,16.319683608318826,30.33746363289461,0,0.0,8.078284413819684,0.0,0.0,0.0,0.6205426606354691
0.1,3,0.1554766085830941,9.385482396016231,0.007384608299970615,17.037442158562172,28.484404787073853,25.138212762223,48.01240978583684,17.310318058533873,23.476678541701695,True,True,19.896453300086865,20.281869530920655,0.09955933788385772,0,6.564576082363598,27.62624759495178,0.0,17.120044364014184,4.409031349677288,12.72627384802895,20.824655254301096,10.25163613888762,26.287196942023456,9.273585339030113,9.577895757086765,14.931007737547322,16.222686499540384,30.22443955777551,0,0.0,20.08916141550376,0.09955933788385772,0.0,0.0,0.499565094419278
0.13333333333333333,4,0.21141815335772868,9.386953530370167,0.005174538706745651,17.035935915869434,28.47147698510445,25.11621326564704,47.91760579834245,17.628707753343743,23.223381123084557,True,True,12.59558927398691,6.144027129388527,0.08678723497635667,0,6.564576082363595,27.626247594951884,0.0,17.123566744575992,4.418096648369553,12.832745789346037,20.69295510036091,10.278957466788865,26.245590031970462,9.272930663929117,9.578343762490515,15.040784707216703,16.169159882575627,30.26264898438021,0,0.0,9.369808201687718,0.08678723497635667,0.0,0.0,0.5326312246459048
0.16666666666666666,5,0.26551108484971986,9.390613106273548,0.0016611387999173274,17.048862750686723,28.527443823678507,25.224729688500673,47.862792992931915,18.08125087421624,22.941001739065193,True,True,15.307408967170929,9.610489655957286,0.06200940230726591,0,9.901944068349827,61.94150608566352,0.0,17.13181001759855,4.43246970646465,12.930651701833307,20.561701155218657,10.302638051587305,26.16945504325527,9.27213724690321,9.578683272670286,15.174414634810415,16.069205135245145,30.373558048996397,0,0.0,12.458949311564108,0.06200940230726591,0.009751063352551794,0.0,0.5792284109049128
0.2,6,0.32245500179775544,9.393538148583847,0.0011122457538902514,17.073883531129603,28.628705212541373,25.40320000803255,47.820213746351136,18.632621854989377,22.658785240792422,True,True,18.883922833536296,11.081847861313204,0.0663996641761591,0,11.69108399247466,66.7897905257825,0.0,17.12787919928756,4.399026648335361,13.017761765376394,20.425419348393067,10.373451952156657,26.117537872365563,9.27144892746239,9.579045702787333,15.34592920490811,15.935931495706054,30.5300343439717,0,0.0,14.982885347424752,0.03845573422107769,0.0663996641761591,0.0,0.4350227131660306
0.23333333333333334,7,0.37414173692615715,9.397412709929121,0.004944394226282096,17.06088558037485,28.61472638393491,25.338498159751953,47.82171338571201,19.126671860261123,22.172022130014575,True,True,18.73765824224479,14.808366380482413,0.13163305712268714,0,10.285025896313353,28.97098993571015,0.0,17.12775100408011,4.298941240060646,13.024308421566255,20.341630080982075,10.334931513532323,26.05671587764835,9.27238581001478,9.579130266971449,15.58004534070507,15.838538614322054,30.534410135868505,0,0.0,16.7730123113636,0.13163305712268714,0.03169216020098764,0.0,0.4210842791314179
0.26666666666666666,8,0.42945454812354544,9.402096222905099,0.004070037980885527,17.050658005964994,28.58788827656967,25.274462290728206,47.62213335128234,19.70749959264412,21.74745787162402,True,True,20.237385744314754,14.13409532223439,0.09273360292938278,0,9.736005685018542,50.5345377013175,0.0,17.11851542010901,4.259368655834652,13.170762723193425,20.17165915521669,10.385093063853109,25.995625980904467,9.272136445683575,9.579298618805351,15.794349022864834,15.66150789673108,30.561201112082298,0,0.0,17.185740533274576,0.09273360292938278,0.06611247506666104,0.0,0.3842163317171858
0.3,9,0.48127390553006183,9.410191251659194,0.013120372145865625,17.046748559239987,28.61854773108365,25.521588596292844,47.56034666256597,20.095612736736385,21.296642928739413,True,True,17.90482479179457,14.172940580984525,0.20507839158515573,0,10.540110955764082,44.159536404347506,0.0,17.110282866637107,4.176858595402289,13.140604667735948,20.05367837252469,10.359932884256683,25.94984341950728,9.273496568368833,9.57948573973174,16.00010169722245,15.582752652878176,30.590663519455475,0,0.0,16.03888268638955,0.20507839158515573,0.031931871986148455,0.0,0.3832414000283953
