method,tracker_name,motion_name,source_motion_pkl,output_pkl,video_path,success,failure_reason,mode,root_mode,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,root_height_min,root_height_mean,root_height_max,min_root_height,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,video_error
pd_tracking,gmr_pd_tracking,08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,outputs/final product/pd_tracking_best_result/refine_best_08_05/08_05_unitree_g1_gmr_pd_tracking.pkl,outputs/final product/videos PD tracking/best_08_05_pd_tracking.mp4,True,,pd,free,73,3.8659459459459464,1.0,False,False,0.3654437022946444,1.9105608009665052,0.6564735771355996,6.682430457344271,1.3608378965753039,2.925415395116543,0.9993850737791494,1.2733099652794768,0.8992418609775796,1.0,0.8992418609775796,1.0,105528.68705533116,1301736.4473175479,0.14972539111464525,,,0.2766066778953415,0.3266426902741092,0.7837108504708872,0.2766066778953415,90.0,4.0,250.0,False,1.6,3,0.7,0.08,0.7,1469.2697510991322,
