motion_name,source_motion_pkl,output_pkl,video_path,video_error,success,failure_reason
08_05_unitree_g1_gmr.pkl,outputs/final product/pkl/08_05_unitree_g1_gmr.pkl,outputs/final product/pd_tracking_best_result/refine_best_08_05/08_05_unitree_g1_gmr_pd_tracking.pkl,outputs/final product/videos PD tracking/best_08_05_pd_tracking.mp4,,True,
