motion_name,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,output_pkl,video_path,video_error
13_11_unitree_g1_gmr.pkl,45,1.477346278317152,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7097518496713259,0.7564823348479072,0.7661064707761357,0.7097518496713259,123.52195741540677,2956.5004301201698,0.03511422953091509,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1598.24305330388,True,,outputs/final product/pd_tracking_tuning_quick/trial_pkls/stage1_replay_00007_13_11_unitree_g1_gmr/13_11_unitree_g1_gmr_pd_tracking.pkl,,
