method,tracker_name,motion_name,source_motion_pkl,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,root_height_min,root_height_mean,root_height_max,min_root_height,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,success,failure_reason,mode,root_mode,output_pkl,video_path,video_error
pd_tracking,gmr_pd_tracking,09_12_unitree_g1_gmr.pkl,outputs/final product/pkl/09_12_unitree_g1_gmr.pkl,90,2.9697633959638137,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7423974699756306,0.7652398316126999,0.7845531109657754,0.7423974699756306,565.6747600151004,8399.125075553904,0.45964392405274423,,,80.0,2.0,100.0,False,1.0,0,1.0,0.0,0.0,1577.0121470497627,True,,replay,free,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage1_replay_00004_09_12_unitree_g1_gmr/09_12_unitree_g1_gmr_pd_tracking.pkl,,
