method,tracker_name,motion_name,source_motion_pkl,output_pkl,video_path,success,failure_reason,mode,root_mode,num_frames,duration,duration_completed_ratio,has_nan,fall_down,mean_joint_position_error,max_joint_position_error,mean_joint_velocity_error,max_joint_velocity_error,mean_root_position_error,max_root_position_error,mean_root_rotation_error,max_root_rotation_error,mean_ctrl,max_ctrl,mean_torque,max_torque,mean_jerk,max_jerk,foot_slip_score,foot_contact_accuracy,ground_penetration_depth,root_height_min,root_height_mean,root_height_max,min_root_height,kp,kd,torque_clip,ignore_actuator_ctrlrange,time_scale,smooth_window,target_blend,root_height_offset,extra_joint_damping,score,video_error
pd_tracking,gmr_pd_tracking,13_11_unitree_g1_gmr.pkl,outputs/final product/pkl/13_11_unitree_g1_gmr.pkl,outputs/final product/pd_tracking_tuning_refine_20260701/trial_pkls/stage3_free_00250_13_11_unitree_g1_gmr/13_11_unitree_g1_gmr_pd_tracking.pkl,,False,root height below threshold: 0.2496 < 0.25; duration completed ratio too low: 0.2316 < 0.9,pd,free,50,2.961407766990291,0.2316465863453817,False,True,0.13893600370680254,1.9991317876377495,0.9925924972587408,9.545887401316765,0.2648831954615141,0.565140741570223,0.39177953893452716,1.0599419933847953,0.8736653021657673,1.0,0.8736653021657673,1.0,332067.21081661806,1888130.6048872166,0.7625957968201597,,,0.24964851010831876,0.5473534459632823,0.8114754245395432,0.24964851010831876,100.0,5.0,200.0,False,1.8,3,0.7,0.05,0.4,-3121.223615682039,
